Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:34:34.547000,GAS,10,0 days 00:01:31.557000,1.0,1.0,,,,0 days 00:00:34.309000,0 days 00:00:27.869000,,0 days 00:34:06.783000,0 days 00:34:34.778000,272.0,171.0,289.0,250.0,False,SOFT,5.0,False,AlphaTauri,0 days 00:33:02.841000,,1,9.0,,,False,False
0 days 00:36:28.102000,GAS,10,0 days 00:01:53.555000,2.0,1.0,,0 days 00:36:25.142000,0 days 00:00:25.269000,0 days 00:00:48.066000,0 days 00:00:40.220000,0 days 00:34:59.819000,0 days 00:35:47.885000,0 days 00:36:28.105000,276.0,149.0,,297.0,False,SOFT,6.0,False,AlphaTauri,0 days 00:34:34.547000,,14,9.0,,,False,False
0 days 00:38:49.196000,GAS,10,0 days 00:02:21.094000,3.0,2.0,0 days 00:36:46.690000,0 days 00:38:46.409000,0 days 00:00:49.981000,0 days 00:00:42.204000,0 days 00:00:48.909000,0 days 00:37:18.086000,0 days 00:38:00.290000,0 days 00:38:49.199000,183.0,160.0,,297.0,False,SOFT,7.0,False,AlphaTauri,0 days 00:36:28.102000,,4,9.0,,,False,False
0 days 00:41:04.613000,GAS,10,0 days 00:02:15.417000,4.0,3.0,0 days 00:39:08.903000,,0 days 00:00:50.485000,0 days 00:00:42.519000,0 days 00:00:42.413000,0 days 00:39:39.684000,0 days 00:40:22.203000,0 days 00:41:04.616000,190.0,162.0,194.0,297.0,False,SOFT,8.0,False,AlphaTauri,0 days 00:38:49.196000,,4,9.0,,,False,False
0 days 00:43:04.270000,GAS,10,0 days 00:01:59.657000,5.0,3.0,,,0 days 00:00:34.671000,0 days 00:00:42.990000,0 days 00:00:41.996000,0 days 00:41:39.287000,0 days 00:42:22.277000,0 days 00:43:04.273000,117.0,150.0,246.0,253.0,True,SOFT,9.0,False,AlphaTauri,0 days 00:41:04.613000,,4,9.0,,,False,False
0 days 00:45:06.655000,GAS,10,0 days 00:02:02.385000,6.0,3.0,,,0 days 00:00:34.339000,0 days 00:00:43.635000,0 days 00:00:44.411000,0 days 00:43:38.612000,0 days 00:44:22.247000,0 days 00:45:06.658000,161.0,146.0,259.0,263.0,False,SOFT,10.0,False,AlphaTauri,0 days 00:43:04.270000,,41,9.0,,,False,False
0 days 00:46:36.067000,GAS,10,0 days 00:01:29.412000,7.0,3.0,,,0 days 00:00:26.972000,0 days 00:00:34.705000,0 days 00:00:27.735000,0 days 00:45:33.630000,0 days 00:46:08.335000,0 days 00:46:36.070000,277.0,171.0,292.0,286.0,True,SOFT,11.0,False,AlphaTauri,0 days 00:45:06.655000,,1,9.0,,,False,True
0 days 00:48:01.238000,GAS,10,0 days 00:01:25.171000,8.0,3.0,,,0 days 00:00:25.237000,0 days 00:00:32.828000,0 days 00:00:27.106000,0 days 00:47:01.307000,0 days 00:47:34.135000,0 days 00:48:01.241000,275.0,180.0,294.0,305.0,True,SOFT,12.0,False,AlphaTauri,0 days 00:46:36.067000,,1,9.0,,,False,True
0 days 00:49:25.662000,GAS,10,0 days 00:01:24.424000,9.0,3.0,,,0 days 00:00:24.771000,0 days 00:00:32.581000,0 days 00:00:27.072000,0 days 00:48:26.012000,0 days 00:48:58.593000,0 days 00:49:25.665000,277.0,179.0,296.0,302.0,True,SOFT,13.0,False,AlphaTauri,0 days 00:48:01.238000,,1,9.0,,,False,True
0 days 00:50:50.052000,GAS,10,0 days 00:01:24.390000,10.0,3.0,,,0 days 00:00:24.668000,0 days 00:00:32.679000,0 days 00:00:27.043000,0 days 00:49:50.333000,0 days 00:50:23.012000,0 days 00:50:50.055000,282.0,179.0,296.0,318.0,True,SOFT,14.0,False,AlphaTauri,0 days 00:49:25.662000,,1,9.0,,,False,True
0 days 00:52:14.040000,GAS,10,0 days 00:01:23.988000,11.0,3.0,,,0 days 00:00:24.430000,0 days 00:00:32.507000,0 days 00:00:27.051000,0 days 00:51:14.485000,0 days 00:51:46.992000,0 days 00:52:14.043000,282.0,182.0,293.0,321.0,True,SOFT,15.0,False,AlphaTauri,0 days 00:50:50.052000,,1,9.0,,,False,True
0 days 00:53:37.921000,GAS,10,0 days 00:01:23.881000,12.0,3.0,,,0 days 00:00:24.611000,0 days 00:00:32.382000,0 days 00:00:26.888000,0 days 00:52:38.654000,0 days 00:53:11.036000,0 days 00:53:37.924000,281.0,183.0,297.0,303.0,True,SOFT,16.0,False,AlphaTauri,0 days 00:52:14.040000,,1,9.0,,,False,True
0 days 00:55:01.642000,GAS,10,0 days 00:01:23.721000,13.0,3.0,,,0 days 00:00:24.480000,0 days 00:00:32.299000,0 days 00:00:26.942000,0 days 00:54:02.404000,0 days 00:54:34.703000,0 days 00:55:01.645000,281.0,183.0,297.0,318.0,True,SOFT,17.0,False,AlphaTauri,0 days 00:53:37.921000,,1,9.0,,,False,True
0 days 00:56:25.598000,GAS,10,0 days 00:01:23.956000,14.0,3.0,,,0 days 00:00:24.364000,0 days 00:00:32.481000,0 days 00:00:27.111000,0 days 00:55:26.009000,0 days 00:55:58.490000,0 days 00:56:25.601000,281.0,176.0,292.0,318.0,False,SOFT,18.0,False,AlphaTauri,0 days 00:55:01.642000,,1,9.0,,,False,True
0 days 00:57:49.544000,GAS,10,0 days 00:01:23.946000,15.0,3.0,,,0 days 00:00:24.548000,0 days 00:00:32.423000,0 days 00:00:26.975000,0 days 00:56:50.149000,0 days 00:57:22.572000,0 days 00:57:49.547000,275.0,183.0,292.0,299.0,False,SOFT,19.0,False,AlphaTauri,0 days 00:56:25.598000,,1,9.0,,,False,True
0 days 00:59:13.519000,GAS,10,0 days 00:01:23.975000,16.0,3.0,,,0 days 00:00:24.571000,0 days 00:00:32.384000,0 days 00:00:27.020000,0 days 00:58:14.118000,0 days 00:58:46.502000,0 days 00:59:13.522000,278.0,183.0,290.0,296.0,False,SOFT,20.0,False,AlphaTauri,0 days 00:57:49.544000,,1,9.0,,,False,True
0 days 01:00:37.345000,GAS,10,0 days 00:01:23.826000,17.0,3.0,,,0 days 00:00:24.427000,0 days 00:00:32.505000,0 days 00:00:26.894000,0 days 00:59:37.949000,0 days 01:00:10.454000,0 days 01:00:37.348000,277.0,183.0,291.0,299.0,False,SOFT,21.0,False,AlphaTauri,0 days 00:59:13.519000,,1,9.0,,,False,True
0 days 01:02:00.938000,GAS,10,0 days 00:01:23.593000,18.0,3.0,,,0 days 00:00:24.369000,0 days 00:00:32.330000,0 days 00:00:26.894000,0 days 01:01:01.717000,0 days 01:01:34.047000,0 days 01:02:00.941000,277.0,184.0,292.0,299.0,True,SOFT,22.0,False,AlphaTauri,0 days 01:00:37.345000,,1,9.0,,,False,True
0 days 01:03:24.799000,GAS,10,0 days 00:01:23.861000,19.0,3.0,,,0 days 00:00:24.507000,0 days 00:00:32.376000,0 days 00:00:26.978000,0 days 01:02:25.448000,0 days 01:02:57.824000,0 days 01:03:24.802000,279.0,182.0,293.0,296.0,False,SOFT,23.0,False,AlphaTauri,0 days 01:02:00.938000,,1,9.0,,,False,True
0 days 01:04:48.608000,GAS,10,0 days 00:01:23.809000,20.0,3.0,,,0 days 00:00:24.455000,0 days 00:00:32.301000,0 days 00:00:27.053000,0 days 01:03:49.257000,0 days 01:04:21.558000,0 days 01:04:48.611000,278.0,185.0,294.0,299.0,False,SOFT,24.0,False,AlphaTauri,0 days 01:03:24.799000,,1,9.0,,,False,True
