Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:34:35.402000,GAS,10,0 days 00:01:36.516000,1.0,1.0,,,,0 days 00:00:36.746000,0 days 00:00:24.011000,,0 days 00:34:11.442000,0 days 00:34:35.520000,250.0,282.0,246.0,286.0,False,HYPERSOFT,1.0,True,Toro Rosso,0 days 00:32:58.703000,,1,17.0,,,False,False
0 days 00:36:01.968000,GAS,10,0 days 00:01:26.566000,2.0,1.0,,,0 days 00:00:29.676000,0 days 00:00:34.372000,0 days 00:00:22.518000,0 days 00:35:05.078000,0 days 00:35:39.450000,0 days 00:36:01.968000,249.0,286.0,247.0,337.0,True,HYPERSOFT,2.0,True,Toro Rosso,0 days 00:34:35.402000,,1,16.0,,,False,True
0 days 00:37:26.844000,GAS,10,0 days 00:01:24.876000,3.0,1.0,,,0 days 00:00:29.359000,0 days 00:00:33.292000,0 days 00:00:22.225000,0 days 00:36:31.327000,0 days 00:37:04.619000,0 days 00:37:26.844000,265.0,281.0,243.0,339.0,True,HYPERSOFT,3.0,True,Toro Rosso,0 days 00:36:01.968000,,1,16.0,,,False,True
0 days 00:38:54.551000,GAS,10,0 days 00:01:27.707000,4.0,1.0,,,0 days 00:00:30.540000,0 days 00:00:34.736000,0 days 00:00:22.431000,0 days 00:37:57.384000,0 days 00:38:32.120000,0 days 00:38:54.551000,238.0,278.0,244.0,360.0,False,HYPERSOFT,4.0,True,Toro Rosso,0 days 00:37:26.844000,,12,17.0,,,False,True
0 days 00:40:38.959000,GAS,10,0 days 00:01:44.408000,5.0,1.0,,0 days 00:40:36.342000,0 days 00:00:41.052000,0 days 00:00:38.162000,0 days 00:00:25.194000,0 days 00:39:35.603000,0 days 00:40:13.765000,0 days 00:40:38.959000,215.0,266.0,,132.0,False,HYPERSOFT,5.0,True,Toro Rosso,0 days 00:38:54.551000,,2671,17.0,,,False,False
0 days 00:42:21.107000,GAS,10,0 days 00:01:42.148000,6.0,2.0,0 days 00:40:58.947000,,0 days 00:00:48.251000,0 days 00:00:32.492000,0 days 00:00:21.405000,0 days 00:41:27.210000,0 days 00:41:59.702000,0 days 00:42:21.107000,277.0,274.0,243.0,301.0,False,SUPERSOFT,1.0,True,Toro Rosso,0 days 00:40:38.959000,,1,19.0,,,False,False
0 days 00:43:44.482000,GAS,10,0 days 00:01:23.375000,7.0,2.0,,,0 days 00:00:29.217000,0 days 00:00:32.709000,0 days 00:00:21.449000,0 days 00:42:50.324000,0 days 00:43:23.033000,0 days 00:43:44.482000,281.0,273.0,246.0,323.0,True,SUPERSOFT,2.0,True,Toro Rosso,0 days 00:42:21.107000,,1,19.0,,,False,True
0 days 00:45:07.895000,GAS,10,0 days 00:01:23.413000,8.0,2.0,,,0 days 00:00:29.232000,0 days 00:00:32.659000,0 days 00:00:21.522000,0 days 00:44:13.714000,0 days 00:44:46.373000,0 days 00:45:07.895000,281.0,273.0,246.0,322.0,False,SUPERSOFT,3.0,True,Toro Rosso,0 days 00:43:44.482000,,1,19.0,,,False,True
0 days 00:46:30.791000,GAS,10,0 days 00:01:22.896000,9.0,2.0,,,0 days 00:00:29.274000,0 days 00:00:32.363000,0 days 00:00:21.259000,0 days 00:45:37.169000,0 days 00:46:09.532000,0 days 00:46:30.791000,282.0,276.0,246.0,324.0,True,SUPERSOFT,4.0,True,Toro Rosso,0 days 00:45:07.895000,,1,19.0,,,False,True
0 days 00:47:53.801000,GAS,10,0 days 00:01:23.010000,10.0,2.0,,,0 days 00:00:29.238000,0 days 00:00:32.473000,0 days 00:00:21.299000,0 days 00:47:00.029000,0 days 00:47:32.502000,0 days 00:47:53.801000,277.0,275.0,246.0,325.0,False,SUPERSOFT,5.0,True,Toro Rosso,0 days 00:46:30.791000,,1,19.0,,,False,True
0 days 00:49:16.914000,GAS,10,0 days 00:01:23.113000,11.0,2.0,,,0 days 00:00:29.204000,0 days 00:00:32.347000,0 days 00:00:21.562000,0 days 00:48:23.005000,0 days 00:48:55.352000,0 days 00:49:16.914000,268.0,275.0,246.0,326.0,False,SUPERSOFT,6.0,True,Toro Rosso,0 days 00:47:53.801000,,1,18.0,,,False,True
0 days 00:50:40.397000,GAS,10,0 days 00:01:23.483000,12.0,2.0,,,0 days 00:00:29.328000,0 days 00:00:32.607000,0 days 00:00:21.548000,0 days 00:49:46.242000,0 days 00:50:18.849000,0 days 00:50:40.397000,276.0,277.0,246.0,323.0,False,SUPERSOFT,7.0,True,Toro Rosso,0 days 00:49:16.914000,,1,17.0,,,False,True
0 days 00:52:03.980000,GAS,10,0 days 00:01:23.583000,13.0,2.0,,,0 days 00:00:29.475000,0 days 00:00:32.673000,0 days 00:00:21.435000,0 days 00:51:09.872000,0 days 00:51:42.545000,0 days 00:52:03.980000,265.0,276.0,247.0,323.0,False,SUPERSOFT,8.0,True,Toro Rosso,0 days 00:50:40.397000,,1,16.0,,,False,True
0 days 00:53:27.941000,GAS,10,0 days 00:01:23.961000,14.0,2.0,,,0 days 00:00:29.639000,0 days 00:00:32.598000,0 days 00:00:21.724000,0 days 00:52:33.619000,0 days 00:53:06.217000,0 days 00:53:27.941000,267.0,278.0,246.0,325.0,False,SUPERSOFT,9.0,True,Toro Rosso,0 days 00:52:03.980000,,1,16.0,,,False,True
0 days 00:54:51.915000,GAS,10,0 days 00:01:23.974000,15.0,2.0,,,0 days 00:00:29.509000,0 days 00:00:32.640000,0 days 00:00:21.825000,0 days 00:53:57.450000,0 days 00:54:30.090000,0 days 00:54:51.915000,263.0,277.0,246.0,326.0,False,SUPERSOFT,10.0,True,Toro Rosso,0 days 00:53:27.941000,,1,16.0,,,False,True
0 days 00:56:15.614000,GAS,10,0 days 00:01:23.699000,16.0,2.0,,,0 days 00:00:29.240000,0 days 00:00:32.642000,0 days 00:00:21.817000,0 days 00:55:21.155000,0 days 00:55:53.797000,0 days 00:56:15.614000,271.0,278.0,246.0,330.0,False,SUPERSOFT,11.0,True,Toro Rosso,0 days 00:54:51.915000,,1,16.0,,,False,True
0 days 00:57:40.040000,GAS,10,0 days 00:01:24.426000,17.0,2.0,,,0 days 00:00:29.181000,0 days 00:00:33.042000,0 days 00:00:22.203000,0 days 00:56:44.795000,0 days 00:57:17.837000,0 days 00:57:40.040000,267.0,279.0,248.0,332.0,False,SUPERSOFT,12.0,True,Toro Rosso,0 days 00:56:15.614000,,1,15.0,,,False,True
0 days 00:59:05.342000,GAS,10,0 days 00:01:25.302000,18.0,2.0,,,0 days 00:00:29.070000,0 days 00:00:33.834000,0 days 00:00:22.398000,0 days 00:58:09.110000,0 days 00:58:42.944000,0 days 00:59:05.342000,268.0,284.0,247.0,353.0,False,SUPERSOFT,13.0,True,Toro Rosso,0 days 00:57:40.040000,,1,15.0,,,False,True
0 days 01:00:31.009000,GAS,10,0 days 00:01:25.667000,19.0,2.0,,,0 days 00:00:29.227000,0 days 00:00:34.178000,0 days 00:00:22.262000,0 days 00:59:34.569000,0 days 01:00:08.747000,0 days 01:00:31.009000,271.0,280.0,248.0,352.0,False,SUPERSOFT,14.0,True,Toro Rosso,0 days 00:59:05.342000,,1,15.0,,,False,True
0 days 01:01:56.319000,GAS,10,0 days 00:01:25.310000,20.0,2.0,,,0 days 00:00:29.123000,0 days 00:00:33.924000,0 days 00:00:22.263000,0 days 01:01:00.132000,0 days 01:01:34.056000,0 days 01:01:56.319000,275.0,282.0,248.0,353.0,False,SUPERSOFT,15.0,True,Toro Rosso,0 days 01:00:31.009000,,1,15.0,,,False,True
0 days 01:03:21.678000,GAS,10,0 days 00:01:25.359000,21.0,2.0,,,0 days 00:00:29.186000,0 days 00:00:33.970000,0 days 00:00:22.203000,0 days 01:02:25.505000,0 days 01:02:59.475000,0 days 01:03:21.678000,267.0,281.0,248.0,357.0,False,SUPERSOFT,16.0,True,Toro Rosso,0 days 01:01:56.319000,,1,15.0,,,False,True
0 days 01:04:47.172000,GAS,10,0 days 00:01:25.494000,22.0,2.0,,,0 days 00:00:28.935000,0 days 00:00:34.182000,0 days 00:00:22.377000,0 days 01:03:50.613000,0 days 01:04:24.795000,0 days 01:04:47.172000,272.0,279.0,247.0,351.0,False,SUPERSOFT,17.0,True,Toro Rosso,0 days 01:03:21.678000,,1,15.0,,,False,True
0 days 01:06:12.145000,GAS,10,0 days 00:01:24.973000,23.0,2.0,,,0 days 00:00:29.149000,0 days 00:00:33.638000,0 days 00:00:22.186000,0 days 01:05:16.321000,0 days 01:05:49.959000,0 days 01:06:12.145000,273.0,281.0,245.0,348.0,False,SUPERSOFT,18.0,True,Toro Rosso,0 days 01:04:47.172000,,1,15.0,,,False,True
0 days 01:07:38.557000,GAS,10,0 days 00:01:26.412000,24.0,2.0,,,0 days 00:00:29.400000,0 days 00:00:34.072000,0 days 00:00:22.940000,0 days 01:06:41.545000,0 days 01:07:15.617000,0 days 01:07:38.557000,279.0,222.0,245.0,343.0,False,SUPERSOFT,19.0,True,Toro Rosso,0 days 01:06:12.145000,,1,14.0,,,False,True
0 days 01:09:04.266000,GAS,10,0 days 00:01:25.709000,25.0,2.0,,,0 days 00:00:29.495000,0 days 00:00:33.955000,0 days 00:00:22.259000,0 days 01:08:08.052000,0 days 01:08:42.007000,0 days 01:09:04.266000,304.0,281.0,244.0,331.0,False,SUPERSOFT,20.0,True,Toro Rosso,0 days 01:07:38.557000,,1,15.0,,,False,True
0 days 01:10:32.430000,GAS,10,0 days 00:01:28.164000,26.0,2.0,,0 days 01:10:29.831000,0 days 00:00:29.669000,0 days 00:00:33.154000,0 days 00:00:25.341000,0 days 01:09:33.935000,0 days 01:10:07.089000,0 days 01:10:32.430000,269.0,280.0,,325.0,False,SUPERSOFT,21.0,True,Toro Rosso,0 days 01:09:04.266000,,1,15.0,,,False,False
0 days 01:12:16.347000,GAS,10,0 days 00:01:43.917000,27.0,3.0,0 days 01:10:52.865000,,0 days 00:00:48.829000,0 days 00:00:33.256000,0 days 00:00:21.832000,0 days 01:11:21.259000,0 days 01:11:54.515000,0 days 01:12:16.347000,266.0,279.0,247.0,306.0,False,SUPERSOFT,1.0,True,Toro Rosso,0 days 01:10:32.430000,,1,19.0,,,False,False
0 days 01:13:40.410000,GAS,10,0 days 00:01:24.063000,28.0,3.0,,,0 days 00:00:29.706000,0 days 00:00:32.718000,0 days 00:00:21.639000,0 days 01:12:46.053000,0 days 01:13:18.771000,0 days 01:13:40.410000,255.0,279.0,247.0,322.0,False,SUPERSOFT,2.0,True,Toro Rosso,0 days 01:12:16.347000,,1,19.0,,,False,True
0 days 01:15:12.843000,GAS,10,0 days 00:01:32.433000,29.0,3.0,,,0 days 00:00:29.482000,0 days 00:00:33.331000,0 days 00:00:29.620000,0 days 01:14:09.892000,0 days 01:14:43.223000,0 days 01:15:12.843000,266.0,262.0,188.0,325.0,False,SUPERSOFT,3.0,True,Toro Rosso,0 days 01:13:40.410000,,126,18.0,,,False,False
0 days 01:17:03.812000,GAS,10,0 days 00:01:50.969000,30.0,3.0,,,0 days 00:00:40.007000,0 days 00:00:42.819000,0 days 00:00:28.143000,0 days 01:15:52.850000,0 days 01:16:35.669000,0 days 01:17:03.812000,189.0,226.0,210.0,233.0,False,SUPERSOFT,4.0,True,Toro Rosso,0 days 01:15:12.843000,,6,18.0,,,False,False
0 days 01:18:39.036000,GAS,10,0 days 00:01:35.224000,31.0,3.0,,,0 days 00:00:38.919000,0 days 00:00:34.607000,0 days 00:00:21.698000,0 days 01:17:42.731000,0 days 01:18:17.338000,0 days 01:18:39.036000,171.0,280.0,247.0,238.0,False,SUPERSOFT,5.0,True,Toro Rosso,0 days 01:17:03.812000,,671,18.0,,,False,False
0 days 01:20:02.962000,GAS,10,0 days 00:01:23.926000,32.0,3.0,,,0 days 00:00:29.467000,0 days 00:00:33.021000,0 days 00:00:21.438000,0 days 01:19:08.503000,0 days 01:19:41.524000,0 days 01:20:02.962000,268.0,278.0,248.0,325.0,False,SUPERSOFT,6.0,True,Toro Rosso,0 days 01:18:39.036000,,1,18.0,,,False,True
0 days 01:21:27.435000,GAS,10,0 days 00:01:24.473000,33.0,3.0,,,0 days 00:00:29.531000,0 days 00:00:33.187000,0 days 00:00:21.755000,0 days 01:20:32.493000,0 days 01:21:05.680000,0 days 01:21:27.435000,268.0,279.0,247.0,324.0,False,SUPERSOFT,7.0,True,Toro Rosso,0 days 01:20:02.962000,,1,18.0,,,False,True
0 days 01:22:52.021000,GAS,10,0 days 00:01:24.586000,34.0,3.0,,,0 days 00:00:29.609000,0 days 00:00:33.304000,0 days 00:00:21.673000,0 days 01:21:57.044000,0 days 01:22:30.348000,0 days 01:22:52.021000,268.0,280.0,247.0,324.0,False,SUPERSOFT,8.0,True,Toro Rosso,0 days 01:21:27.435000,,1,18.0,,,False,True
0 days 01:24:15.990000,GAS,10,0 days 00:01:23.969000,35.0,3.0,,,0 days 00:00:29.651000,0 days 00:00:32.666000,0 days 00:00:21.652000,0 days 01:23:21.672000,0 days 01:23:54.338000,0 days 01:24:15.990000,272.0,279.0,247.0,324.0,False,SUPERSOFT,9.0,True,Toro Rosso,0 days 01:22:52.021000,,1,18.0,,,False,True
0 days 01:25:41.481000,GAS,10,0 days 00:01:25.491000,36.0,3.0,,,0 days 00:00:29.304000,0 days 00:00:34.602000,0 days 00:00:21.585000,0 days 01:24:45.294000,0 days 01:25:19.896000,0 days 01:25:41.481000,271.0,279.0,248.0,326.0,False,SUPERSOFT,10.0,True,Toro Rosso,0 days 01:24:15.990000,,1,18.0,,,False,True
0 days 01:27:05.209000,GAS,10,0 days 00:01:23.728000,37.0,3.0,,,0 days 00:00:29.341000,0 days 00:00:32.929000,0 days 00:00:21.458000,0 days 01:26:10.822000,0 days 01:26:43.751000,0 days 01:27:05.209000,272.0,281.0,249.0,324.0,False,SUPERSOFT,11.0,True,Toro Rosso,0 days 01:25:41.481000,,1,18.0,,,False,True
0 days 01:28:29.132000,GAS,10,0 days 00:01:23.923000,38.0,3.0,,,0 days 00:00:29.387000,0 days 00:00:32.840000,0 days 00:00:21.696000,0 days 01:27:34.596000,0 days 01:28:07.436000,0 days 01:28:29.132000,269.0,281.0,248.0,324.0,False,SUPERSOFT,12.0,True,Toro Rosso,0 days 01:27:05.209000,,1,18.0,,,False,True
0 days 01:29:52.607000,GAS,10,0 days 00:01:23.475000,39.0,3.0,,,0 days 00:00:29.394000,0 days 00:00:32.658000,0 days 00:00:21.423000,0 days 01:28:58.526000,0 days 01:29:31.184000,0 days 01:29:52.607000,276.0,282.0,248.0,325.0,False,SUPERSOFT,13.0,True,Toro Rosso,0 days 01:28:29.132000,,1,17.0,,,False,True
0 days 01:31:16.497000,GAS,10,0 days 00:01:23.890000,40.0,3.0,,,0 days 00:00:29.228000,0 days 00:00:32.869000,0 days 00:00:21.793000,0 days 01:30:21.835000,0 days 01:30:54.704000,0 days 01:31:16.497000,269.0,280.0,248.0,327.0,False,SUPERSOFT,14.0,True,Toro Rosso,0 days 01:29:52.607000,,1,17.0,,,False,True
0 days 01:32:40.419000,GAS,10,0 days 00:01:23.922000,41.0,3.0,,,0 days 00:00:29.180000,0 days 00:00:33.003000,0 days 00:00:21.739000,0 days 01:31:45.677000,0 days 01:32:18.680000,0 days 01:32:40.419000,272.0,280.0,249.0,328.0,False,SUPERSOFT,15.0,True,Toro Rosso,0 days 01:31:16.497000,,1,17.0,,,False,True
0 days 01:34:04.488000,GAS,10,0 days 00:01:24.069000,42.0,3.0,,,0 days 00:00:29.188000,0 days 00:00:33.233000,0 days 00:00:21.648000,0 days 01:33:09.607000,0 days 01:33:42.840000,0 days 01:34:04.488000,274.0,282.0,248.0,331.0,False,SUPERSOFT,16.0,True,Toro Rosso,0 days 01:32:40.419000,,1,17.0,,,False,True
