Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:35:07.183000,HAM,44,0 days 00:01:42.031000,1.0,1.0,,,,0 days 00:00:29.624000,0 days 00:00:42.478000,,0 days 00:34:24.870000,0 days 00:35:07.483000,111.0,275.0,284.0,307.0,False,MEDIUM,5.0,False,Mercedes,0 days 00:33:25.039000,,1,1.0,,,False,False
0 days 00:36:44.615000,HAM,44,0 days 00:01:37.432000,2.0,1.0,,,0 days 00:00:24.852000,0 days 00:00:30.172000,0 days 00:00:42.408000,0 days 00:35:32.091000,0 days 00:36:02.263000,0 days 00:36:44.671000,103.0,273.0,285.0,299.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:35:07.183000,,1,1.0,,,False,True
0 days 00:38:21.366000,HAM,44,0 days 00:01:36.751000,3.0,1.0,,,0 days 00:00:24.570000,0 days 00:00:29.666000,0 days 00:00:42.515000,0 days 00:37:09.241000,0 days 00:37:38.907000,0 days 00:38:21.422000,114.0,275.0,285.0,299.0,True,MEDIUM,7.0,False,Mercedes,0 days 00:36:44.615000,,1,1.0,,,False,True
0 days 00:39:57.656000,HAM,44,0 days 00:01:36.290000,4.0,1.0,,,0 days 00:00:24.255000,0 days 00:00:29.640000,0 days 00:00:42.395000,0 days 00:38:45.677000,0 days 00:39:15.317000,0 days 00:39:57.712000,112.0,274.0,284.0,302.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:38:21.366000,,1,1.0,,,False,True
0 days 00:41:33.635000,HAM,44,0 days 00:01:35.979000,5.0,1.0,,,0 days 00:00:24.282000,0 days 00:00:29.660000,0 days 00:00:42.037000,0 days 00:40:21.994000,0 days 00:40:51.654000,0 days 00:41:33.691000,113.0,275.0,285.0,302.0,True,MEDIUM,9.0,False,Mercedes,0 days 00:39:57.656000,,1,1.0,,,False,True
0 days 00:43:09.580000,HAM,44,0 days 00:01:35.945000,6.0,1.0,,,0 days 00:00:24.108000,0 days 00:00:29.593000,0 days 00:00:42.244000,0 days 00:41:57.799000,0 days 00:42:27.392000,0 days 00:43:09.636000,114.0,275.0,285.0,302.0,True,MEDIUM,10.0,False,Mercedes,0 days 00:41:33.635000,,1,1.0,,,False,True
0 days 00:44:45.912000,HAM,44,0 days 00:01:36.332000,7.0,1.0,,,0 days 00:00:24.187000,0 days 00:00:29.609000,0 days 00:00:42.536000,0 days 00:43:33.823000,0 days 00:44:03.432000,0 days 00:44:45.968000,114.0,275.0,284.0,300.0,False,MEDIUM,11.0,False,Mercedes,0 days 00:43:09.580000,,1,1.0,,,False,True
0 days 00:46:21.840000,HAM,44,0 days 00:01:35.928000,8.0,1.0,,,0 days 00:00:24.024000,0 days 00:00:29.517000,0 days 00:00:42.387000,0 days 00:45:09.992000,0 days 00:45:39.509000,0 days 00:46:21.896000,113.0,274.0,284.0,300.0,True,MEDIUM,12.0,False,Mercedes,0 days 00:44:45.912000,,1,1.0,,,False,True
0 days 00:47:57.581000,HAM,44,0 days 00:01:35.741000,9.0,1.0,,,0 days 00:00:24.011000,0 days 00:00:29.521000,0 days 00:00:42.209000,0 days 00:46:45.907000,0 days 00:47:15.428000,0 days 00:47:57.637000,112.0,274.0,286.0,300.0,True,MEDIUM,13.0,False,Mercedes,0 days 00:46:21.840000,,1,1.0,,,False,True
0 days 00:49:33.289000,HAM,44,0 days 00:01:35.708000,10.0,1.0,,,0 days 00:00:23.913000,0 days 00:00:29.321000,0 days 00:00:42.474000,0 days 00:48:21.550000,0 days 00:48:50.871000,0 days 00:49:33.345000,114.0,277.0,286.0,301.0,True,MEDIUM,14.0,False,Mercedes,0 days 00:47:57.581000,,1,1.0,,,False,True
0 days 00:51:08.784000,HAM,44,0 days 00:01:35.495000,11.0,1.0,,,0 days 00:00:23.912000,0 days 00:00:29.393000,0 days 00:00:42.190000,0 days 00:49:57.257000,0 days 00:50:26.650000,0 days 00:51:08.840000,113.0,276.0,286.0,300.0,True,MEDIUM,15.0,False,Mercedes,0 days 00:49:33.289000,,1,1.0,,,False,True
0 days 00:52:44.234000,HAM,44,0 days 00:01:35.450000,12.0,1.0,,,0 days 00:00:24.015000,0 days 00:00:29.273000,0 days 00:00:42.162000,0 days 00:51:32.855000,0 days 00:52:02.128000,0 days 00:52:44.290000,114.0,277.0,287.0,303.0,True,MEDIUM,16.0,False,Mercedes,0 days 00:51:08.784000,,1,1.0,,,False,True
0 days 00:54:19.573000,HAM,44,0 days 00:01:35.339000,13.0,1.0,,,0 days 00:00:23.849000,0 days 00:00:29.393000,0 days 00:00:42.097000,0 days 00:53:08.139000,0 days 00:53:37.532000,0 days 00:54:19.629000,115.0,276.0,287.0,300.0,True,MEDIUM,17.0,False,Mercedes,0 days 00:52:44.234000,,1,1.0,,,False,True
0 days 00:55:54.384000,HAM,44,0 days 00:01:34.811000,14.0,1.0,,,0 days 00:00:23.888000,0 days 00:00:29.250000,0 days 00:00:41.673000,0 days 00:54:43.517000,0 days 00:55:12.767000,0 days 00:55:54.440000,112.0,276.0,287.0,302.0,True,MEDIUM,18.0,False,Mercedes,0 days 00:54:19.573000,,1,1.0,,,False,True
0 days 00:57:29.187000,HAM,44,0 days 00:01:34.803000,15.0,1.0,,,0 days 00:00:23.776000,0 days 00:00:29.226000,0 days 00:00:41.801000,0 days 00:56:18.216000,0 days 00:56:47.442000,0 days 00:57:29.243000,116.0,276.0,287.0,301.0,True,MEDIUM,19.0,False,Mercedes,0 days 00:55:54.384000,,1,1.0,,,False,True
0 days 00:59:04.212000,HAM,44,0 days 00:01:35.025000,16.0,1.0,,,0 days 00:00:23.904000,0 days 00:00:29.254000,0 days 00:00:41.867000,0 days 00:57:53.147000,0 days 00:58:22.401000,0 days 00:59:04.268000,114.0,277.0,286.0,302.0,False,MEDIUM,20.0,False,Mercedes,0 days 00:57:29.187000,,1,1.0,,,False,True
0 days 01:00:39.543000,HAM,44,0 days 00:01:35.331000,17.0,1.0,,,0 days 00:00:24.017000,0 days 00:00:29.456000,0 days 00:00:41.858000,0 days 00:59:28.285000,0 days 00:59:57.741000,0 days 01:00:39.599000,107.0,277.0,287.0,302.0,False,MEDIUM,21.0,False,Mercedes,0 days 00:59:04.212000,,1,1.0,,,False,True
0 days 01:02:14.585000,HAM,44,0 days 00:01:35.042000,18.0,1.0,,,0 days 00:00:23.945000,0 days 00:00:29.184000,0 days 00:00:41.913000,0 days 01:01:03.544000,0 days 01:01:32.728000,0 days 01:02:14.641000,112.0,278.0,287.0,302.0,False,MEDIUM,22.0,False,Mercedes,0 days 01:00:39.543000,,1,1.0,,,False,True
0 days 01:03:49.615000,HAM,44,0 days 00:01:35.030000,19.0,1.0,,,0 days 00:00:23.901000,0 days 00:00:29.243000,0 days 00:00:41.886000,0 days 01:02:38.542000,0 days 01:03:07.785000,0 days 01:03:49.671000,112.0,277.0,288.0,302.0,False,MEDIUM,23.0,False,Mercedes,0 days 01:02:14.585000,,1,1.0,,,False,True
0 days 01:05:24.480000,HAM,44,0 days 00:01:34.865000,20.0,1.0,,,0 days 00:00:23.916000,0 days 00:00:29.298000,0 days 00:00:41.651000,0 days 01:04:13.587000,0 days 01:04:42.885000,0 days 01:05:24.536000,112.0,277.0,290.0,304.0,False,MEDIUM,24.0,False,Mercedes,0 days 01:03:49.615000,,1,1.0,,,False,True
0 days 01:07:00.307000,HAM,44,0 days 00:01:35.827000,21.0,1.0,,,0 days 00:00:24.168000,0 days 00:00:29.439000,0 days 00:00:42.220000,0 days 01:05:48.704000,0 days 01:06:18.143000,0 days 01:07:00.363000,106.0,282.0,291.0,313.0,False,MEDIUM,25.0,False,Mercedes,0 days 01:05:24.480000,,1,1.0,,,False,True
0 days 01:08:35.133000,HAM,44,0 days 00:01:34.826000,22.0,1.0,,,0 days 00:00:24.065000,0 days 00:00:28.960000,0 days 00:00:41.801000,0 days 01:07:24.428000,0 days 01:07:53.388000,0 days 01:08:35.189000,107.0,277.0,288.0,319.0,False,MEDIUM,26.0,False,Mercedes,0 days 01:07:00.307000,,1,1.0,,,False,True
0 days 01:10:09.816000,HAM,44,0 days 00:01:34.683000,23.0,1.0,,,0 days 00:00:23.825000,0 days 00:00:29.100000,0 days 00:00:41.758000,0 days 01:08:59.014000,0 days 01:09:28.114000,0 days 01:10:09.872000,113.0,278.0,290.0,304.0,True,MEDIUM,27.0,False,Mercedes,0 days 01:08:35.133000,,12,1.0,,,False,True
0 days 01:12:05.175000,HAM,44,0 days 00:01:55.359000,24.0,1.0,,0 days 01:11:35.777000,0 days 00:00:23.992000,0 days 00:00:29.274000,0 days 00:01:02.093000,0 days 01:10:33.864000,0 days 01:11:03.138000,0 days 01:12:05.231000,109.0,279.0,,303.0,False,MEDIUM,28.0,False,Mercedes,0 days 01:10:09.816000,,1,1.0,,,False,False
0 days 01:13:43.885000,HAM,44,0 days 00:01:38.710000,25.0,2.0,0 days 01:12:05.953000,,0 days 00:00:27.444000,0 days 00:00:29.333000,0 days 00:00:41.933000,0 days 01:12:32.675000,0 days 01:13:02.008000,0 days 01:13:43.941000,110.0,276.0,285.0,301.0,False,HARD,1.0,True,Mercedes,0 days 01:12:05.175000,,1,1.0,,,False,False
0 days 01:15:18.466000,HAM,44,0 days 00:01:34.581000,26.0,2.0,,,0 days 00:00:23.765000,0 days 00:00:29.232000,0 days 00:00:41.584000,0 days 01:14:07.706000,0 days 01:14:36.938000,0 days 01:15:18.522000,115.0,276.0,286.0,299.0,True,HARD,2.0,True,Mercedes,0 days 01:13:43.885000,,1,1.0,,,False,True
0 days 01:16:52.970000,HAM,44,0 days 00:01:34.504000,27.0,2.0,,,0 days 00:00:23.854000,0 days 00:00:29.129000,0 days 00:00:41.521000,0 days 01:15:42.376000,0 days 01:16:11.505000,0 days 01:16:53.026000,117.0,277.0,288.0,304.0,True,HARD,3.0,True,Mercedes,0 days 01:15:18.466000,,1,1.0,,,False,True
0 days 01:18:27.289000,HAM,44,0 days 00:01:34.319000,28.0,2.0,,,0 days 00:00:23.744000,0 days 00:00:29.097000,0 days 00:00:41.478000,0 days 01:17:16.770000,0 days 01:17:45.867000,0 days 01:18:27.345000,117.0,278.0,290.0,302.0,True,HARD,4.0,True,Mercedes,0 days 01:16:52.970000,,1,1.0,,,False,True
0 days 01:20:01.855000,HAM,44,0 days 00:01:34.566000,29.0,2.0,,,0 days 00:00:23.967000,0 days 00:00:29.050000,0 days 00:00:41.549000,0 days 01:18:51.312000,0 days 01:19:20.362000,0 days 01:20:01.911000,113.0,276.0,288.0,322.0,False,HARD,5.0,True,Mercedes,0 days 01:18:27.289000,,1,1.0,,,False,True
0 days 01:21:35.881000,HAM,44,0 days 00:01:34.026000,30.0,2.0,,,0 days 00:00:23.585000,0 days 00:00:29.030000,0 days 00:00:41.411000,0 days 01:20:25.496000,0 days 01:20:54.526000,0 days 01:21:35.937000,117.0,277.0,288.0,303.0,True,HARD,6.0,True,Mercedes,0 days 01:20:01.855000,,1,1.0,,,False,True
0 days 01:23:09.884000,HAM,44,0 days 00:01:34.003000,31.0,2.0,,,0 days 00:00:23.512000,0 days 00:00:29.122000,0 days 00:00:41.369000,0 days 01:21:59.449000,0 days 01:22:28.571000,0 days 01:23:09.940000,114.0,277.0,288.0,303.0,True,HARD,7.0,True,Mercedes,0 days 01:21:35.881000,,1,1.0,,,False,True
0 days 01:24:44.258000,HAM,44,0 days 00:01:34.374000,32.0,2.0,,,0 days 00:00:23.726000,0 days 00:00:29.156000,0 days 00:00:41.492000,0 days 01:23:33.666000,0 days 01:24:02.822000,0 days 01:24:44.314000,113.0,277.0,284.0,301.0,False,HARD,8.0,True,Mercedes,0 days 01:23:09.884000,,1,1.0,,,False,True
0 days 01:26:19.017000,HAM,44,0 days 00:01:34.759000,33.0,2.0,,,0 days 00:00:23.885000,0 days 00:00:29.135000,0 days 00:00:41.739000,0 days 01:25:08.199000,0 days 01:25:37.334000,0 days 01:26:19.073000,114.0,278.0,300.0,299.0,False,HARD,9.0,True,Mercedes,0 days 01:24:44.258000,,1,1.0,,,False,True
