Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:34:41.258000,HAM,44,0 days 00:01:17.881000,1.0,1.0,,,,0 days 00:00:37.964000,0 days 00:00:16.858000,,0 days 00:34:24.585000,0 days 00:34:41.490000,307.0,252.0,295.0,214.0,False,SUPERSOFT,4.0,False,Mercedes,0 days 00:33:23.305000,,1,1.0,,,False,False
0 days 00:35:56.029000,HAM,44,0 days 00:01:14.771000,2.0,1.0,,,0 days 00:00:19.357000,0 days 00:00:38.576000,0 days 00:00:16.838000,0 days 00:35:00.775000,0 days 00:35:39.351000,0 days 00:35:56.189000,303.0,242.0,306.0,273.0,True,SUPERSOFT,5.0,False,Mercedes,0 days 00:34:41.258000,,1,1.0,,,False,True
0 days 00:37:10.016000,HAM,44,0 days 00:01:13.987000,3.0,1.0,,,0 days 00:00:19.319000,0 days 00:00:37.823000,0 days 00:00:16.845000,0 days 00:36:15.508000,0 days 00:36:53.331000,0 days 00:37:10.176000,307.0,255.0,306.0,276.0,True,SUPERSOFT,6.0,False,Mercedes,0 days 00:35:56.029000,,1,1.0,,,False,True
0 days 00:38:24.117000,HAM,44,0 days 00:01:14.101000,4.0,1.0,,,0 days 00:00:18.875000,0 days 00:00:38.433000,0 days 00:00:16.793000,0 days 00:37:29.051000,0 days 00:38:07.484000,0 days 00:38:24.277000,306.0,249.0,309.0,300.0,False,SUPERSOFT,7.0,False,Mercedes,0 days 00:37:10.016000,,1,1.0,,,False,True
0 days 00:39:38.279000,HAM,44,0 days 00:01:14.162000,5.0,1.0,,,0 days 00:00:19.096000,0 days 00:00:38.181000,0 days 00:00:16.885000,0 days 00:38:43.373000,0 days 00:39:21.554000,0 days 00:39:38.439000,308.0,254.0,308.0,280.0,False,SUPERSOFT,8.0,False,Mercedes,0 days 00:38:24.117000,,1,1.0,,,False,True
0 days 00:40:52.597000,HAM,44,0 days 00:01:14.318000,6.0,1.0,,,0 days 00:00:19.078000,0 days 00:00:38.385000,0 days 00:00:16.855000,0 days 00:39:57.517000,0 days 00:40:35.902000,0 days 00:40:52.757000,308.0,250.0,307.0,290.0,False,SUPERSOFT,9.0,False,Mercedes,0 days 00:39:38.279000,,1,1.0,,,False,True
0 days 00:42:06.969000,HAM,44,0 days 00:01:14.372000,7.0,1.0,,,0 days 00:00:19.080000,0 days 00:00:38.440000,0 days 00:00:16.852000,0 days 00:41:11.837000,0 days 00:41:50.277000,0 days 00:42:07.129000,305.0,251.0,307.0,297.0,False,SUPERSOFT,10.0,False,Mercedes,0 days 00:40:52.597000,,1,1.0,,,False,True
0 days 00:43:21.486000,HAM,44,0 days 00:01:14.517000,8.0,1.0,,,0 days 00:00:19.028000,0 days 00:00:38.553000,0 days 00:00:16.936000,0 days 00:42:26.157000,0 days 00:43:04.710000,0 days 00:43:21.646000,309.0,253.0,308.0,291.0,False,SUPERSOFT,11.0,False,Mercedes,0 days 00:42:06.969000,,1,1.0,,,False,True
0 days 00:44:36.285000,HAM,44,0 days 00:01:14.799000,9.0,1.0,,,0 days 00:00:19.031000,0 days 00:00:38.885000,0 days 00:00:16.883000,0 days 00:43:40.677000,0 days 00:44:19.562000,0 days 00:44:36.445000,307.0,249.0,307.0,290.0,False,SUPERSOFT,12.0,False,Mercedes,0 days 00:43:21.486000,,1,1.0,,,False,True
0 days 00:45:50.663000,HAM,44,0 days 00:01:14.378000,10.0,1.0,,,0 days 00:00:18.991000,0 days 00:00:38.507000,0 days 00:00:16.880000,0 days 00:44:55.436000,0 days 00:45:33.943000,0 days 00:45:50.823000,307.0,253.0,308.0,291.0,False,SUPERSOFT,13.0,False,Mercedes,0 days 00:44:36.285000,,1,1.0,,,False,True
0 days 00:47:05.067000,HAM,44,0 days 00:01:14.404000,11.0,1.0,,,0 days 00:00:18.877000,0 days 00:00:38.680000,0 days 00:00:16.847000,0 days 00:46:09.700000,0 days 00:46:48.380000,0 days 00:47:05.227000,307.0,252.0,307.0,302.0,False,SUPERSOFT,14.0,False,Mercedes,0 days 00:45:50.663000,,1,1.0,,,False,True
0 days 00:48:19.366000,HAM,44,0 days 00:01:14.299000,12.0,1.0,,,0 days 00:00:18.882000,0 days 00:00:38.628000,0 days 00:00:16.789000,0 days 00:47:24.109000,0 days 00:48:02.737000,0 days 00:48:19.526000,304.0,251.0,309.0,299.0,False,SUPERSOFT,15.0,False,Mercedes,0 days 00:47:05.067000,,1,1.0,,,False,True
0 days 00:49:33.358000,HAM,44,0 days 00:01:13.992000,13.0,1.0,,,0 days 00:00:18.996000,0 days 00:00:38.181000,0 days 00:00:16.815000,0 days 00:48:38.522000,0 days 00:49:16.703000,0 days 00:49:33.518000,309.0,251.0,308.0,299.0,False,SUPERSOFT,16.0,False,Mercedes,0 days 00:48:19.366000,,1,1.0,,,False,True
0 days 00:50:47.581000,HAM,44,0 days 00:01:14.223000,14.0,1.0,,,0 days 00:00:19.153000,0 days 00:00:38.240000,0 days 00:00:16.830000,0 days 00:49:52.671000,0 days 00:50:30.911000,0 days 00:50:47.741000,311.0,253.0,309.0,293.0,False,SUPERSOFT,17.0,False,Mercedes,0 days 00:49:33.358000,,1,1.0,,,False,True
0 days 00:52:01.524000,HAM,44,0 days 00:01:13.943000,15.0,1.0,,,0 days 00:00:18.884000,0 days 00:00:38.140000,0 days 00:00:16.919000,0 days 00:51:06.625000,0 days 00:51:44.765000,0 days 00:52:01.684000,308.0,250.0,307.0,301.0,True,SUPERSOFT,18.0,False,Mercedes,0 days 00:50:47.581000,,1,1.0,,,False,True
0 days 00:53:15.310000,HAM,44,0 days 00:01:13.786000,16.0,1.0,,,0 days 00:00:18.843000,0 days 00:00:38.139000,0 days 00:00:16.804000,0 days 00:52:20.527000,0 days 00:52:58.666000,0 days 00:53:15.470000,306.0,250.0,308.0,305.0,True,SUPERSOFT,19.0,False,Mercedes,0 days 00:52:01.524000,,1,1.0,,,False,True
0 days 00:54:29.394000,HAM,44,0 days 00:01:14.084000,17.0,1.0,,,0 days 00:00:18.870000,0 days 00:00:38.347000,0 days 00:00:16.867000,0 days 00:53:34.340000,0 days 00:54:12.687000,0 days 00:54:29.554000,309.0,251.0,310.0,296.0,False,SUPERSOFT,20.0,False,Mercedes,0 days 00:53:15.310000,,1,1.0,,,False,True
0 days 00:55:43.187000,HAM,44,0 days 00:01:13.793000,18.0,1.0,,,0 days 00:00:18.798000,0 days 00:00:38.242000,0 days 00:00:16.753000,0 days 00:54:48.352000,0 days 00:55:26.594000,0 days 00:55:43.347000,309.0,249.0,311.0,296.0,False,SUPERSOFT,21.0,False,Mercedes,0 days 00:54:29.394000,,1,1.0,,,False,True
0 days 00:57:00.482000,HAM,44,0 days 00:01:17.295000,19.0,1.0,,0 days 00:56:57.720000,0 days 00:00:18.806000,0 days 00:00:38.117000,0 days 00:00:20.372000,0 days 00:56:02.153000,0 days 00:56:40.270000,0 days 00:57:00.642000,305.0,251.0,,303.0,False,SUPERSOFT,22.0,False,Mercedes,0 days 00:55:43.187000,,1,2.0,,,False,False
0 days 00:58:29.647000,HAM,44,0 days 00:01:29.165000,20.0,2.0,0 days 00:57:20.331000,,0 days 00:00:35.751000,0 days 00:00:36.904000,0 days 00:00:16.510000,0 days 00:57:36.393000,0 days 00:58:13.297000,0 days 00:58:29.807000,312.0,252.0,324.0,303.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:57:00.482000,,1,6.0,,,False,False
0 days 00:59:42.672000,HAM,44,0 days 00:01:13.025000,21.0,2.0,,,0 days 00:00:18.590000,0 days 00:00:37.836000,0 days 00:00:16.599000,0 days 00:58:48.397000,0 days 00:59:26.233000,0 days 00:59:42.832000,317.0,250.0,316.0,294.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:58:29.647000,,12,6.0,,,False,True
0 days 01:00:56.546000,HAM,44,0 days 00:01:13.874000,22.0,2.0,,,0 days 00:00:18.675000,0 days 00:00:38.649000,0 days 00:00:16.550000,0 days 01:00:01.507000,0 days 01:00:40.156000,0 days 01:00:56.706000,311.0,248.0,318.0,298.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:59:42.672000,,1,6.0,,,False,True
0 days 01:02:09.939000,HAM,44,0 days 00:01:13.393000,23.0,2.0,,,0 days 00:00:18.786000,0 days 00:00:38.291000,0 days 00:00:16.316000,0 days 01:01:15.492000,0 days 01:01:53.783000,0 days 01:02:10.099000,323.0,248.0,337.0,302.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:00:56.546000,,1,6.0,,,False,True
0 days 01:03:24.478000,HAM,44,0 days 00:01:14.539000,24.0,2.0,,,0 days 00:00:18.737000,0 days 00:00:38.933000,0 days 00:00:16.869000,0 days 01:02:28.836000,0 days 01:03:07.769000,0 days 01:03:24.638000,310.0,242.0,310.0,298.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:02:09.939000,,1,5.0,,,False,True
0 days 01:04:39.047000,HAM,44,0 days 00:01:14.569000,25.0,2.0,,,0 days 00:00:19.011000,0 days 00:00:38.677000,0 days 00:00:16.881000,0 days 01:03:43.649000,0 days 01:04:22.326000,0 days 01:04:39.207000,310.0,245.0,310.0,292.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:03:24.478000,,1,5.0,,,False,True
0 days 01:05:53.991000,HAM,44,0 days 00:01:14.944000,26.0,2.0,,,0 days 00:00:18.960000,0 days 00:00:39.151000,0 days 00:00:16.833000,0 days 01:04:58.167000,0 days 01:05:37.318000,0 days 01:05:54.151000,308.0,245.0,310.0,302.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:04:39.047000,,1,5.0,,,False,True
0 days 01:07:08.416000,HAM,44,0 days 00:01:14.425000,27.0,2.0,,,0 days 00:00:18.931000,0 days 00:00:38.716000,0 days 00:00:16.778000,0 days 01:06:13.082000,0 days 01:06:51.798000,0 days 01:07:08.576000,309.0,245.0,311.0,304.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:05:53.991000,,1,5.0,,,False,True
0 days 01:08:21.346000,HAM,44,0 days 00:01:12.930000,28.0,2.0,,,0 days 00:00:18.690000,0 days 00:00:37.384000,0 days 00:00:16.856000,0 days 01:07:27.266000,0 days 01:08:04.650000,0 days 01:08:21.506000,305.0,258.0,306.0,308.0,True,MEDIUM,9.0,True,Mercedes,0 days 01:07:08.416000,,1,4.0,,,False,True
0 days 01:09:35.269000,HAM,44,0 days 00:01:13.923000,29.0,2.0,,,0 days 00:00:18.943000,0 days 00:00:38.275000,0 days 00:00:16.705000,0 days 01:08:40.449000,0 days 01:09:18.724000,0 days 01:09:35.429000,307.0,253.0,308.0,295.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:08:21.346000,,1,4.0,,,False,True
0 days 01:10:48.759000,HAM,44,0 days 00:01:13.490000,30.0,2.0,,,0 days 00:00:18.801000,0 days 00:00:37.943000,0 days 00:00:16.746000,0 days 01:09:54.230000,0 days 01:10:32.173000,0 days 01:10:48.919000,303.0,255.0,307.0,305.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:09:35.269000,,1,4.0,,,False,True
0 days 01:12:02.243000,HAM,44,0 days 00:01:13.484000,31.0,2.0,,,0 days 00:00:18.724000,0 days 00:00:37.998000,0 days 00:00:16.762000,0 days 01:11:07.643000,0 days 01:11:45.641000,0 days 01:12:02.403000,307.0,253.0,305.0,303.0,False,MEDIUM,12.0,True,Mercedes,0 days 01:10:48.759000,,1,4.0,,,False,True
0 days 01:13:15.950000,HAM,44,0 days 00:01:13.707000,32.0,2.0,,,0 days 00:00:18.855000,0 days 00:00:38.043000,0 days 00:00:16.809000,0 days 01:12:21.258000,0 days 01:12:59.301000,0 days 01:13:16.110000,300.0,253.0,306.0,298.0,False,MEDIUM,13.0,True,Mercedes,0 days 01:12:02.243000,,1,3.0,,,False,True
0 days 01:14:29.474000,HAM,44,0 days 00:01:13.524000,33.0,2.0,,,0 days 00:00:18.973000,0 days 00:00:38.096000,0 days 00:00:16.455000,0 days 01:13:35.083000,0 days 01:14:13.179000,0 days 01:14:29.634000,306.0,253.0,332.0,294.0,False,MEDIUM,14.0,True,Mercedes,0 days 01:13:15.950000,,1,3.0,,,False,True
0 days 01:15:43.119000,HAM,44,0 days 00:01:13.645000,34.0,2.0,,,0 days 00:00:18.882000,0 days 00:00:38.073000,0 days 00:00:16.690000,0 days 01:14:48.516000,0 days 01:15:26.589000,0 days 01:15:43.279000,295.0,254.0,306.0,311.0,False,MEDIUM,15.0,True,Mercedes,0 days 01:14:29.474000,,1,3.0,,,False,True
0 days 01:16:56.869000,HAM,44,0 days 00:01:13.750000,35.0,2.0,,,0 days 00:00:19.107000,0 days 00:00:38.136000,0 days 00:00:16.507000,0 days 01:16:02.386000,0 days 01:16:40.522000,0 days 01:16:57.029000,304.0,255.0,311.0,279.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:15:43.119000,,1,3.0,,,False,True
0 days 01:18:09.989000,HAM,44,0 days 00:01:13.120000,36.0,2.0,,,0 days 00:00:18.681000,0 days 00:00:37.818000,0 days 00:00:16.621000,0 days 01:17:15.710000,0 days 01:17:53.528000,0 days 01:18:10.149000,303.0,253.0,304.0,311.0,False,MEDIUM,17.0,True,Mercedes,0 days 01:16:56.869000,,1,2.0,,,False,True
0 days 01:19:23.408000,HAM,44,0 days 00:01:13.419000,37.0,2.0,,,0 days 00:00:18.790000,0 days 00:00:38.028000,0 days 00:00:16.601000,0 days 01:18:28.939000,0 days 01:19:06.967000,0 days 01:19:23.568000,311.0,256.0,309.0,298.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:18:09.989000,,1,2.0,,,False,True
0 days 01:20:36.426000,HAM,44,0 days 00:01:13.018000,38.0,2.0,,,0 days 00:00:18.605000,0 days 00:00:37.745000,0 days 00:00:16.668000,0 days 01:19:42.173000,0 days 01:20:19.918000,0 days 01:20:36.586000,312.0,255.0,313.0,306.0,False,MEDIUM,19.0,True,Mercedes,0 days 01:19:23.408000,,1,2.0,,,False,True
0 days 01:21:50.019000,HAM,44,0 days 00:01:13.593000,39.0,2.0,,,0 days 00:00:18.627000,0 days 00:00:38.076000,0 days 00:00:16.890000,0 days 01:20:55.213000,0 days 01:21:33.289000,0 days 01:21:50.179000,311.0,249.0,307.0,306.0,False,MEDIUM,20.0,True,Mercedes,0 days 01:20:36.426000,,1,3.0,,,False,True
0 days 01:23:04.185000,HAM,44,0 days 00:01:14.166000,40.0,2.0,,,0 days 00:00:18.696000,0 days 00:00:38.718000,0 days 00:00:16.752000,0 days 01:22:08.875000,0 days 01:22:47.593000,0 days 01:23:04.345000,335.0,247.0,315.0,301.0,False,MEDIUM,21.0,True,Mercedes,0 days 01:21:50.019000,,1,2.0,,,False,True
0 days 01:24:17.959000,HAM,44,0 days 00:01:13.774000,41.0,2.0,,,0 days 00:00:18.798000,0 days 00:00:38.252000,0 days 00:00:16.724000,0 days 01:23:23.143000,0 days 01:24:01.395000,0 days 01:24:18.119000,313.0,249.0,312.0,300.0,False,MEDIUM,22.0,True,Mercedes,0 days 01:23:04.185000,,1,2.0,,,False,True
0 days 01:25:31.733000,HAM,44,0 days 00:01:13.774000,42.0,2.0,,,0 days 00:00:18.841000,0 days 00:00:38.262000,0 days 00:00:16.671000,0 days 01:24:36.960000,0 days 01:25:15.222000,0 days 01:25:31.893000,312.0,253.0,313.0,282.0,False,MEDIUM,23.0,True,Mercedes,0 days 01:24:17.959000,,1,2.0,,,False,True
0 days 01:26:45.184000,HAM,44,0 days 00:01:13.451000,43.0,2.0,,,0 days 00:00:18.668000,0 days 00:00:38.089000,0 days 00:00:16.694000,0 days 01:25:50.561000,0 days 01:26:28.650000,0 days 01:26:45.344000,313.0,253.0,313.0,296.0,False,MEDIUM,24.0,True,Mercedes,0 days 01:25:31.733000,,1,2.0,,,False,True
0 days 01:27:58.476000,HAM,44,0 days 00:01:13.292000,44.0,2.0,,,0 days 00:00:18.947000,0 days 00:00:37.724000,0 days 00:00:16.621000,0 days 01:27:04.291000,0 days 01:27:42.015000,0 days 01:27:58.636000,307.0,256.0,308.0,307.0,False,MEDIUM,25.0,True,Mercedes,0 days 01:26:45.184000,,12,1.0,,,False,True
0 days 01:29:11.552000,HAM,44,0 days 00:01:13.076000,45.0,2.0,,,0 days 00:00:18.777000,0 days 00:00:37.680000,0 days 00:00:16.619000,0 days 01:28:17.413000,0 days 01:28:55.093000,0 days 01:29:11.712000,309.0,255.0,309.0,292.0,False,MEDIUM,26.0,True,Mercedes,0 days 01:27:58.476000,,1,1.0,,,False,True
0 days 01:30:24.477000,HAM,44,0 days 00:01:12.925000,46.0,2.0,,,0 days 00:00:18.661000,0 days 00:00:37.582000,0 days 00:00:16.682000,0 days 01:29:30.373000,0 days 01:30:07.955000,0 days 01:30:24.637000,311.0,256.0,309.0,292.0,True,MEDIUM,27.0,True,Mercedes,0 days 01:29:11.552000,,1,1.0,,,False,True
0 days 01:31:37.444000,HAM,44,0 days 00:01:12.967000,47.0,2.0,,,0 days 00:00:18.692000,0 days 00:00:37.579000,0 days 00:00:16.696000,0 days 01:30:43.329000,0 days 01:31:20.908000,0 days 01:31:37.604000,311.0,257.0,310.0,300.0,False,MEDIUM,28.0,True,Mercedes,0 days 01:30:24.477000,,1,1.0,,,False,True
0 days 01:32:50.252000,HAM,44,0 days 00:01:12.808000,48.0,2.0,,,0 days 00:00:18.632000,0 days 00:00:37.580000,0 days 00:00:16.596000,0 days 01:31:56.236000,0 days 01:32:33.816000,0 days 01:32:50.412000,311.0,257.0,311.0,304.0,True,MEDIUM,29.0,True,Mercedes,0 days 01:31:37.444000,,1,1.0,,,False,True
0 days 01:34:03.270000,HAM,44,0 days 00:01:13.018000,49.0,2.0,,,0 days 00:00:18.657000,0 days 00:00:37.744000,0 days 00:00:16.617000,0 days 01:33:09.069000,0 days 01:33:46.813000,0 days 01:34:03.430000,313.0,259.0,312.0,300.0,False,MEDIUM,30.0,True,Mercedes,0 days 01:32:50.252000,,1,1.0,,,False,True
0 days 01:35:16.190000,HAM,44,0 days 00:01:12.920000,50.0,2.0,,,0 days 00:00:18.669000,0 days 00:00:37.680000,0 days 00:00:16.571000,0 days 01:34:22.099000,0 days 01:34:59.779000,0 days 01:35:16.350000,307.0,251.0,324.0,305.0,False,MEDIUM,31.0,True,Mercedes,0 days 01:34:03.270000,,1,1.0,,,False,True
0 days 01:36:28.509000,HAM,44,0 days 00:01:12.319000,51.0,2.0,,,0 days 00:00:18.557000,0 days 00:00:37.151000,0 days 00:00:16.611000,0 days 01:35:34.907000,0 days 01:36:12.058000,0 days 01:36:28.669000,309.0,256.0,308.0,312.0,True,MEDIUM,32.0,True,Mercedes,0 days 01:35:16.190000,,1,1.0,,,False,True
