Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:57:41.632000,VER,1,0 days 00:01:34.725000,1.0,1.0,,,,0 days 00:00:41.962000,0 days 00:00:18.147000,,0 days 00:57:23.704000,0 days 00:57:41.736000,281.0,295.0,262.0,293.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:56:06.651000,,1,1.0,,,False,False
0 days 00:59:15.575000,VER,1,0 days 00:01:33.943000,2.0,1.0,,,0 days 00:00:33.894000,0 days 00:00:42.026000,0 days 00:00:18.023000,0 days 00:58:15.547000,0 days 00:58:57.573000,0 days 00:59:15.596000,279.0,296.0,262.0,295.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:57:41.632000,,1,1.0,,,False,True
0 days 01:00:49.214000,VER,1,0 days 00:01:33.639000,3.0,1.0,,,0 days 00:00:33.567000,0 days 00:00:42.027000,0 days 00:00:18.045000,0 days 00:59:49.163000,0 days 01:00:31.190000,0 days 01:00:49.235000,282.0,296.0,262.0,296.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:59:15.575000,,1,1.0,,,False,True
0 days 01:02:22.958000,VER,1,0 days 00:01:33.744000,4.0,1.0,,,0 days 00:00:33.570000,0 days 00:00:42.140000,0 days 00:00:18.034000,0 days 01:01:22.805000,0 days 01:02:04.945000,0 days 01:02:22.979000,283.0,296.0,263.0,296.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:49.214000,,1,1.0,,,False,True
0 days 01:03:56.734000,VER,1,0 days 00:01:33.776000,5.0,1.0,,,0 days 00:00:33.486000,0 days 00:00:42.157000,0 days 00:00:18.133000,0 days 01:02:56.465000,0 days 01:03:38.622000,0 days 01:03:56.755000,283.0,297.0,263.0,298.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:02:22.958000,,1,1.0,,,False,True
0 days 01:05:30.380000,VER,1,0 days 00:01:33.646000,6.0,1.0,,,0 days 00:00:33.319000,0 days 00:00:42.252000,0 days 00:00:18.075000,0 days 01:04:30.074000,0 days 01:05:12.326000,0 days 01:05:30.401000,283.0,297.0,263.0,297.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:03:56.734000,,1,1.0,,,False,True
0 days 01:07:03.906000,VER,1,0 days 00:01:33.526000,7.0,1.0,,,0 days 00:00:33.193000,0 days 00:00:42.278000,0 days 00:00:18.055000,0 days 01:06:03.594000,0 days 01:06:45.872000,0 days 01:07:03.927000,281.0,296.0,263.0,297.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:05:30.380000,,1,1.0,,,False,True
0 days 01:08:37.442000,VER,1,0 days 00:01:33.536000,8.0,1.0,,,0 days 00:00:33.130000,0 days 00:00:42.336000,0 days 00:00:18.070000,0 days 01:07:37.057000,0 days 01:08:19.393000,0 days 01:08:37.463000,284.0,296.0,263.0,297.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:03.906000,,1,1.0,,,False,True
0 days 01:10:10.971000,VER,1,0 days 00:01:33.529000,9.0,1.0,,,0 days 00:00:33.067000,0 days 00:00:42.336000,0 days 00:00:18.126000,0 days 01:09:10.530000,0 days 01:09:52.866000,0 days 01:10:10.992000,282.0,297.0,262.0,297.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:08:37.442000,,1,1.0,,,False,True
0 days 01:11:44.526000,VER,1,0 days 00:01:33.555000,10.0,1.0,,,0 days 00:00:33.118000,0 days 00:00:42.367000,0 days 00:00:18.070000,0 days 01:10:44.110000,0 days 01:11:26.477000,0 days 01:11:44.547000,282.0,297.0,262.0,298.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:10.971000,,1,1.0,,,False,True
