Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:59:00.108000,NOR,1,0 days 00:01:38.115000,1.0,1.0,,,,0 days 00:00:34.453000,0 days 00:00:25.729000,,0 days 00:58:34.505000,0 days 00:59:00.288000,213.0,183.0,273.0,298.0,False,MEDIUM,1.0,True,McLaren,0 days 00:57:21.749000,,1,3.0,,,False,False
0 days 01:00:32.878000,NOR,1,0 days 00:01:32.770000,2.0,1.0,,,0 days 00:00:32.593000,0 days 00:00:34.600000,0 days 00:00:25.577000,0 days 00:59:32.761000,0 days 01:00:07.361000,0 days 01:00:32.938000,211.0,184.0,271.0,317.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:00.108000,,1,3.0,,,False,True
0 days 01:02:06.141000,NOR,1,0 days 00:01:33.263000,3.0,1.0,,,0 days 00:00:32.816000,0 days 00:00:34.702000,0 days 00:00:25.745000,0 days 01:01:05.754000,0 days 01:01:40.456000,0 days 01:02:06.201000,209.0,185.0,270.0,313.0,False,MEDIUM,3.0,True,McLaren,0 days 01:00:32.878000,,1,3.0,,,False,True
0 days 01:03:39.955000,NOR,1,0 days 00:01:33.814000,4.0,1.0,,,0 days 00:00:33.089000,0 days 00:00:34.864000,0 days 00:00:25.861000,0 days 01:02:39.290000,0 days 01:03:14.154000,0 days 01:03:40.015000,205.0,186.0,273.0,310.0,False,MEDIUM,4.0,True,McLaren,0 days 01:02:06.141000,,1,3.0,,,False,True
0 days 01:05:13.797000,NOR,1,0 days 00:01:33.842000,5.0,1.0,,,0 days 00:00:32.883000,0 days 00:00:35.214000,0 days 00:00:25.745000,0 days 01:04:12.898000,0 days 01:04:48.112000,0 days 01:05:13.857000,210.0,183.0,281.0,308.0,False,MEDIUM,5.0,True,McLaren,0 days 01:03:39.955000,,12,3.0,,,False,True
0 days 01:07:24.147000,NOR,1,0 days 00:02:10.350000,6.0,1.0,,,0 days 00:00:40.675000,0 days 00:00:51.989000,0 days 00:00:37.686000,0 days 01:05:54.532000,0 days 01:06:46.521000,0 days 01:07:24.207000,84.0,108.0,249.0,98.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:13.797000,,24,2.0,,,False,False
0 days 01:09:41.989000,NOR,1,0 days 00:02:17.842000,7.0,1.0,,,0 days 00:00:41.553000,0 days 00:00:54.690000,0 days 00:00:41.599000,0 days 01:08:05.760000,0 days 01:09:00.450000,0 days 01:09:42.049000,119.0,108.0,192.0,132.0,False,MEDIUM,7.0,True,McLaren,0 days 01:07:24.147000,,4,2.0,,,False,False
0 days 01:12:04.388000,NOR,1,0 days 00:02:22.399000,8.0,1.0,,,0 days 00:00:50.043000,0 days 00:00:54.546000,0 days 00:00:37.810000,0 days 01:10:32.092000,0 days 01:11:26.638000,0 days 01:12:04.448000,108.0,97.0,240.0,110.0,False,MEDIUM,8.0,True,McLaren,0 days 01:09:41.989000,,4,2.0,,,False,False
0 days 01:14:32.014000,NOR,1,0 days 00:02:27.626000,9.0,1.0,,,0 days 00:00:48.536000,0 days 00:00:55.467000,0 days 00:00:43.623000,0 days 01:12:52.984000,0 days 01:13:48.451000,0 days 01:14:32.074000,138.0,84.0,228.0,156.0,False,MEDIUM,9.0,True,McLaren,0 days 01:12:04.388000,,4,2.0,,,False,False
0 days 01:16:51.133000,NOR,1,0 days 00:02:19.119000,10.0,1.0,,,0 days 00:00:48.549000,0 days 00:00:55.495000,0 days 00:00:35.075000,0 days 01:15:20.623000,0 days 01:16:16.118000,0 days 01:16:51.193000,120.0,94.0,223.0,211.0,False,MEDIUM,10.0,True,McLaren,0 days 01:14:32.014000,,4,2.0,,,False,False
0 days 01:19:21.960000,NOR,1,,11.0,1.0,,,0 days 00:00:47.831000,0 days 00:00:47.757000,0 days 00:00:55.270000,0 days 01:17:39.161000,0 days 01:18:26.894000,0 days 01:19:22.243000,134.0,125.0,276.0,63.0,False,MEDIUM,11.0,True,McLaren,0 days 01:16:51.133000,,41,2.0,,,False,False
0 days 01:20:54.516000,NOR,1,0 days 00:01:32.556000,12.0,1.0,,,0 days 00:00:32.418000,0 days 00:00:34.694000,0 days 00:00:25.444000,0 days 01:19:54.438000,0 days 01:20:29.132000,0 days 01:20:54.576000,213.0,189.0,281.0,310.0,True,MEDIUM,12.0,True,McLaren,0 days 01:19:21.960000,,1,2.0,,,False,True
0 days 01:22:27.410000,NOR,1,0 days 00:01:32.894000,13.0,1.0,,,0 days 00:00:32.681000,0 days 00:00:34.671000,0 days 00:00:25.542000,0 days 01:21:27.257000,0 days 01:22:01.928000,0 days 01:22:27.470000,213.0,188.0,274.0,306.0,False,MEDIUM,13.0,True,McLaren,0 days 01:20:54.516000,,1,1.0,,,False,True
0 days 01:24:00.204000,NOR,1,0 days 00:01:32.794000,14.0,1.0,,,0 days 00:00:32.324000,0 days 00:00:34.849000,0 days 00:00:25.621000,0 days 01:22:59.794000,0 days 01:23:34.643000,0 days 01:24:00.264000,212.0,187.0,276.0,306.0,False,MEDIUM,14.0,True,McLaren,0 days 01:22:27.410000,,1,1.0,,,False,True
0 days 01:25:33.191000,NOR,1,0 days 00:01:32.987000,15.0,1.0,,,0 days 00:00:32.390000,0 days 00:00:34.976000,0 days 00:00:25.621000,0 days 01:24:32.654000,0 days 01:25:07.630000,0 days 01:25:33.251000,209.0,187.0,276.0,305.0,False,MEDIUM,15.0,True,McLaren,0 days 01:24:00.204000,,1,1.0,,,False,True
