Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:57:48.995000,SAI,55,0 days 00:01:47.224000,1.0,1.0,,,,0 days 00:00:41.495000,0 days 00:00:33.841000,,0 days 00:57:15.318000,0 days 00:57:49.110000,227.0,135.0,193.0,310.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:56:01.523000,,124,2.0,,,False,False
0 days 01:00:06.932000,SAI,55,0 days 00:02:17.937000,2.0,1.0,,,0 days 00:01:01.514000,0 days 00:00:46.266000,0 days 00:00:30.157000,0 days 00:58:50.541000,0 days 00:59:36.807000,0 days 01:00:06.964000,100.0,176.0,208.0,194.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:57:48.995000,,4,2.0,,,False,False
0 days 01:02:20.703000,SAI,55,0 days 00:02:13.771000,3.0,1.0,,,0 days 00:00:56.743000,0 days 00:00:47.358000,0 days 00:00:29.670000,0 days 01:01:03.707000,0 days 01:01:51.065000,0 days 01:02:20.735000,130.0,178.0,200.0,142.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:00:06.932000,,4,2.0,,,False,False
0 days 01:04:30.746000,SAI,55,0 days 00:02:10.043000,4.0,1.0,,,0 days 00:00:52.782000,0 days 00:00:46.662000,0 days 00:00:30.599000,0 days 01:03:13.517000,0 days 01:04:00.179000,0 days 01:04:30.778000,122.0,235.0,195.0,122.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:02:20.703000,,4,2.0,,,False,False
0 days 01:06:40.671000,SAI,55,0 days 00:02:09.925000,5.0,1.0,,,0 days 00:00:53.462000,0 days 00:00:46.644000,0 days 00:00:29.819000,0 days 01:05:24.240000,0 days 01:06:10.884000,0 days 01:06:40.703000,147.0,217.0,197.0,158.0,True,MEDIUM,5.0,True,Ferrari,0 days 01:04:30.746000,,4,2.0,,,False,False
0 days 01:08:44.505000,SAI,55,0 days 00:02:03.834000,6.0,1.0,,,0 days 00:00:39.596000,0 days 00:00:45.875000,0 days 00:00:38.363000,0 days 01:07:20.299000,0 days 01:08:06.174000,0 days 01:08:44.537000,202.0,189.0,249.0,236.0,True,MEDIUM,6.0,True,Ferrari,0 days 01:06:40.671000,,41,2.0,,,False,False
0 days 01:10:06.335000,SAI,55,0 days 00:01:21.830000,7.0,1.0,,,0 days 00:00:29.087000,0 days 00:00:32.010000,0 days 00:00:20.733000,0 days 01:09:13.624000,0 days 01:09:45.634000,0 days 01:10:06.367000,276.0,281.0,248.0,329.0,True,MEDIUM,7.0,True,Ferrari,0 days 01:08:44.505000,,1,2.0,,,False,True
0 days 01:11:27.619000,SAI,55,0 days 00:01:21.284000,8.0,1.0,,,0 days 00:00:28.895000,0 days 00:00:31.701000,0 days 00:00:20.688000,0 days 01:10:35.262000,0 days 01:11:06.963000,0 days 01:11:27.651000,290.0,287.0,247.0,328.0,True,MEDIUM,8.0,True,Ferrari,0 days 01:10:06.335000,,1,2.0,,,False,True
0 days 01:12:50.112000,SAI,55,0 days 00:01:22.493000,9.0,1.0,,,0 days 00:00:29.146000,0 days 00:00:31.928000,0 days 00:00:21.419000,0 days 01:11:56.797000,0 days 01:12:28.725000,0 days 01:12:50.144000,305.0,281.0,248.0,349.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:11:27.619000,,1,1.0,,,False,True
0 days 01:14:12.550000,SAI,55,0 days 00:01:22.438000,10.0,1.0,,,0 days 00:00:29.324000,0 days 00:00:32.102000,0 days 00:00:21.012000,0 days 01:13:19.468000,0 days 01:13:51.570000,0 days 01:14:12.582000,278.0,280.0,247.0,325.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:12:50.112000,,1,1.0,,,False,True
