Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:04:16.945000,GAS,10,0 days 00:02:02.171000,1.0,1.0,0 days 01:02:22.702000,,,0 days 00:00:31.018000,0 days 00:00:53.708000,,0 days 01:03:23.315000,0 days 01:04:17.132000,303.0,302.0,310.0,272.0,False,HARD,1.0,True,AlphaTauri,0 days 01:02:14.632000,,1267,18.0,,,False,False
0 days 01:05:45.950000,GAS,10,0 days 00:01:29.005000,2.0,1.0,,,0 days 00:00:28.594000,0 days 00:00:30.877000,0 days 00:00:29.534000,0 days 01:04:45.580000,0 days 01:05:16.457000,0 days 01:05:45.991000,308.0,316.0,320.0,319.0,True,HARD,2.0,True,AlphaTauri,0 days 01:04:16.945000,,1,18.0,,,False,True
0 days 01:07:35.123000,GAS,10,0 days 00:01:49.173000,3.0,1.0,,0 days 01:07:31.414000,0 days 00:00:28.479000,0 days 00:00:37.644000,0 days 00:00:43.050000,0 days 01:06:14.470000,0 days 01:06:52.114000,0 days 01:07:35.164000,273.0,255.0,,324.0,False,HARD,3.0,True,AlphaTauri,0 days 01:05:45.950000,,1,18.0,,,False,False
0 days 01:04:05.126000,PER,11,0 days 00:01:50.352000,1.0,1.0,,,,0 days 00:00:31.553000,0 days 00:00:46.710000,,0 days 01:03:18.510000,0 days 01:04:05.310000,334.0,321.0,257.0,272.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:14.632000,,1267,7.0,,,False,False
0 days 01:05:32.732000,PER,11,0 days 00:01:27.606000,2.0,1.0,,,0 days 00:00:29.036000,0 days 00:00:29.775000,0 days 00:00:28.795000,0 days 01:04:34.193000,0 days 01:05:03.968000,0 days 01:05:32.763000,307.0,320.0,313.0,287.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:04:05.126000,,71,7.0,,,False,False
0 days 01:06:59.473000,PER,11,0 days 00:01:26.741000,3.0,1.0,,,0 days 00:00:28.242000,0 days 00:00:29.581000,0 days 00:00:28.918000,0 days 01:06:01.005000,0 days 01:06:30.586000,0 days 01:06:59.504000,317.0,327.0,312.0,314.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:05:32.732000,,1,7.0,,,False,True
0 days 01:08:26.475000,PER,11,0 days 00:01:27.002000,4.0,1.0,,,0 days 00:00:28.560000,0 days 00:00:29.644000,0 days 00:00:28.798000,0 days 01:07:28.064000,0 days 01:07:57.708000,0 days 01:08:26.506000,319.0,320.0,312.0,301.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:06:59.473000,,1,7.0,,,False,True
0 days 01:09:53.524000,PER,11,0 days 00:01:27.049000,5.0,1.0,,,0 days 00:00:28.274000,0 days 00:00:29.633000,0 days 00:00:29.142000,0 days 01:08:54.780000,0 days 01:09:24.413000,0 days 01:09:53.555000,320.0,328.0,310.0,309.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:08:26.475000,,1,7.0,,,False,True
0 days 01:11:20.543000,PER,11,0 days 00:01:27.019000,6.0,1.0,,,0 days 00:00:28.389000,0 days 00:00:29.717000,0 days 00:00:28.913000,0 days 01:10:21.944000,0 days 01:10:51.661000,0 days 01:11:20.574000,317.0,320.0,312.0,305.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:09:53.524000,,1,7.0,,,False,True
0 days 01:12:47.514000,PER,11,0 days 00:01:26.971000,7.0,1.0,,,0 days 00:00:28.330000,0 days 00:00:29.727000,0 days 00:00:28.914000,0 days 01:11:48.904000,0 days 01:12:18.631000,0 days 01:12:47.545000,319.0,325.0,312.0,310.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:11:20.543000,,1,7.0,,,False,True
