Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:56:50.495000,NOR,1,0 days 00:01:30.629000,1.0,1.0,,,,0 days 00:00:39.379000,0 days 00:00:21.696000,,0 days 00:56:28.909000,0 days 00:56:50.714000,151.0,181.0,257.0,265.0,False,MEDIUM,1.0,True,McLaren,0 days 00:55:19.645000,,12,8.0,,,False,False
0 days 00:58:11.179000,NOR,1,0 days 00:01:20.684000,2.0,1.0,,,0 days 00:00:21.738000,0 days 00:00:37.534000,0 days 00:00:21.412000,0 days 00:57:12.256000,0 days 00:57:49.790000,0 days 00:58:11.202000,178.0,177.0,258.0,273.0,True,MEDIUM,2.0,True,McLaren,0 days 00:56:50.495000,,1,8.0,,,False,True
0 days 00:59:31.374000,NOR,1,0 days 00:01:20.195000,3.0,1.0,,,0 days 00:00:21.482000,0 days 00:00:37.614000,0 days 00:00:21.099000,0 days 00:58:32.684000,0 days 00:59:10.298000,0 days 00:59:31.397000,177.0,187.0,259.0,277.0,True,MEDIUM,3.0,True,McLaren,0 days 00:58:11.179000,,1,8.0,,,False,True
0 days 01:00:50.865000,NOR,1,0 days 00:01:19.491000,4.0,1.0,,,0 days 00:00:21.206000,0 days 00:00:37.169000,0 days 00:00:21.116000,0 days 00:59:52.603000,0 days 01:00:29.772000,0 days 01:00:50.888000,189.0,182.0,259.0,276.0,True,MEDIUM,4.0,True,McLaren,0 days 00:59:31.374000,,1,8.0,,,False,True
0 days 01:02:09.853000,NOR,1,0 days 00:01:18.988000,5.0,1.0,,,0 days 00:00:20.871000,0 days 00:00:36.960000,0 days 00:00:21.157000,0 days 01:01:11.759000,0 days 01:01:48.719000,0 days 01:02:09.876000,184.0,179.0,259.0,276.0,True,MEDIUM,5.0,True,McLaren,0 days 01:00:50.865000,,1,8.0,,,False,True
0 days 01:03:28.086000,NOR,1,0 days 00:01:18.233000,6.0,1.0,,,0 days 00:00:20.752000,0 days 00:00:36.693000,0 days 00:00:20.788000,0 days 01:02:30.628000,0 days 01:03:07.321000,0 days 01:03:28.109000,190.0,190.0,259.0,275.0,True,MEDIUM,6.0,True,McLaren,0 days 01:02:09.853000,,1,8.0,,,False,True
0 days 01:04:46.329000,NOR,1,0 days 00:01:18.243000,7.0,1.0,,,0 days 00:00:20.606000,0 days 00:00:36.680000,0 days 00:00:20.957000,0 days 01:03:48.715000,0 days 01:04:25.395000,0 days 01:04:46.352000,191.0,187.0,259.0,275.0,False,MEDIUM,7.0,True,McLaren,0 days 01:03:28.086000,,1,8.0,,,False,True
0 days 01:06:04.408000,NOR,1,0 days 00:01:18.079000,8.0,1.0,,,0 days 00:00:20.598000,0 days 00:00:36.576000,0 days 00:00:20.905000,0 days 01:05:06.950000,0 days 01:05:43.526000,0 days 01:06:04.431000,193.0,192.0,261.0,278.0,True,MEDIUM,8.0,True,McLaren,0 days 01:04:46.329000,,1,8.0,,,False,True
0 days 01:07:22.467000,NOR,1,0 days 00:01:18.059000,9.0,1.0,,,0 days 00:00:20.876000,0 days 00:00:36.456000,0 days 00:00:20.727000,0 days 01:06:25.307000,0 days 01:07:01.763000,0 days 01:07:22.490000,183.0,194.0,260.0,277.0,True,MEDIUM,9.0,True,McLaren,0 days 01:06:04.408000,,1,8.0,,,False,True
0 days 01:08:41.095000,NOR,1,0 days 00:01:18.628000,10.0,1.0,,,0 days 00:00:20.611000,0 days 00:00:36.654000,0 days 00:00:21.363000,0 days 01:07:43.101000,0 days 01:08:19.755000,0 days 01:08:41.118000,189.0,185.0,259.0,278.0,False,MEDIUM,10.0,True,McLaren,0 days 01:07:22.467000,,1,8.0,,,False,True
0 days 01:09:59.508000,NOR,1,0 days 00:01:18.413000,11.0,1.0,,,0 days 00:00:20.555000,0 days 00:00:36.981000,0 days 00:00:20.877000,0 days 01:09:01.673000,0 days 01:09:38.654000,0 days 01:09:59.531000,196.0,187.0,256.0,277.0,False,MEDIUM,11.0,True,McLaren,0 days 01:08:41.095000,,1,8.0,,,False,True
0 days 01:11:17.230000,NOR,1,0 days 00:01:17.722000,12.0,1.0,,,0 days 00:00:20.680000,0 days 00:00:36.379000,0 days 00:00:20.663000,0 days 01:10:20.211000,0 days 01:10:56.590000,0 days 01:11:17.253000,193.0,193.0,260.0,270.0,True,MEDIUM,12.0,True,McLaren,0 days 01:09:59.508000,,1,8.0,,,False,True
0 days 01:12:35.621000,NOR,1,0 days 00:01:18.391000,13.0,1.0,,,0 days 00:00:20.760000,0 days 00:00:36.899000,0 days 00:00:20.732000,0 days 01:11:38.013000,0 days 01:12:14.912000,0 days 01:12:35.644000,184.0,189.0,261.0,276.0,False,MEDIUM,13.0,True,McLaren,0 days 01:11:17.230000,,1,8.0,,,False,True
0 days 01:13:53.791000,NOR,1,0 days 00:01:18.170000,14.0,1.0,,,0 days 00:00:20.523000,0 days 00:00:36.851000,0 days 00:00:20.796000,0 days 01:12:56.167000,0 days 01:13:33.018000,0 days 01:13:53.814000,190.0,187.0,262.0,279.0,False,MEDIUM,14.0,True,McLaren,0 days 01:12:35.621000,,1,8.0,,,False,True
0 days 01:15:12.414000,NOR,1,0 days 00:01:18.623000,15.0,1.0,,,0 days 00:00:20.671000,0 days 00:00:37.009000,0 days 00:00:20.943000,0 days 01:14:14.485000,0 days 01:14:51.494000,0 days 01:15:12.437000,189.0,190.0,260.0,279.0,False,MEDIUM,15.0,True,McLaren,0 days 01:13:53.791000,,1,8.0,,,False,True
0 days 01:16:31.052000,NOR,1,0 days 00:01:18.638000,16.0,1.0,,,0 days 00:00:20.822000,0 days 00:00:36.824000,0 days 00:00:20.992000,0 days 01:15:33.259000,0 days 01:16:10.083000,0 days 01:16:31.075000,186.0,191.0,260.0,275.0,False,MEDIUM,16.0,True,McLaren,0 days 01:15:12.414000,,1,8.0,,,False,True
0 days 01:17:49.794000,NOR,1,0 days 00:01:18.742000,17.0,1.0,,,0 days 00:00:20.606000,0 days 00:00:37.153000,0 days 00:00:20.983000,0 days 01:16:51.681000,0 days 01:17:28.834000,0 days 01:17:49.817000,185.0,187.0,261.0,277.0,False,MEDIUM,17.0,True,McLaren,0 days 01:16:31.052000,,1,8.0,,,False,True
0 days 01:19:08.788000,NOR,1,0 days 00:01:18.994000,18.0,1.0,,,0 days 00:00:20.986000,0 days 00:00:36.999000,0 days 00:00:21.009000,0 days 01:18:10.803000,0 days 01:18:47.802000,0 days 01:19:08.811000,189.0,185.0,262.0,279.0,False,MEDIUM,18.0,True,McLaren,0 days 01:17:49.794000,,1,8.0,,,False,True
0 days 01:20:27.494000,NOR,1,0 days 00:01:18.706000,19.0,1.0,,,0 days 00:00:20.768000,0 days 00:00:36.957000,0 days 00:00:20.981000,0 days 01:19:29.579000,0 days 01:20:06.536000,0 days 01:20:27.517000,188.0,188.0,262.0,280.0,False,MEDIUM,19.0,True,McLaren,0 days 01:19:08.788000,,1,8.0,,,False,True
0 days 01:21:45.806000,NOR,1,0 days 00:01:18.312000,20.0,1.0,,,0 days 00:00:20.696000,0 days 00:00:36.744000,0 days 00:00:20.872000,0 days 01:20:48.213000,0 days 01:21:24.957000,0 days 01:21:45.829000,185.0,191.0,261.0,279.0,False,MEDIUM,20.0,True,McLaren,0 days 01:20:27.494000,,1,8.0,,,False,True
0 days 01:23:04.872000,NOR,1,0 days 00:01:19.066000,21.0,1.0,,,0 days 00:00:20.635000,0 days 00:00:36.935000,0 days 00:00:21.496000,0 days 01:22:06.464000,0 days 01:22:43.399000,0 days 01:23:04.895000,187.0,186.0,261.0,279.0,False,MEDIUM,21.0,True,McLaren,0 days 01:21:45.806000,,1,8.0,,,False,True
0 days 01:24:22.797000,NOR,1,0 days 00:01:17.925000,22.0,1.0,,,0 days 00:00:20.317000,0 days 00:00:36.612000,0 days 00:00:20.996000,0 days 01:23:25.212000,0 days 01:24:01.824000,0 days 01:24:22.820000,196.0,189.0,261.0,279.0,False,MEDIUM,22.0,True,McLaren,0 days 01:23:04.872000,,1,8.0,,,False,True
0 days 01:25:41.046000,NOR,1,0 days 00:01:18.249000,23.0,1.0,,,0 days 00:00:20.647000,0 days 00:00:36.713000,0 days 00:00:20.889000,0 days 01:24:43.467000,0 days 01:25:20.180000,0 days 01:25:41.069000,195.0,191.0,262.0,279.0,False,MEDIUM,23.0,True,McLaren,0 days 01:24:22.797000,,1,8.0,,,False,True
0 days 01:26:59.722000,NOR,1,0 days 00:01:18.676000,24.0,1.0,,,0 days 00:00:20.743000,0 days 00:00:36.994000,0 days 00:00:20.939000,0 days 01:26:01.812000,0 days 01:26:38.806000,0 days 01:26:59.745000,194.0,188.0,261.0,280.0,False,MEDIUM,24.0,True,McLaren,0 days 01:25:41.046000,,1,8.0,,,False,True
0 days 01:28:18.038000,NOR,1,0 days 00:01:18.316000,25.0,1.0,,,0 days 00:00:20.780000,0 days 00:00:36.744000,0 days 00:00:20.792000,0 days 01:27:20.525000,0 days 01:27:57.269000,0 days 01:28:18.061000,191.0,192.0,262.0,279.0,False,MEDIUM,25.0,True,McLaren,0 days 01:26:59.722000,,1,8.0,,,False,True
0 days 01:29:36.516000,NOR,1,0 days 00:01:18.478000,26.0,1.0,,,0 days 00:00:20.600000,0 days 00:00:36.848000,0 days 00:00:21.030000,0 days 01:28:38.661000,0 days 01:29:15.509000,0 days 01:29:36.539000,191.0,191.0,261.0,280.0,False,MEDIUM,26.0,True,McLaren,0 days 01:28:18.038000,,1,8.0,,,False,True
0 days 01:30:54.892000,NOR,1,0 days 00:01:18.376000,27.0,1.0,,,0 days 00:00:20.645000,0 days 00:00:36.776000,0 days 00:00:20.955000,0 days 01:29:57.184000,0 days 01:30:33.960000,0 days 01:30:54.915000,189.0,190.0,262.0,280.0,False,MEDIUM,27.0,True,McLaren,0 days 01:29:36.516000,,1,8.0,,,False,True
0 days 01:32:13.356000,NOR,1,0 days 00:01:18.464000,28.0,1.0,,,0 days 00:00:20.576000,0 days 00:00:36.746000,0 days 00:00:21.142000,0 days 01:31:15.491000,0 days 01:31:52.237000,0 days 01:32:13.379000,196.0,190.0,263.0,277.0,False,MEDIUM,28.0,True,McLaren,0 days 01:30:54.892000,,1,8.0,,,False,True
0 days 01:33:31.554000,NOR,1,0 days 00:01:18.198000,29.0,1.0,,,0 days 00:00:20.736000,0 days 00:00:36.722000,0 days 00:00:20.740000,0 days 01:32:34.115000,0 days 01:33:10.837000,0 days 01:33:31.577000,196.0,185.0,263.0,278.0,False,MEDIUM,29.0,True,McLaren,0 days 01:32:13.356000,,1,8.0,,,False,True
0 days 01:34:49.875000,NOR,1,0 days 00:01:18.321000,30.0,1.0,,,0 days 00:00:20.577000,0 days 00:00:36.833000,0 days 00:00:20.911000,0 days 01:33:52.154000,0 days 01:34:28.987000,0 days 01:34:49.898000,192.0,189.0,260.0,279.0,False,MEDIUM,30.0,True,McLaren,0 days 01:33:31.554000,,1,8.0,,,False,True
0 days 01:36:08.175000,NOR,1,0 days 00:01:18.300000,31.0,1.0,,,0 days 00:00:20.568000,0 days 00:00:36.845000,0 days 00:00:20.887000,0 days 01:35:10.466000,0 days 01:35:47.311000,0 days 01:36:08.198000,197.0,190.0,259.0,280.0,False,MEDIUM,31.0,True,McLaren,0 days 01:34:49.875000,,1,7.0,,,False,True
0 days 01:37:26.364000,NOR,1,0 days 00:01:18.189000,32.0,1.0,,,0 days 00:00:20.594000,0 days 00:00:36.761000,0 days 00:00:20.834000,0 days 01:36:28.792000,0 days 01:37:05.553000,0 days 01:37:26.387000,195.0,190.0,259.0,267.0,False,MEDIUM,32.0,True,McLaren,0 days 01:36:08.175000,,1,6.0,,,False,True
0 days 01:38:46.594000,NOR,1,0 days 00:01:20.230000,33.0,1.0,,,0 days 00:00:20.865000,0 days 00:00:38.298000,0 days 00:00:21.067000,0 days 01:37:47.252000,0 days 01:38:25.550000,0 days 01:38:46.617000,177.0,188.0,254.0,209.0,False,MEDIUM,33.0,True,McLaren,0 days 01:37:26.364000,,1,6.0,,,False,True
