Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:35:17.962000,GAS,10,0 days 00:01:45.008000,1.0,1.0,,,,0 days 00:00:24.917000,0 days 00:00:38.018000,,0 days 00:34:40.340000,0 days 00:35:18.706000,253.0,293.0,289.0,212.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:33:32.727000,,12,17.0,,,False,False
0 days 00:36:49.547000,GAS,10,0 days 00:01:31.585000,2.0,1.0,,,0 days 00:00:30.704000,0 days 00:00:24.245000,0 days 00:00:36.636000,0 days 00:35:48.703000,0 days 00:36:12.948000,0 days 00:36:49.584000,266.0,289.0,289.0,270.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:35:17.962000,,1,16.0,,,False,True
0 days 00:38:20.953000,GAS,10,0 days 00:01:31.406000,3.0,1.0,,,0 days 00:00:30.920000,0 days 00:00:24.387000,0 days 00:00:36.099000,0 days 00:37:20.504000,0 days 00:37:44.891000,0 days 00:38:20.990000,268.0,286.0,307.0,283.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 00:36:49.547000,,1,16.0,,,False,True
0 days 00:39:53.314000,GAS,10,0 days 00:01:32.361000,4.0,1.0,,,0 days 00:00:32.196000,0 days 00:00:24.238000,0 days 00:00:35.927000,0 days 00:38:53.186000,0 days 00:39:17.424000,0 days 00:39:53.351000,261.0,286.0,291.0,293.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 00:38:20.953000,,1,16.0,,,False,True
0 days 00:41:24.485000,GAS,10,0 days 00:01:31.171000,5.0,1.0,,,0 days 00:00:30.366000,0 days 00:00:24.301000,0 days 00:00:36.504000,0 days 00:40:23.717000,0 days 00:40:48.018000,0 days 00:41:24.522000,266.0,286.0,303.0,292.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 00:39:53.314000,,1,16.0,,,False,True
0 days 00:42:55.505000,GAS,10,0 days 00:01:31.020000,6.0,1.0,,,0 days 00:00:30.534000,0 days 00:00:24.444000,0 days 00:00:36.042000,0 days 00:41:55.056000,0 days 00:42:19.500000,0 days 00:42:55.542000,270.0,284.0,307.0,297.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 00:41:24.485000,,1,16.0,,,False,True
0 days 00:44:26.670000,GAS,10,0 days 00:01:31.165000,7.0,1.0,,,0 days 00:00:30.592000,0 days 00:00:24.278000,0 days 00:00:36.295000,0 days 00:43:26.134000,0 days 00:43:50.412000,0 days 00:44:26.707000,268.0,286.0,307.0,291.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 00:42:55.505000,,1,16.0,,,False,True
0 days 00:45:58.104000,GAS,10,0 days 00:01:31.434000,8.0,1.0,,,0 days 00:00:30.722000,0 days 00:00:24.391000,0 days 00:00:36.321000,0 days 00:44:57.429000,0 days 00:45:21.820000,0 days 00:45:58.141000,269.0,285.0,303.0,299.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 00:44:26.670000,,1,16.0,,,False,True
0 days 00:47:29.265000,GAS,10,0 days 00:01:31.161000,9.0,1.0,,,0 days 00:00:30.521000,0 days 00:00:24.492000,0 days 00:00:36.148000,0 days 00:46:28.662000,0 days 00:46:53.154000,0 days 00:47:29.302000,269.0,283.0,302.0,303.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 00:45:58.104000,,1,16.0,,,False,True
0 days 00:49:00.714000,GAS,10,0 days 00:01:31.449000,10.0,1.0,,,0 days 00:00:30.317000,0 days 00:00:24.350000,0 days 00:00:36.782000,0 days 00:47:59.619000,0 days 00:48:23.969000,0 days 00:49:00.751000,272.0,288.0,299.0,309.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 00:47:29.265000,,1,15.0,,,False,True
0 days 00:50:30.843000,GAS,10,0 days 00:01:30.129000,11.0,1.0,,,0 days 00:00:30.156000,0 days 00:00:24.102000,0 days 00:00:35.871000,0 days 00:49:30.907000,0 days 00:49:55.009000,0 days 00:50:30.880000,270.0,286.0,296.0,303.0,True,MEDIUM,11.0,True,Red Bull Racing,0 days 00:49:00.714000,,1,15.0,,,False,True
0 days 00:52:01.340000,GAS,10,0 days 00:01:30.497000,12.0,1.0,,,0 days 00:00:30.342000,0 days 00:00:24.143000,0 days 00:00:36.012000,0 days 00:51:01.222000,0 days 00:51:25.365000,0 days 00:52:01.377000,270.0,288.0,302.0,299.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 00:50:30.843000,,1,14.0,,,False,True
0 days 00:53:32.483000,GAS,10,0 days 00:01:31.143000,13.0,1.0,,,0 days 00:00:30.525000,0 days 00:00:24.313000,0 days 00:00:36.305000,0 days 00:52:31.902000,0 days 00:52:56.215000,0 days 00:53:32.520000,269.0,287.0,298.0,303.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 00:52:01.340000,,1,12.0,,,False,True
0 days 00:55:02.786000,GAS,10,0 days 00:01:30.303000,14.0,1.0,,,0 days 00:00:30.151000,0 days 00:00:24.090000,0 days 00:00:36.062000,0 days 00:54:02.671000,0 days 00:54:26.761000,0 days 00:55:02.823000,271.0,285.0,295.0,298.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 00:53:32.483000,,1,10.0,,,False,True
0 days 00:56:32.693000,GAS,10,0 days 00:01:29.907000,15.0,1.0,,,0 days 00:00:30.238000,0 days 00:00:23.996000,0 days 00:00:35.673000,0 days 00:55:33.061000,0 days 00:55:57.057000,0 days 00:56:32.730000,270.0,288.0,300.0,296.0,True,MEDIUM,15.0,True,Red Bull Racing,0 days 00:55:02.786000,,1,8.0,,,False,True
0 days 00:58:02.262000,GAS,10,0 days 00:01:29.569000,16.0,1.0,,,0 days 00:00:29.949000,0 days 00:00:23.906000,0 days 00:00:35.714000,0 days 00:57:02.679000,0 days 00:57:26.585000,0 days 00:58:02.299000,272.0,288.0,301.0,308.0,True,MEDIUM,16.0,True,Red Bull Racing,0 days 00:56:32.693000,,1,8.0,,,False,True
0 days 00:59:32.092000,GAS,10,0 days 00:01:29.830000,17.0,1.0,,,0 days 00:00:29.950000,0 days 00:00:23.979000,0 days 00:00:35.901000,0 days 00:58:32.249000,0 days 00:58:56.228000,0 days 00:59:32.129000,273.0,288.0,299.0,303.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 00:58:02.262000,,1,8.0,,,False,True
0 days 01:01:02.128000,GAS,10,0 days 00:01:30.036000,18.0,1.0,,,0 days 00:00:30.182000,0 days 00:00:24.064000,0 days 00:00:35.790000,0 days 01:00:02.311000,0 days 01:00:26.375000,0 days 01:01:02.165000,273.0,286.0,297.0,302.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 00:59:32.092000,,1,8.0,,,False,True
0 days 01:02:31.378000,GAS,10,0 days 00:01:29.250000,19.0,1.0,,,0 days 00:00:29.819000,0 days 00:00:23.959000,0 days 00:00:35.472000,0 days 01:01:31.984000,0 days 01:01:55.943000,0 days 01:02:31.415000,272.0,286.0,297.0,302.0,True,MEDIUM,19.0,True,Red Bull Racing,0 days 01:01:02.128000,,1,8.0,,,False,True
0 days 01:04:00.852000,GAS,10,0 days 00:01:29.474000,20.0,1.0,,,0 days 00:00:29.919000,0 days 00:00:23.879000,0 days 00:00:35.676000,0 days 01:03:01.334000,0 days 01:03:25.213000,0 days 01:04:00.889000,274.0,287.0,296.0,304.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:02:31.378000,,1,8.0,,,False,True
0 days 01:05:30.007000,GAS,10,0 days 00:01:29.155000,21.0,1.0,,,0 days 00:00:29.905000,0 days 00:00:23.803000,0 days 00:00:35.447000,0 days 01:04:30.794000,0 days 01:04:54.597000,0 days 01:05:30.044000,273.0,285.0,297.0,301.0,True,MEDIUM,21.0,True,Red Bull Racing,0 days 01:04:00.852000,,1,8.0,,,False,True
0 days 01:06:59.682000,GAS,10,0 days 00:01:29.675000,22.0,1.0,,,0 days 00:00:30.007000,0 days 00:00:24.024000,0 days 00:00:35.644000,0 days 01:06:00.051000,0 days 01:06:24.075000,0 days 01:06:59.719000,272.0,285.0,297.0,300.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:05:30.007000,,1,8.0,,,False,True
0 days 01:08:29.327000,GAS,10,0 days 00:01:29.645000,23.0,1.0,,,0 days 00:00:30.007000,0 days 00:00:24.015000,0 days 00:00:35.623000,,0 days 01:07:53.741000,0 days 01:08:29.364000,275.0,286.0,297.0,307.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:06:59.682000,,1,8.0,,,False,True
