Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:05:50.866000,VER,1,0 days 00:01:44.993000,1.0,1.0,,,,0 days 00:00:31.826000,0 days 00:00:37.685000,,0 days 00:05:13.291000,0 days 00:05:51.055000,178.0,264.0,259.0,298.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 00:04:05.608000,,12,2.0,,,False,False
0 days 00:07:28.538000,VER,1,0 days 00:01:37.672000,2.0,1.0,,,0 days 00:00:28.815000,0 days 00:00:31.274000,0 days 00:00:37.583000,0 days 00:06:19.713000,0 days 00:06:50.987000,0 days 00:07:28.570000,189.0,263.0,263.0,294.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 00:05:50.866000,,1,2.0,,,False,True
0 days 00:09:04.981000,VER,1,0 days 00:01:36.443000,3.0,1.0,,,0 days 00:00:28.620000,0 days 00:00:31.275000,0 days 00:00:36.548000,0 days 00:07:57.190000,0 days 00:08:28.465000,0 days 00:09:05.013000,182.0,265.0,266.0,298.0,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 00:07:28.538000,,1,2.0,,,False,True
0 days 00:10:40.086000,VER,1,0 days 00:01:35.105000,4.0,1.0,,,0 days 00:00:28.103000,0 days 00:00:30.649000,0 days 00:00:36.353000,0 days 00:09:33.116000,0 days 00:10:03.765000,0 days 00:10:40.118000,198.0,266.0,267.0,298.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 00:09:04.981000,,1,2.0,,,False,True
0 days 00:12:13.945000,VER,1,0 days 00:01:33.859000,5.0,1.0,,,0 days 00:00:27.574000,0 days 00:00:30.293000,0 days 00:00:35.992000,0 days 00:11:07.692000,0 days 00:11:37.985000,0 days 00:12:13.977000,200.0,267.0,267.0,300.0,True,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 00:10:40.086000,,1,2.0,,,False,True
0 days 00:13:46.579000,VER,1,0 days 00:01:32.634000,6.0,1.0,,,0 days 00:00:27.040000,0 days 00:00:29.789000,0 days 00:00:35.805000,0 days 00:12:41.017000,0 days 00:13:10.806000,0 days 00:13:46.611000,204.0,266.0,268.0,301.0,True,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 00:12:13.945000,,12,2.0,,,False,True
0 days 00:15:17.837000,VER,1,0 days 00:01:31.258000,7.0,1.0,,,0 days 00:00:26.610000,0 days 00:00:29.509000,0 days 00:00:35.139000,0 days 00:14:13.221000,0 days 00:14:42.730000,0 days 00:15:17.869000,208.0,267.0,270.0,302.0,True,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 00:13:46.579000,,1,2.0,,,False,True
0 days 00:16:48.603000,VER,1,0 days 00:01:30.766000,8.0,1.0,,,0 days 00:00:26.684000,0 days 00:00:29.016000,0 days 00:00:35.066000,0 days 00:15:44.553000,0 days 00:16:13.569000,0 days 00:16:48.635000,213.0,270.0,270.0,302.0,True,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 00:15:17.837000,,1,2.0,,,False,True
0 days 00:18:18.762000,VER,1,0 days 00:01:30.159000,9.0,1.0,,,0 days 00:00:26.391000,0 days 00:00:28.943000,0 days 00:00:34.825000,0 days 00:17:15.026000,0 days 00:17:43.969000,0 days 00:18:18.794000,216.0,271.0,271.0,303.0,True,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 00:16:48.603000,,1,2.0,,,False,True
0 days 00:19:48.057000,VER,1,0 days 00:01:29.295000,10.0,1.0,,,0 days 00:00:26.155000,0 days 00:00:28.544000,0 days 00:00:34.596000,0 days 00:18:44.949000,0 days 00:19:13.493000,0 days 00:19:48.089000,223.0,271.0,271.0,302.0,True,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 00:18:18.762000,,1,2.0,,,False,True
0 days 00:21:17.757000,VER,1,0 days 00:01:29.700000,11.0,1.0,,,0 days 00:00:26.031000,0 days 00:00:29.271000,0 days 00:00:34.398000,0 days 00:20:14.120000,0 days 00:20:43.391000,0 days 00:21:17.789000,218.0,271.0,271.0,300.0,False,INTERMEDIATE,11.0,True,Red Bull Racing,0 days 00:19:48.057000,,1,2.0,,,False,True
