Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:56:59.963000,VER,1,0 days 00:01:41.528000,1.0,1.0,,,,0 days 00:00:29.650000,0 days 00:00:43.295000,,0 days 00:56:16.749000,0 days 00:57:00.078000,276.0,268.0,254.0,304.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:55:18.169000,,1,1.0,,,False,False
0 days 00:58:40.066000,VER,1,0 days 00:01:40.103000,2.0,1.0,,,0 days 00:00:26.651000,0 days 00:00:30.091000,0 days 00:00:43.361000,0 days 00:57:26.668000,0 days 00:57:56.759000,0 days 00:58:40.120000,267.0,261.0,254.0,308.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:56:59.963000,,1,1.0,,,False,True
0 days 01:00:20.560000,VER,1,0 days 00:01:40.494000,3.0,1.0,,,0 days 00:00:27.011000,0 days 00:00:30.190000,0 days 00:00:43.293000,0 days 00:59:07.131000,0 days 00:59:37.321000,0 days 01:00:20.614000,269.0,263.0,254.0,307.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 00:58:40.066000,,1,1.0,,,False,True
0 days 01:02:01.133000,VER,1,0 days 00:01:40.573000,4.0,1.0,,,0 days 00:00:26.923000,0 days 00:00:30.187000,0 days 00:00:43.463000,0 days 01:00:47.537000,0 days 01:01:17.724000,0 days 01:02:01.187000,271.0,259.0,254.0,307.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:00:20.560000,,1,1.0,,,False,True
0 days 01:03:42.052000,VER,1,0 days 00:01:40.919000,5.0,1.0,,,0 days 00:00:27.106000,0 days 00:00:30.299000,0 days 00:00:43.514000,0 days 01:02:28.293000,0 days 01:02:58.592000,0 days 01:03:42.106000,272.0,260.0,254.0,307.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:02:01.133000,,1,1.0,,,False,True
0 days 01:05:23.199000,VER,1,0 days 00:01:41.147000,6.0,1.0,,,0 days 00:00:27.114000,0 days 00:00:30.431000,0 days 00:00:43.602000,0 days 01:04:09.220000,0 days 01:04:39.651000,0 days 01:05:23.253000,272.0,262.0,254.0,308.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:03:42.052000,,1,1.0,,,False,True
0 days 01:07:04.317000,VER,1,0 days 00:01:41.118000,7.0,1.0,,,0 days 00:00:27.164000,0 days 00:00:30.362000,0 days 00:00:43.592000,0 days 01:05:50.417000,0 days 01:06:20.779000,0 days 01:07:04.371000,272.0,265.0,255.0,309.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:05:23.199000,,1,1.0,,,False,True
0 days 01:08:45.427000,VER,1,0 days 00:01:41.110000,8.0,1.0,,,0 days 00:00:27.129000,0 days 00:00:30.395000,0 days 00:00:43.586000,0 days 01:07:31.500000,0 days 01:08:01.895000,0 days 01:08:45.481000,271.0,263.0,255.0,309.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:07:04.317000,,1,1.0,,,False,True
0 days 01:10:26.582000,VER,1,0 days 00:01:41.155000,9.0,1.0,,,0 days 00:00:27.111000,0 days 00:00:30.392000,0 days 00:00:43.652000,0 days 01:09:12.592000,0 days 01:09:42.984000,0 days 01:10:26.636000,272.0,265.0,255.0,308.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:08:45.427000,,1,1.0,,,False,True
0 days 01:12:08.006000,VER,1,0 days 00:01:41.424000,10.0,1.0,,,0 days 00:00:27.172000,0 days 00:00:30.519000,0 days 00:00:43.733000,0 days 01:10:53.808000,0 days 01:11:24.327000,0 days 01:12:08.060000,272.0,263.0,255.0,308.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:10:26.582000,,1,1.0,,,False,True
0 days 01:13:49.407000,VER,1,0 days 00:01:41.401000,11.0,1.0,,,0 days 00:00:27.170000,0 days 00:00:30.646000,0 days 00:00:43.585000,0 days 01:12:35.230000,0 days 01:13:05.876000,0 days 01:13:49.461000,271.0,263.0,255.0,308.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:12:08.006000,,1,1.0,,,False,True
0 days 01:15:30.725000,VER,1,0 days 00:01:41.318000,12.0,1.0,,,0 days 00:00:27.121000,0 days 00:00:30.558000,0 days 00:00:43.639000,0 days 01:14:16.582000,0 days 01:14:47.140000,0 days 01:15:30.779000,272.0,262.0,255.0,308.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:13:49.407000,,1,1.0,,,False,True
0 days 01:17:17.251000,VER,1,0 days 00:01:46.526000,13.0,1.0,,0 days 01:17:15.520000,0 days 00:00:27.050000,0 days 00:00:30.576000,0 days 00:00:48.900000,0 days 01:15:57.829000,0 days 01:16:28.405000,0 days 01:17:17.305000,273.0,264.0,,310.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:15:30.725000,,1,1.0,,,False,False
0 days 01:19:16.325000,VER,1,0 days 00:01:59.074000,14.0,2.0,0 days 01:17:38.092000,,0 days 00:00:45.631000,0 days 00:00:30.099000,0 days 00:00:43.344000,0 days 01:18:02.936000,0 days 01:18:33.035000,0 days 01:19:16.379000,268.0,266.0,254.0,332.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:17:17.251000,,1,3.0,,,False,False
0 days 01:20:55.916000,VER,1,0 days 00:01:39.591000,15.0,2.0,,,0 days 00:00:26.640000,0 days 00:00:29.773000,0 days 00:00:43.178000,0 days 01:19:43.019000,0 days 01:20:12.792000,0 days 01:20:55.970000,269.0,265.0,261.0,316.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:19:16.325000,,1,3.0,,,False,True
0 days 01:22:35.901000,VER,1,0 days 00:01:39.985000,16.0,2.0,,,0 days 00:00:26.616000,0 days 00:00:30.137000,0 days 00:00:43.232000,0 days 01:21:22.586000,0 days 01:21:52.723000,0 days 01:22:35.955000,277.0,262.0,255.0,310.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:20:55.916000,,1,2.0,,,False,True
0 days 01:24:15.420000,VER,1,0 days 00:01:39.519000,17.0,2.0,,,0 days 00:00:26.503000,0 days 00:00:29.874000,0 days 00:00:43.142000,0 days 01:23:02.458000,0 days 01:23:32.332000,0 days 01:24:15.474000,272.0,262.0,256.0,311.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:22:35.901000,,1,2.0,,,False,True
0 days 01:25:55.490000,VER,1,0 days 00:01:40.070000,18.0,2.0,,,0 days 00:00:26.781000,0 days 00:00:30.075000,0 days 00:00:43.214000,0 days 01:24:42.255000,0 days 01:25:12.330000,0 days 01:25:55.544000,266.0,260.0,256.0,312.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:24:15.420000,,1,2.0,,,False,True
0 days 01:27:35.629000,VER,1,0 days 00:01:40.139000,19.0,2.0,,,0 days 00:00:26.720000,0 days 00:00:30.245000,0 days 00:00:43.174000,0 days 01:26:22.264000,0 days 01:26:52.509000,0 days 01:27:35.683000,266.0,262.0,257.0,333.0,False,HARD,6.0,True,Red Bull Racing,0 days 01:25:55.490000,,1,1.0,,,False,True
0 days 01:29:15.710000,VER,1,0 days 00:01:40.081000,20.0,2.0,,,0 days 00:00:26.759000,0 days 00:00:29.937000,0 days 00:00:43.385000,0 days 01:28:02.442000,0 days 01:28:32.379000,0 days 01:29:15.764000,267.0,264.0,256.0,309.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:27:35.629000,,1,1.0,,,False,True
0 days 01:30:56.200000,VER,1,0 days 00:01:40.490000,21.0,2.0,,,0 days 00:00:26.737000,0 days 00:00:30.083000,0 days 00:00:43.670000,0 days 01:29:42.501000,0 days 01:30:12.584000,0 days 01:30:56.254000,269.0,241.0,256.0,308.0,False,HARD,8.0,True,Red Bull Racing,0 days 01:29:15.710000,,12,1.0,,,False,True
0 days 01:33:10.496000,VER,1,0 days 00:02:14.296000,22.0,2.0,,,0 days 00:00:35.865000,0 days 00:00:40.703000,0 days 00:00:57.728000,0 days 01:31:32.119000,0 days 01:32:12.822000,0 days 01:33:10.550000,172.0,174.0,142.0,256.0,False,HARD,9.0,True,Red Bull Racing,0 days 01:30:56.200000,,26,1.0,,,False,False
0 days 01:35:28.434000,VER,1,0 days 00:02:17.938000,23.0,2.0,,0 days 01:35:26.720000,0 days 00:00:35.570000,0 days 00:00:39.478000,0 days 00:01:02.890000,0 days 01:33:46.120000,0 days 01:34:25.598000,0 days 01:35:28.488000,144.0,241.0,,212.0,False,HARD,10.0,True,Red Bull Racing,0 days 01:33:10.496000,,64,1.0,,,False,False
0 days 01:38:14.743000,VER,1,,24.0,3.0,0 days 01:35:48.943000,,0 days 00:00:54.357000,0 days 00:00:47.051000,0 days 00:01:04.876000,0 days 01:36:22.893000,0 days 01:37:09.921000,0 days 01:38:14.824000,139.0,126.0,219.0,144.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:35:28.434000,,4,1.0,,,False,False
0 days 01:40:39.793000,VER,1,0 days 00:02:25.050000,25.0,3.0,,,0 days 00:00:38.160000,0 days 00:00:46.490000,0 days 00:01:00.400000,0 days 01:38:52.957000,0 days 01:39:39.447000,0 days 01:40:39.847000,207.0,133.0,215.0,271.0,False,HARD,2.0,True,Red Bull Racing,0 days 01:38:14.743000,,4,1.0,,,False,False
0 days 01:43:17.156000,VER,1,,26.0,3.0,,,0 days 00:00:35.833000,0 days 00:00:43.649000,0 days 00:01:17.860000,0 days 01:41:15.770000,0 days 01:41:59.350000,0 days 01:43:17.248000,226.0,223.0,257.0,126.0,False,HARD,3.0,True,Red Bull Racing,0 days 01:40:39.793000,,41,1.0,,,False,False
0 days 01:45:04.279000,VER,1,0 days 00:01:47.123000,27.0,3.0,,,0 days 00:00:26.034000,0 days 00:00:29.474000,0 days 00:00:51.615000,0 days 01:43:43.244000,0 days 01:44:12.718000,0 days 01:45:04.333000,275.0,263.0,163.0,309.0,False,HARD,4.0,True,Red Bull Racing,0 days 01:43:17.156000,,124,1.0,,,False,False
0 days 01:47:35.670000,VER,1,,28.0,3.0,,,0 days 00:00:34.861000,0 days 00:00:50.842000,0 days 00:01:05.746000,0 days 01:45:39.186000,0 days 01:46:30.082000,0 days 01:47:35.885000,172.0,226.0,119.0,153.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:45:04.279000,,4,1.0,,,False,False
