Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:58:21.863000,VER,1,0 days 00:01:27.191000,1.0,1.0,0 days 00:57:08.347000,,,0 days 00:00:39.288000,0 days 00:00:17.131000,,0 days 00:58:04.976000,0 days 00:58:22.006000,306.0,244.0,305.0,,False,HARD,1.0,True,Red Bull Racing,0 days 00:56:54.480000,,12,18.0,,,False,False
0 days 01:00:22.276000,VER,1,0 days 00:02:00.413000,2.0,1.0,,,0 days 00:00:21.320000,0 days 00:01:15.859000,0 days 00:00:23.234000,0 days 00:58:43.249000,0 days 00:59:59.108000,0 days 01:00:22.342000,120.0,199.0,243.0,271.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:58:21.863000,,24,17.0,,,False,False
0 days 01:02:11.283000,VER,1,0 days 00:01:49.007000,3.0,1.0,,,0 days 00:00:21.675000,0 days 00:00:58.682000,0 days 00:00:28.650000,0 days 01:00:44.017000,0 days 01:01:42.699000,0 days 01:02:11.349000,167.0,197.0,253.0,258.0,True,HARD,3.0,True,Red Bull Racing,0 days 01:00:22.276000,,4,16.0,,,False,False
0 days 01:03:57.903000,VER,1,0 days 00:01:46.620000,4.0,1.0,,,0 days 00:00:25.318000,0 days 00:00:59.748000,0 days 00:00:21.554000,0 days 01:02:36.667000,0 days 01:03:36.415000,0 days 01:03:57.969000,236.0,221.0,233.0,237.0,True,HARD,4.0,True,Red Bull Racing,0 days 01:02:11.283000,,4,16.0,,,False,False
0 days 01:05:45.792000,VER,1,0 days 00:01:47.889000,5.0,1.0,,,0 days 00:00:30.078000,0 days 00:00:50.463000,0 days 00:00:27.348000,0 days 01:04:28.047000,0 days 01:05:18.510000,0 days 01:05:45.858000,250.0,229.0,291.0,247.0,False,HARD,5.0,True,Red Bull Racing,0 days 01:03:57.903000,,41,16.0,,,False,False
0 days 01:07:04.287000,VER,1,0 days 00:01:18.495000,6.0,1.0,,,0 days 00:00:20.374000,0 days 00:00:40.996000,0 days 00:00:17.125000,0 days 01:06:06.232000,0 days 01:06:47.228000,0 days 01:07:04.353000,317.0,249.0,314.0,290.0,True,HARD,6.0,True,Red Bull Racing,0 days 01:05:45.792000,,12,13.0,,,False,True
0 days 01:08:51.748000,VER,1,0 days 00:01:47.461000,7.0,1.0,,0 days 01:08:48.918000,0 days 00:00:34.453000,0 days 00:00:45.325000,0 days 00:00:27.683000,0 days 01:07:38.806000,0 days 01:08:24.131000,0 days 01:08:51.814000,157.0,178.0,,287.0,False,HARD,7.0,True,Red Bull Racing,0 days 01:07:04.287000,,26,17.0,,,False,False
0 days 01:10:36.096000,VER,1,0 days 00:01:44.348000,8.0,2.0,0 days 01:09:12.204000,,0 days 00:00:37.366000,0 days 00:00:49.826000,0 days 00:00:17.156000,0 days 01:09:29.180000,0 days 01:10:19.006000,0 days 01:10:36.162000,287.0,178.0,318.0,287.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:08:51.748000,,671,18.0,,,False,False
0 days 01:11:49.237000,VER,1,0 days 00:01:13.141000,9.0,2.0,,,0 days 00:00:18.886000,0 days 00:00:37.345000,0 days 00:00:16.910000,0 days 01:10:55.048000,0 days 01:11:32.393000,0 days 01:11:49.303000,313.0,252.0,311.0,310.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:10:36.096000,,1,16.0,,,False,True
0 days 01:13:02.286000,VER,1,0 days 00:01:13.049000,10.0,2.0,,,0 days 00:00:18.826000,0 days 00:00:37.385000,0 days 00:00:16.838000,0 days 01:12:08.129000,0 days 01:12:45.514000,0 days 01:13:02.352000,313.0,254.0,316.0,309.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:11:49.237000,,1,16.0,,,False,True
0 days 01:14:16.021000,VER,1,0 days 00:01:13.735000,11.0,2.0,,,0 days 00:00:18.826000,0 days 00:00:38.060000,0 days 00:00:16.849000,,0 days 01:13:59.238000,0 days 01:14:16.087000,315.0,254.0,331.0,311.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:13:02.286000,,1,16.0,,,False,True
0 days 01:15:30.837000,VER,1,0 days 00:01:14.816000,12.0,2.0,,,0 days 00:00:18.756000,0 days 00:00:39.077000,0 days 00:00:16.983000,0 days 01:14:34.843000,0 days 01:15:13.920000,0 days 01:15:30.903000,332.0,248.0,326.0,317.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:14:16.021000,,1,16.0,,,False,True
0 days 01:16:45.902000,VER,1,0 days 00:01:15.065000,13.0,2.0,,,0 days 00:00:18.894000,0 days 00:00:39.130000,0 days 00:00:17.041000,0 days 01:15:49.797000,0 days 01:16:28.927000,0 days 01:16:45.968000,330.0,249.0,328.0,327.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:15:30.837000,,1,14.0,,,False,True
0 days 01:18:00.983000,VER,1,0 days 00:01:15.081000,14.0,2.0,,,0 days 00:00:18.939000,0 days 00:00:39.121000,0 days 00:00:17.021000,0 days 01:17:04.907000,0 days 01:17:44.028000,0 days 01:18:01.049000,317.0,252.0,333.0,325.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:16:45.902000,,1,14.0,,,False,True
