Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:57:13.827000,PIA,81,0 days 00:01:38.693000,1.0,1.0,,,,0 days 00:00:42.130000,0 days 00:00:23.956000,,0 days 00:56:50.049000,0 days 00:57:14.119000,233.0,244.0,274.0,250.0,False,SOFT,4.0,False,McLaren,0 days 00:55:34.907000,,1,1.0,,,False,False
0 days 00:58:51.319000,PIA,81,0 days 00:01:37.492000,2.0,1.0,,,0 days 00:00:31.139000,0 days 00:00:42.343000,0 days 00:00:24.010000,0 days 00:57:45.021000,0 days 00:58:27.364000,0 days 00:58:51.374000,234.0,239.0,276.0,288.0,True,SOFT,5.0,False,McLaren,0 days 00:57:13.827000,,1,1.0,,,False,True
0 days 01:00:29.402000,PIA,81,0 days 00:01:38.083000,3.0,1.0,,,0 days 00:00:31.306000,0 days 00:00:42.727000,0 days 00:00:24.050000,0 days 00:59:22.680000,0 days 01:00:05.407000,0 days 01:00:29.457000,233.0,236.0,276.0,290.0,False,SOFT,6.0,False,McLaren,0 days 00:58:51.319000,,1,1.0,,,False,True
0 days 01:02:07.535000,PIA,81,0 days 00:01:38.133000,4.0,1.0,,,0 days 00:00:31.326000,0 days 00:00:42.796000,0 days 00:00:24.011000,0 days 01:01:00.783000,0 days 01:01:43.579000,0 days 01:02:07.590000,232.0,237.0,277.0,293.0,False,SOFT,7.0,False,McLaren,0 days 01:00:29.402000,,1,1.0,,,False,True
0 days 01:03:45.578000,PIA,81,0 days 00:01:38.043000,5.0,1.0,,,0 days 00:00:31.305000,0 days 00:00:42.690000,0 days 00:00:24.048000,0 days 01:02:38.895000,0 days 01:03:21.585000,0 days 01:03:45.633000,231.0,236.0,276.0,290.0,False,SOFT,8.0,False,McLaren,0 days 01:02:07.535000,,1,1.0,,,False,True
0 days 01:05:23.941000,PIA,81,0 days 00:01:38.363000,6.0,1.0,,,0 days 00:00:31.336000,0 days 00:00:42.880000,0 days 00:00:24.147000,0 days 01:04:16.969000,0 days 01:04:59.849000,0 days 01:05:23.996000,228.0,237.0,276.0,290.0,False,SOFT,9.0,False,McLaren,0 days 01:03:45.578000,,1,1.0,,,False,True
0 days 01:07:02.439000,PIA,81,0 days 00:01:38.498000,7.0,1.0,,,0 days 00:00:31.448000,0 days 00:00:42.862000,0 days 00:00:24.188000,0 days 01:05:55.444000,0 days 01:06:38.306000,0 days 01:07:02.494000,229.0,239.0,277.0,291.0,False,SOFT,10.0,False,McLaren,0 days 01:05:23.941000,,1,1.0,,,False,True
0 days 01:08:41.006000,PIA,81,0 days 00:01:38.567000,8.0,1.0,,,0 days 00:00:31.500000,0 days 00:00:42.865000,0 days 00:00:24.202000,0 days 01:07:33.994000,0 days 01:08:16.859000,0 days 01:08:41.061000,229.0,241.0,277.0,288.0,False,SOFT,11.0,False,McLaren,0 days 01:07:02.439000,,1,1.0,,,False,True
0 days 01:10:19.806000,PIA,81,0 days 00:01:38.800000,9.0,1.0,,,0 days 00:00:31.521000,0 days 00:00:42.944000,0 days 00:00:24.335000,0 days 01:09:12.582000,0 days 01:09:55.526000,0 days 01:10:19.861000,230.0,238.0,277.0,291.0,False,SOFT,12.0,False,McLaren,0 days 01:08:41.006000,,1,1.0,,,False,True
0 days 01:11:58.355000,PIA,81,0 days 00:01:38.549000,10.0,1.0,,,0 days 00:00:31.452000,0 days 00:00:42.868000,0 days 00:00:24.229000,0 days 01:10:51.313000,0 days 01:11:34.181000,0 days 01:11:58.410000,230.0,242.0,277.0,295.0,False,SOFT,13.0,False,McLaren,0 days 01:10:19.806000,,1,1.0,,,False,True
