Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:03:34.672000,VER,1,0 days 00:01:31.585000,1.0,1.0,,,,0 days 00:00:28.929000,0 days 00:00:30.478000,,0 days 01:03:06.412000,0 days 01:03:36.927000,266.0,258.0,274.0,205.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:02:04.960000,,1,1.0,,,False,False
0 days 01:05:24.644000,VER,1,0 days 00:01:49.972000,2.0,1.0,,0 days 01:05:25.519000,0 days 00:00:36.330000,0 days 00:00:36.685000,0 days 00:00:36.957000,0 days 01:04:13.152000,0 days 01:04:49.837000,0 days 01:05:26.794000,211.0,211.0,,207.0,False,SOFT,2.0,True,Red Bull Racing,0 days 01:03:34.672000,,1,2.0,,,False,False
0 days 01:07:13.302000,VER,1,0 days 00:01:48.658000,3.0,2.0,0 days 01:05:45.581000,,0 days 00:00:49.822000,0 days 00:00:30.905000,0 days 00:00:27.931000,0 days 01:06:16.616000,0 days 01:06:47.521000,0 days 01:07:15.452000,255.0,256.0,286.0,207.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:05:24.644000,,1,5.0,,,False,False
0 days 01:08:38.553000,VER,1,0 days 00:01:25.251000,4.0,2.0,,,0 days 00:00:29.996000,0 days 00:00:29.479000,0 days 00:00:25.776000,0 days 01:07:45.448000,0 days 01:08:14.927000,0 days 01:08:40.703000,269.0,263.0,293.0,252.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:07:13.302000,,1,4.0,,,False,True
0 days 01:10:02.014000,VER,1,0 days 00:01:23.461000,5.0,2.0,,,0 days 00:00:28.478000,0 days 00:00:29.064000,0 days 00:00:25.919000,0 days 01:09:09.181000,0 days 01:09:38.245000,0 days 01:10:04.164000,282.0,260.0,297.0,279.0,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 01:08:38.553000,,1,4.0,,,False,True
0 days 01:11:24.517000,VER,1,0 days 00:01:22.503000,6.0,2.0,,,0 days 00:00:28.276000,0 days 00:00:28.735000,0 days 00:00:25.492000,0 days 01:10:32.440000,0 days 01:11:01.175000,0 days 01:11:26.667000,280.0,262.0,293.0,296.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 01:10:02.014000,,1,3.0,,,False,True
0 days 01:12:46.633000,VER,1,0 days 00:01:22.116000,7.0,2.0,,,0 days 00:00:27.984000,0 days 00:00:28.882000,0 days 00:00:25.250000,0 days 01:11:54.651000,0 days 01:12:23.533000,0 days 01:12:48.783000,278.0,261.0,289.0,284.0,True,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 01:11:24.517000,,1,2.0,,,False,True
0 days 01:14:09.865000,VER,1,0 days 00:01:23.232000,8.0,2.0,,,0 days 00:00:28.241000,0 days 00:00:29.497000,0 days 00:00:25.494000,0 days 01:13:17.024000,0 days 01:13:46.521000,0 days 01:14:12.015000,280.0,261.0,290.0,281.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 01:12:46.633000,,1,2.0,,,False,True
0 days 01:15:33.178000,VER,1,0 days 00:01:23.313000,9.0,2.0,,,0 days 00:00:28.053000,0 days 00:00:29.698000,0 days 00:00:25.562000,0 days 01:14:40.068000,0 days 01:15:09.766000,0 days 01:15:35.328000,279.0,262.0,289.0,281.0,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 01:14:09.865000,,1,2.0,,,False,True
0 days 01:16:56.876000,VER,1,0 days 00:01:23.698000,10.0,2.0,,,0 days 00:00:28.262000,0 days 00:00:30.004000,0 days 00:00:25.432000,0 days 01:16:03.590000,0 days 01:16:33.594000,0 days 01:16:59.026000,278.0,261.0,290.0,278.0,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 01:15:33.178000,,1,2.0,,,False,True
0 days 01:18:23.893000,VER,1,0 days 00:01:27.017000,11.0,2.0,,0 days 01:18:24.474000,0 days 00:00:28.285000,0 days 00:00:30.123000,0 days 00:00:28.609000,0 days 01:17:27.311000,0 days 01:17:57.434000,0 days 01:18:26.043000,279.0,262.0,,285.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 01:16:56.876000,,1,2.0,,,False,False
0 days 01:20:01.927000,VER,1,0 days 00:01:38.034000,12.0,3.0,0 days 01:18:43.770000,,0 days 00:00:46.130000,0 days 00:00:27.928000,0 days 00:00:23.976000,0 days 01:19:12.173000,0 days 01:19:40.101000,0 days 01:20:04.077000,281.0,261.0,291.0,285.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:18:23.893000,,1,2.0,,,False,False
0 days 01:21:20.702000,VER,1,0 days 00:01:18.775000,13.0,3.0,,,0 days 00:00:27.130000,0 days 00:00:28.012000,0 days 00:00:23.633000,0 days 01:20:31.207000,0 days 01:20:59.219000,0 days 01:21:22.852000,282.0,262.0,291.0,283.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:20:01.927000,,1,1.0,,,False,True
0 days 01:22:38.252000,VER,1,0 days 00:01:17.550000,14.0,3.0,,,0 days 00:00:26.683000,0 days 00:00:27.606000,0 days 00:00:23.261000,0 days 01:21:49.535000,0 days 01:22:17.141000,0 days 01:22:40.402000,283.0,263.0,292.0,274.0,True,SOFT,3.0,True,Red Bull Racing,0 days 01:21:20.702000,,1,1.0,,,False,True
0 days 01:23:55.182000,VER,1,0 days 00:01:16.930000,15.0,3.0,,,0 days 00:00:26.612000,0 days 00:00:27.153000,0 days 00:00:23.165000,0 days 01:23:07.014000,0 days 01:23:34.167000,0 days 01:23:57.332000,283.0,263.0,292.0,289.0,True,SOFT,4.0,True,Red Bull Racing,0 days 01:22:38.252000,,1,1.0,,,False,True
0 days 01:25:22.097000,VER,1,0 days 00:01:26.915000,16.0,3.0,,,0 days 00:00:26.101000,0 days 00:00:28.078000,0 days 00:00:32.736000,0 days 01:24:23.433000,0 days 01:24:51.511000,0 days 01:25:24.247000,283.0,261.0,172.0,289.0,False,SOFT,5.0,True,Red Bull Racing,0 days 01:23:55.182000,,124,1.0,,,False,False
0 days 01:27:24.314000,VER,1,0 days 00:02:02.217000,17.0,3.0,,,0 days 00:00:39.497000,0 days 00:00:45.949000,0 days 00:00:36.771000,0 days 01:26:03.744000,0 days 01:26:49.693000,0 days 01:27:26.464000,126.0,144.0,215.0,209.0,False,SOFT,6.0,True,Red Bull Racing,0 days 01:25:22.097000,,4,1.0,,,False,False
0 days 01:29:32.629000,VER,1,0 days 00:02:08.315000,18.0,3.0,,,0 days 00:00:44.318000,0 days 00:00:45.019000,0 days 00:00:38.978000,0 days 01:28:10.782000,0 days 01:28:55.801000,0 days 01:29:34.779000,116.0,139.0,163.0,198.0,False,SOFT,7.0,True,Red Bull Racing,0 days 01:27:24.314000,,4,1.0,,,False,False
0 days 01:31:32.474000,VER,1,0 days 00:01:59.845000,19.0,3.0,,,0 days 00:00:42.928000,0 days 00:00:42.767000,0 days 00:00:34.150000,0 days 01:30:17.707000,0 days 01:31:00.474000,0 days 01:31:34.624000,168.0,241.0,209.0,116.0,False,SOFT,8.0,True,Red Bull Racing,0 days 01:29:32.629000,,4,1.0,,,False,False
0 days 01:33:27.731000,VER,1,0 days 00:01:55.257000,20.0,3.0,,,0 days 00:00:38.697000,0 days 00:00:42.228000,0 days 00:00:34.332000,0 days 01:32:13.321000,0 days 01:32:55.549000,0 days 01:33:29.881000,156.0,200.0,239.0,231.0,False,SOFT,9.0,True,Red Bull Racing,0 days 01:31:32.474000,,4,1.0,,,False,False
0 days 01:35:35.353000,VER,1,0 days 00:02:07.622000,21.0,3.0,,,0 days 00:00:38.697000,0 days 00:00:41.054000,0 days 00:00:47.871000,,0 days 01:34:49.632000,0 days 01:35:37.503000,166.0,129.0,290.0,202.0,False,SOFT,10.0,True,Red Bull Racing,0 days 01:33:27.731000,,41,1.0,,,False,False
0 days 01:36:51.658000,VER,1,0 days 00:01:16.305000,22.0,3.0,,,0 days 00:00:26.240000,0 days 00:00:26.831000,0 days 00:00:23.234000,0 days 01:36:03.743000,0 days 01:36:30.574000,0 days 01:36:53.808000,282.0,259.0,290.0,291.0,True,SOFT,11.0,True,Red Bull Racing,0 days 01:35:35.353000,,1,1.0,,,False,True
0 days 01:38:07.743000,VER,1,0 days 00:01:16.085000,23.0,3.0,,,0 days 00:00:26.184000,0 days 00:00:26.911000,0 days 00:00:22.990000,0 days 01:37:19.992000,0 days 01:37:46.903000,0 days 01:38:09.893000,283.0,260.0,291.0,288.0,True,SOFT,12.0,True,Red Bull Racing,0 days 01:36:51.658000,,1,1.0,,,False,True
0 days 01:39:23.526000,VER,1,0 days 00:01:15.783000,24.0,3.0,,,0 days 00:00:26.068000,0 days 00:00:26.783000,0 days 00:00:22.932000,0 days 01:38:35.961000,0 days 01:39:02.744000,0 days 01:39:25.676000,282.0,261.0,291.0,287.0,True,SOFT,13.0,True,Red Bull Racing,0 days 01:38:07.743000,,1,1.0,,,False,True
0 days 01:40:39.190000,VER,1,0 days 00:01:15.664000,25.0,3.0,,,0 days 00:00:25.953000,0 days 00:00:26.720000,0 days 00:00:22.991000,0 days 01:39:51.629000,0 days 01:40:18.349000,0 days 01:40:41.340000,283.0,261.0,292.0,288.0,True,SOFT,14.0,True,Red Bull Racing,0 days 01:39:23.526000,,1,1.0,,,False,True
0 days 01:41:54.849000,VER,1,0 days 00:01:15.659000,26.0,3.0,,,0 days 00:00:25.976000,0 days 00:00:26.794000,0 days 00:00:22.889000,0 days 01:41:07.316000,0 days 01:41:34.110000,0 days 01:41:56.999000,283.0,261.0,292.0,290.0,True,SOFT,15.0,True,Red Bull Racing,0 days 01:40:39.190000,,1,1.0,,,False,True
0 days 01:43:10.530000,VER,1,0 days 00:01:15.681000,27.0,3.0,,,0 days 00:00:25.834000,0 days 00:00:26.936000,0 days 00:00:22.911000,0 days 01:42:22.833000,0 days 01:42:49.769000,0 days 01:43:12.680000,284.0,261.0,292.0,290.0,False,SOFT,16.0,True,Red Bull Racing,0 days 01:41:54.849000,,1,1.0,,,False,True
0 days 01:44:26.029000,VER,1,0 days 00:01:15.499000,28.0,3.0,,,0 days 00:00:25.921000,0 days 00:00:26.759000,0 days 00:00:22.819000,0 days 01:43:38.601000,0 days 01:44:05.360000,0 days 01:44:28.179000,283.0,261.0,292.0,290.0,True,SOFT,17.0,True,Red Bull Racing,0 days 01:43:10.530000,,1,1.0,,,False,True
0 days 01:45:41.403000,VER,1,0 days 00:01:15.374000,29.0,3.0,,,0 days 00:00:25.825000,0 days 00:00:26.797000,0 days 00:00:22.752000,0 days 01:44:54.004000,0 days 01:45:20.801000,0 days 01:45:43.553000,283.0,261.0,292.0,290.0,True,SOFT,18.0,True,Red Bull Racing,0 days 01:44:26.029000,,1,1.0,,,False,True
0 days 01:46:56.913000,VER,1,0 days 00:01:15.510000,30.0,3.0,,,0 days 00:00:25.837000,0 days 00:00:26.867000,0 days 00:00:22.806000,0 days 01:46:09.390000,0 days 01:46:36.257000,0 days 01:46:59.063000,283.0,261.0,292.0,290.0,False,SOFT,19.0,True,Red Bull Racing,0 days 01:45:41.403000,,1,1.0,,,False,True
0 days 01:48:12.474000,VER,1,0 days 00:01:15.561000,31.0,3.0,,,0 days 00:00:25.910000,0 days 00:00:26.827000,0 days 00:00:22.824000,0 days 01:47:24.973000,0 days 01:47:51.800000,0 days 01:48:14.624000,283.0,261.0,292.0,290.0,False,SOFT,20.0,True,Red Bull Racing,0 days 01:46:56.913000,,1,1.0,,,False,True
0 days 01:49:27.888000,VER,1,0 days 00:01:15.414000,32.0,3.0,,,0 days 00:00:25.772000,0 days 00:00:26.884000,0 days 00:00:22.758000,0 days 01:48:40.396000,0 days 01:49:07.280000,0 days 01:49:30.038000,283.0,260.0,292.0,289.0,False,SOFT,21.0,True,Red Bull Racing,0 days 01:48:12.474000,,1,1.0,,,False,True
0 days 01:50:43.230000,VER,1,0 days 00:01:15.342000,33.0,3.0,,,0 days 00:00:25.748000,0 days 00:00:26.728000,0 days 00:00:22.866000,0 days 01:49:55.786000,0 days 01:50:22.514000,0 days 01:50:45.380000,284.0,261.0,293.0,290.0,True,SOFT,22.0,True,Red Bull Racing,0 days 01:49:27.888000,,1,1.0,,,False,True
0 days 01:51:58.502000,VER,1,0 days 00:01:15.272000,34.0,3.0,,,0 days 00:00:25.780000,0 days 00:00:26.751000,0 days 00:00:22.741000,0 days 01:51:11.160000,0 days 01:51:37.911000,0 days 01:52:00.652000,284.0,262.0,293.0,293.0,True,SOFT,23.0,True,Red Bull Racing,0 days 01:50:43.230000,,1,1.0,,,False,True
0 days 01:53:13.777000,VER,1,0 days 00:01:15.275000,35.0,3.0,,,0 days 00:00:25.810000,0 days 00:00:26.761000,0 days 00:00:22.704000,0 days 01:52:26.462000,0 days 01:52:53.223000,0 days 01:53:15.927000,285.0,262.0,293.0,299.0,False,SOFT,24.0,True,Red Bull Racing,0 days 01:51:58.502000,,1,1.0,,,False,True
0 days 01:54:28.998000,VER,1,0 days 00:01:15.221000,36.0,3.0,,,0 days 00:00:25.855000,0 days 00:00:26.727000,0 days 00:00:22.639000,0 days 01:53:41.782000,0 days 01:54:08.509000,0 days 01:54:31.148000,284.0,262.0,293.0,300.0,True,SOFT,25.0,True,Red Bull Racing,0 days 01:53:13.777000,,1,1.0,,,False,True
0 days 01:55:44.165000,VER,1,0 days 00:01:15.167000,37.0,3.0,,,0 days 00:00:25.712000,0 days 00:00:26.693000,0 days 00:00:22.762000,0 days 01:54:56.860000,0 days 01:55:23.553000,0 days 01:55:46.315000,283.0,261.0,293.0,300.0,True,SOFT,26.0,True,Red Bull Racing,0 days 01:54:28.998000,,1,1.0,,,False,True
