Minisector,LEC,GAS,Fastest
0,273.7352496604444,268.9211283758093,LEC
1,233.77126637360936,239.15170459603726,GAS
2,112.79918262492488,106.91402284818875,LEC
3,182.17393750602966,183.23690730697177,GAS
4,182.94314911891985,161.74707787130384,LEC
5,220.41258585236412,224.77750160051832,GAS
6,271.23316393351126,270.36455486542445,LEC
7,289.1383551588304,287.1947619352381,LEC
8,185.70367896288198,155.78618299556055,LEC
9,131.19100507552082,118.743789956092,LEC
10,138.6696033122238,143.42942905312887,GAS
11,192.71068476952084,215.2706379239072,GAS
12,218.29683374933336,181.19203581892876,LEC
13,132.6414378330421,130.65475590511522,LEC
14,145.79413269339352,114.29199347667844,LEC
15,133.6405631419166,173.980316277554,GAS
16,248.9797670442701,256.5904804636787,GAS
17,145.16907852372813,124.64930608144789,LEC
18,194.1746796137931,193.80863243756494,LEC
19,124.05271354906226,114.96094908670175,LEC
20,132.685920029889,111.61912171936414,LEC
21,121.8072110977344,124.21008125242132,GAS
22,140.33060491910072,178.65294732819777,GAS
23,215.7142592474074,205.07963036574833,LEC
24,236.85373458295695,244.21430141640485,GAS
25,259.58729891516356,,LEC
