Minisector,LEC,NOR,Fastest
0,251.14542690041552,249.1296373599979,LEC
1,205.25802692431452,204.98082064283915,LEC
2,197.78455123590595,203.371514090357,NOR
3,248.36276414086953,256.37639891301586,NOR
4,269.0139604295856,270.455150105176,NOR
5,286.3686645093461,278.05936981157026,LEC
6,150.1979884508895,163.12795202678186,NOR
7,176.48337288051314,186.84275382695844,NOR
8,266.3373493348792,264.3939252464478,LEC
9,293.2719334877558,289.2698423928022,LEC
10,306.7939920255892,296.89508236952395,LEC
11,307.70919189707604,289.6201884920635,LEC
12,107.65310309767308,112.96420778605477,NOR
13,186.0300724098297,190.6711041305937,NOR
14,277.05298354733895,267.90902601650794,LEC
15,305.18092697843787,291.2743757122042,LEC
16,310.43708308317457,290.86279463218045,LEC
17,174.73799441857963,183.7720339683353,NOR
18,210.59957475102038,222.486425312,NOR
19,263.96809227230284,260.64026001570244,LEC
20,144.33602575327328,152.50639689930554,NOR
21,139.74833232549042,144.8285969554673,NOR
22,218.7278756096,220.9900045348131,NOR
23,230.63846181850676,224.31854930041152,LEC
24,153.05652032263743,162.6452956838501,NOR
