Minisector,HAM,NOR,Fastest
0,253.20805177124777,256.03457710930945,NOR
1,210.57113279319142,203.95276359033195,HAM
2,222.44567997667576,221.36483497748696,HAM
3,262.1383931428571,262.5216047407407,NOR
4,276.3804203934691,276.5342076201141,NOR
5,224.32872275268818,220.6052207209408,HAM
6,97.6501521137319,94.26290736753177,HAM
7,177.5011400752403,189.92422254205746,NOR
8,267.29674220130835,269.16189379608977,NOR
9,290.33920562916705,289.27211462611257,HAM
10,299.7372154501035,295.9154659957857,HAM
11,295.6831208264219,292.4420298086957,HAM
12,114.0450006933485,113.46299627509994,HAM
13,211.09545848332212,219.03412131731997,NOR
14,274.60728316559783,276.62649938895237,NOR
15,292.3991201722567,293.5797100985507,NOR
16,227.07414067788375,225.43078296774195,HAM
17,123.83593528208154,121.71601859236225,HAM
18,153.3941078320632,150.83685121473073,HAM
19,252.3146101300696,253.14721453061225,NOR
20,159.36027491288954,153.26788025272594,HAM
21,129.84229136013397,130.6604046971309,NOR
22,201.67436744066896,206.78953851817414,NOR
23,212.9743255019482,206.63236969895362,HAM
24,168.3564819148695,167.17408094265528,HAM
25,229.541664,,HAM
