Minisector,HAM,ALB,Fastest
0,280.79416289352554,272.40276046531585,HAM
1,291.1467578493402,292.8264900440398,ALB
2,241.82499261943641,245.2064444289294,ALB
3,120.68085927130522,126.55255559375432,ALB
4,141.56940957644466,125.10021772314172,HAM
5,251.10639140975945,238.30861899799606,HAM
6,252.05562813224233,268.2555907267616,ALB
7,128.56508079282332,124.69646359214663,HAM
8,247.81308235867928,235.05178351206578,HAM
9,262.9363870537199,243.16635187028047,HAM
10,212.4265987861791,209.60659429467216,HAM
11,148.74826254561341,143.16130615577453,HAM
12,213.38340035399833,188.9658116452848,HAM
13,256.72586682654963,257.520780257755,ALB
14,119.87472838517049,117.0609028141846,HAM
15,200.6461488873795,178.56449622264267,HAM
16,259.41155381965933,248.4441595379487,HAM
17,285.98079618180344,281.8805068248526,HAM
18,296.0544325677949,295.3030000242376,HAM
19,301.54348226156367,300.16916672,HAM
20,299.1014208653101,302.10293162135116,ALB
21,164.64301790387924,184.13294586889364,ALB
22,152.7946846496559,132.5960675323549,HAM
23,205.54997037119534,197.4455309905432,HAM
24,239.2775090093264,224.04413220803482,HAM
25,268.5833322666667,,HAM
