Minisector,VER,RUS,Fastest
0,301.86485672619045,311.2719200969697,RUS
1,203.68587468268052,201.77648632141526,VER
2,145.26661424664024,147.3931691040426,RUS
3,218.92640176895966,228.20292337692348,RUS
4,159.2241354084131,164.07233259898763,RUS
5,169.88545945400887,178.39058831957013,RUS
6,248.32291259746134,252.9667665497643,RUS
7,274.5240719611578,280.01530919570064,RUS
8,282.838051119978,287.5920824330829,RUS
9,247.9310658420168,262.06877268548755,RUS
10,239.37315531466223,243.43829946532634,RUS
11,227.0918782256854,241.5699721847619,RUS
12,202.33964870451265,202.05796888616646,VER
13,134.1391453158645,129.72636427181902,VER
14,137.01809818584647,139.38382797113383,RUS
15,179.9981158142119,177.96299664724407,VER
16,244.8184874311111,251.1252670141302,RUS
17,238.72222618412698,237.9131778926682,VER
18,118.01057768635366,114.65131979963786,VER
19,195.49586910075763,201.62773823743694,RUS
20,195.914558875916,202.25669980948607,RUS
21,234.0852595128553,240.87157765239766,RUS
22,261.76918944679005,267.6297975792876,RUS
23,281.3177949991342,286.75822154661216,RUS
24,295.0397960043862,301.79655286809526,RUS
