Minisector,HAM,VER,Fastest
0,278.14003612753623,277.22684579394996,HAM
1,295.8895834133333,292.96416672,HAM
2,233.30048623194116,252.61612340869567,VER
3,118.7480900135473,120.88980960914284,VER
4,137.3207853438811,130.11323841949675,HAM
5,249.05833370793653,245.978000128,HAM
6,250.03655705979128,261.40984853333333,VER
7,124.15321705028276,124.42608622086675,VER
8,244.59670182222223,245.42826501839724,VER
9,255.49882811549583,267.48832198820867,VER
10,205.46537305747125,219.77590217663925,VER
11,142.69321105638375,145.57757922539682,VER
12,205.04285718095238,201.9715318909688,HAM
13,257.65456966211974,263.168610454101,VER
14,122.45433459817033,126.00702119249848,VER
15,185.83246077049196,184.12453098124465,HAM
16,254.01323489723825,254.31977966843,VER
17,287.2783333333333,289.72401805714287,VER
18,302.74402778753273,304.73958336,VER
19,309.9454365206349,313.0905019469006,VER
20,312.1868749866667,316.51203703703703,VER
21,162.8582942084716,203.5478096539357,VER
22,148.8183863834291,128.81424543376625,HAM
23,201.65355509475813,209.61325099892363,VER
24,235.3615385846154,228.55162148647815,HAM
25,264.9833344,263.4166677333333,HAM
