Minisector,VER,HAM,Fastest
0,281.7045570957453,285.5589542985432,HAM
1,152.4948914343977,150.98345274153326,VER
2,148.06433465868784,144.01379835029837,VER
3,224.09686910121636,231.01891982283905,HAM
4,286.36815716173913,289.7491505487528,HAM
5,287.0989490908124,289.76362206997453,HAM
6,139.42942630762528,136.00305105079516,VER
7,136.26991334070652,134.70817391224648,VER
8,132.41045109868648,127.45992770331384,VER
9,183.43907545239057,188.10440769567347,HAM
10,128.27191976371805,121.35633572619037,VER
11,119.04156717749127,122.98034876522692,HAM
12,164.8166050531777,156.48825019598445,VER
13,267.54800482709607,269.03007870656916,HAM
14,292.24316285925596,295.4251657659259,HAM
15,149.95290397335702,143.33179148331942,VER
16,202.82230592852815,193.0874346519986,VER
17,172.67771977146631,172.3939705876477,VER
18,269.57205858416586,274.6837901100699,HAM
19,293.171235224127,298.5012229077686,HAM
20,307.6064753376266,313.7959776831336,HAM
21,316.80624994285716,324.10166688,HAM
22,321.76626701931974,329.2884912287144,HAM
23,325.3809523163059,333.1498015238095,HAM
24,324.0182256399093,332.94625769382714,HAM
