Minisector,VER,OCO,Fastest
0,251.29629748525866,248.59362970369318,VER
1,128.71066226556064,126.35578104835932,VER
2,261.0821107168017,260.135996084255,VER
3,304.40940448220323,302.7188073695073,VER
4,304.9652300128139,304.06255680783215,VER
5,313.52465146577686,312.555811797551,VER
6,317.1074584323232,315.9376663812987,VER
7,319.1963668018775,310.74835656634923,VER
8,187.4656104308647,189.60847302596827,OCO
9,191.1444067946425,185.2955403637037,VER
10,185.54566778120702,179.80831707666613,VER
11,173.8884587026531,169.12792925125214,VER
12,255.75153580873564,245.97153381172137,VER
13,273.23707073618095,269.19805102881884,VER
14,280.8701454002709,273.1466491661662,VER
15,280.4499729232423,263.5059018009985,VER
16,174.03806929349565,169.32160887267509,VER
17,183.93886940082854,174.94362664688492,VER
18,237.14734104541682,231.29309586847117,VER
19,282.2003995642051,278.8628361931213,VER
20,303.43260923573536,300.9384385382953,VER
21,309.50867274045856,309.09540116707734,VER
22,309.0869755845805,305.1845881081023,VER
23,242.00145202666752,241.34219332176366,VER
24,115.61762170053584,114.51262772723237,VER
25,226.28140344738424,,VER
