Minisector,HAM,GAS,Fastest
0,295.4402456915716,303.78541613534566,GAS
1,306.2372739349611,322.30316272064726,GAS
2,282.60126664840357,301.2373884857143,GAS
3,105.97158646210549,110.89066045188831,GAS
4,216.86536651097643,216.88706686536744,GAS
5,270.93146402194986,272.1445567434113,GAS
6,213.33237522051283,209.25152538927338,HAM
7,157.50412916915138,156.99489184956116,HAM
8,201.79136712404647,210.90300721435744,GAS
9,214.27950964578594,216.32619740036324,GAS
10,109.96982178162355,118.97193638611517,GAS
11,225.8964955018333,220.02080645530864,HAM
12,113.73958188062625,127.15624320877642,GAS
13,217.9700044310204,213.2678201937089,HAM
14,272.152870787626,264.4575484675325,HAM
15,213.8835027945743,225.644204821023,GAS
16,191.41420739462288,184.2642038847312,HAM
17,250.65819921380262,245.36262317186615,HAM
18,197.33751417466868,201.529054432,GAS
19,176.65093169567345,181.4328941517631,GAS
20,264.11061043169525,259.5551296207792,HAM
21,292.9148276385185,284.8663130754401,HAM
22,169.4603828304267,172.10453951849206,GAS
23,207.4783369451122,196.93599756749856,HAM
24,273.6230231484249,267.81730434828285,HAM
25,287.60499968,282.8388892444445,HAM
