Minisector,LEC,ALO,Fastest
0,288.80079210574314,295.8994227191043,ALO
1,295.7511004025895,298.3514663736381,ALO
2,164.69012849662337,155.3504208434062,LEC
3,220.61453721125346,222.29586161668135,ALO
4,272.66165118239894,279.00680290786136,ALO
5,294.15437064400487,305.7836338474088,ALO
6,300.16873026750585,309.01234482171003,ALO
7,176.12526755714026,175.22547222113377,LEC
8,125.73377217442246,123.48839961709785,LEC
9,248.30130327953214,245.00571951259462,LEC
10,284.5406984,279.8811582168451,LEC
11,296.64225015945567,289.179414615873,LEC
12,150.49974845454207,155.58145623180442,ALO
13,197.40744974585215,191.6255825731278,LEC
14,256.8330511280423,249.46026435214685,LEC
15,202.8442568772136,205.75095931234026,ALO
16,225.38710218182916,217.9389071884656,LEC
17,220.3537469109226,210.72336710424983,LEC
18,248.27340566336616,241.90242328067228,LEC
19,280.3093045688889,272.16605220428573,LEC
20,296.82042132374704,285.0191351193277,LEC
21,270.12086906236766,262.8965012449488,LEC
22,231.97823689650795,225.28072639274376,LEC
23,208.28080918511506,207.39469885384324,LEC
24,265.23850468350787,261.33054253386155,LEC
