Minisector,SAI,PER,Fastest
0,323.3143576140837,322.5801625997114,SAI
1,333.2775759890743,331.9535256946469,SAI
2,329.7467106021053,326.47893087169945,SAI
3,192.2188453711511,200.0737225139065,PER
4,128.05434171585617,132.21234073399518,PER
5,269.0824289473646,268.0280887730403,SAI
6,304.1278858495615,301.4834830095238,SAI
7,316.0835192761905,315.583749952,SAI
8,277.3768240414815,267.99985756882813,SAI
9,147.11884965893157,148.03967596293583,PER
10,216.5987524981932,218.83712659224148,PER
11,223.99621554316738,227.51396532467533,PER
12,196.75611558023746,200.206076790169,PER
13,270.8527577265637,272.639667456,PER
14,307.966887638747,308.0865196065055,PER
15,326.09056260380953,320.0978900906667,SAI
16,272.9849727393939,264.08629094956524,SAI
17,212.56998062784527,214.33180072791208,PER
18,277.9760028057143,278.047288447205,PER
19,309.7664021119845,311.94937528421053,PER
20,324.99864559703707,321.50078566857144,SAI
21,309.3791727237474,298.29512254437554,SAI
22,198.84306801401684,210.02708425142856,PER
23,265.5298813981505,267.5326523738809,PER
24,305.7634326796191,305.64017923657144,SAI
25,316.36785737142856,,SAI
