Minisector,VER,LEC,Fastest
0,298.6266713405709,302.9548028386923,LEC
1,240.8839929826581,225.03191835508184,VER
2,130.60047894460192,127.66874046001972,VER
3,239.0675018225067,238.93203297689374,VER
4,192.2223718805054,191.90673800264798,VER
5,237.87943287085318,249.32331763937398,LEC
6,220.9324770080366,235.37643156628477,LEC
7,250.42341035205936,257.8945414873016,LEC
8,282.6522669186674,282.0596105086558,VER
9,215.76498980656524,205.5961061277339,VER
10,203.62311413760142,204.42891236340344,LEC
11,270.87286858666664,268.70660420755246,VER
12,210.85413676257008,209.67132740407084,VER
13,249.89667188802986,245.9575668971387,VER
14,291.65989098152136,289.8006252076855,VER
15,307.2516961701587,308.9753162258762,LEC
16,313.66813267275336,313.2531823469437,VER
17,243.39580424314872,237.5521811350351,VER
18,261.7644590340663,265.7045684391159,LEC
19,296.69912076579675,298.9780202056199,LEC
20,310.4394937303167,315.1490258891577,LEC
21,312.10321017454544,316.4160353131313,LEC
22,147.29671054863724,152.4264756450929,LEC
23,228.69244465277342,231.8930924394403,LEC
24,285.07696361419914,284.250407199093,VER
25,294.5374992,291.37000064,VER
