Minisector,LEC,GAS,Fastest
0,306.010800133654,296.74566619887634,LEC
1,239.66045167202694,241.05564304203173,GAS
2,130.0644590903492,128.94811155223158,LEC
3,230.7074163967046,243.83793788678759,GAS
4,191.43337880242703,191.0077345887125,LEC
5,248.1387957045118,241.7784168491413,LEC
6,229.29676604646275,226.63927732684442,LEC
7,254.1374495916883,248.19756969086419,LEC
8,290.03693842550723,282.79098233318683,LEC
9,199.68015456797306,213.54798985770307,GAS
10,205.35463740379686,199.15759459549722,LEC
11,273.47912653968257,268.57627370442935,LEC
12,203.7454074568838,214.7882854209271,GAS
13,246.1417042228359,243.58224365040738,LEC
14,288.48844309394286,286.4785782081962,LEC
15,306.5870062010762,301.91260715885716,LEC
16,306.6477964794144,298.64975248850243,LEC
17,206.00404334526218,213.8295096419113,GAS
18,266.50537045079363,257.8819264014283,LEC
19,294.9605798691511,291.71097979083567,LEC
20,309.00455596021163,303.8609331546968,LEC
21,310.7509079149591,301.179622117764,LEC
22,149.48715808280016,154.5082085762645,GAS
23,230.93581430379405,221.65887896343776,LEC
24,286.2246632156229,282.66045509818184,LEC
25,297.53500032,295.2291669333333,LEC
