Minisector,VER,PER,Fastest
0,291.2260420266667,287.9746965985351,VER
1,304.77745104313726,293.467695421188,VER
2,183.45938686701328,169.07327114761904,VER
3,226.69010484444445,220.25610660935158,VER
4,274.47421447271716,270.6829971716344,VER
5,292.2787282526316,291.78981481481486,VER
6,299.7907408,300.40661586715436,PER
7,202.27392334038538,177.96471804675244,VER
8,125.23999189900331,121.2964043773711,VER
9,249.0924606984127,245.6687074829932,VER
10,284.941009122807,282.26137756967285,VER
11,302.1543859649123,293.22112787468575,VER
12,160.25371482597401,153.75059774291972,VER
13,192.2826447564626,188.49470554094174,VER
14,258.99333942131517,254.97021311518233,VER
15,217.30849928533334,210.39585047351383,VER
16,227.02807966497895,217.488,VER
17,221.95190915555554,216.79083810463482,VER
18,244.87959913584262,243.76742395151516,VER
19,277.3180140992481,275.27085881276565,VER
20,295.9685186962963,289.7780700631579,VER
21,273.7915589561059,266.33075398095235,VER
22,235.7531050600414,225.78464470579252,VER
23,214.09608528058607,206.72618817891427,VER
24,270.89904083959175,263.1216268698413,VER
