Minisector,NOR,ALO,Fastest
0,280.5898864724647,282.18631590232593,ALO
1,299.5082559284472,297.0589490836364,NOR
2,301.2745289524436,299.5922574305866,NOR
3,179.67135219064807,180.49616239315168,ALO
4,218.3119955638871,222.66220971594012,ALO
5,204.44640970445832,204.5413549015231,ALO
6,179.7910635842735,179.2010976650864,NOR
7,202.40818193864266,211.67803335336464,ALO
8,255.40327784910053,258.0583249601467,ALO
9,264.6596008100251,270.75780929041974,ALO
10,164.16567306181446,167.8085089680259,ALO
11,236.80979446693877,239.98823413238293,ALO
12,115.24354223003529,117.91005000314208,ALO
13,223.2792254873623,220.7814839590148,NOR
14,277.3593518412121,277.21309660428847,NOR
15,292.5151055704924,293.9441317031884,ALO
16,210.40125124644496,213.98994506853998,ALO
17,185.92517816708659,182.58564115153513,NOR
18,268.03966828753624,266.04025281320986,NOR
19,292.13974352352193,292.5053353703896,ALO
20,303.6783896786092,302.3859483829405,NOR
21,305.14607906086957,302.47864572221613,NOR
22,270.00318520857144,272.5695769280323,ALO
23,113.43018195119495,114.85681717275077,ALO
24,231.35695331141682,233.4453420874663,ALO
25,265.8071442285714,267.32499839999997,ALO
