Minisector,PIA,HAM,Fastest
0,287.48670923683375,301.0474567139847,HAM
1,297.866506747176,318.4131612547743,HAM
2,303.9552695215686,330.1155112793651,HAM
3,297.34785030614194,334.3062261433063,HAM
4,202.82049808816328,198.58520562587498,PIA
5,221.91400942185876,218.5665850037133,PIA
6,267.9627413977489,269.1247783324444,HAM
7,268.5303625950877,269.3460508250945,HAM
8,200.4229862728205,193.8216384849554,PIA
9,142.5370853450623,145.50250662605202,HAM
10,183.80200310935643,178.58959504623374,PIA
11,263.47004988730737,264.3730903111111,HAM
12,249.16568049709727,252.69700258902904,HAM
13,229.6677571534083,231.37052090837173,HAM
14,270.50268117471865,273.7569404659493,HAM
15,176.5097914652215,173.61091720927962,PIA
16,223.70785869775239,213.0960796559707,PIA
17,235.77347572760934,242.6597493449877,HAM
18,135.52121438231455,136.29158329257598,HAM
19,242.9923924013822,244.71466670278426,HAM
20,283.324455203609,284.19405926871457,HAM
21,267.1693714622745,260.89004913269844,PIA
22,144.70685773645022,142.1167555471666,PIA
23,220.11000155647076,212.8405083390675,PIA
24,268.9444053942857,270.0699014440404,HAM
25,,282.8328128,HAM
