Minisector,HAM,ALO,Fastest
0,291.57265029774436,295.00223221801025,ALO
1,241.48713986216453,222.22636197460318,HAM
2,150.08819368888888,142.6244362385113,HAM
3,230.1506712665102,218.86934499047618,HAM
4,167.03515683333333,157.10431500932467,HAM
5,177.275164350384,181.1403743632184,ALO
6,249.76249945396825,249.528284319714,HAM
7,272.96166645333335,272.26228087017546,HAM
8,281.10241218245613,279.6414474105263,HAM
9,273.8921057122807,260.9544096351489,HAM
10,253.38730143492063,245.3696431238095,HAM
11,256.07122570582015,237.28727489030152,HAM
12,218.72812573333331,204.54456466825306,HAM
13,150.84945775800796,138.1935914769655,HAM
14,164.05669258528138,143.1585580108108,HAM
15,188.7184093472662,180.06436322286518,HAM
16,258.5367057777778,254.94265919999998,HAM
17,249.341452887909,230.02494599276181,HAM
18,120.05400613461885,111.3358029941236,HAM
19,203.65145172912665,198.64400622952033,HAM
20,200.41719621305114,193.65055226666666,HAM
21,234.06627888997164,233.56638440082676,HAM
22,264.84323661027486,261.97070825062656,HAM
23,281.70739312280705,277.5921054877193,HAM
24,292.456385762145,289.6326770479303,HAM
