Minisector,VER,PER,Fastest
0,252.26308827875556,253.310972329972,PER
1,215.57867562410786,208.9427999011183,VER
2,211.740825971447,201.6456452883503,VER
3,259.5883828383216,253.21879265322488,VER
4,274.82538224438673,275.95134421778823,PER
5,288.16955300442544,291.31131254400003,PER
6,165.09836875851852,155.58097641154563,VER
7,167.30768815349,181.81405671076246,PER
8,265.0246310575469,271.16436770286646,PER
9,291.3144072692917,311.2435680072181,PER
10,302.0975440795767,326.21131523734823,PER
11,300.97999561500814,325.9803460864944,PER
12,115.75609935368928,117.48933380192402,PER
13,189.33471498828283,186.93911208487455,VER
14,269.72361757056274,268.5107972057301,VER
15,290.1500854128104,294.41846862933335,PER
16,296.0570668960401,300.1079821323102,PER
17,187.8679464246349,185.9857715463845,VER
18,218.10924360691357,221.17615732910053,PER
19,266.68083733491346,265.72885137390034,VER
20,153.68912325917609,149.00666759394892,VER
21,148.7173577175713,146.58266544390244,VER
22,219.7426151256733,224.93899917708313,PER
23,237.58366071122154,224.2304974332427,VER
24,162.99287449821276,159.4746622623321,VER
25,226.3249984,,VER
