Minisector,HAM,VER,Fastest
0,260.9012340363235,258.4139558799069,HAM
1,216.98621655341526,204.43044162830137,HAM
2,230.5180554451839,225.18457431941,HAM
3,266.51239661504707,263.2815274537374,HAM
4,277.5243121978721,273.8729014067139,HAM
5,222.8044425665816,216.61599047471032,HAM
6,98.83723614388829,99.46862723084897,VER
7,194.22248771330516,182.13938754778022,HAM
8,271.2752397593599,267.891575719346,HAM
9,291.52447504125183,290.3877608284073,HAM
10,298.3237272727058,297.8276840883285,HAM
11,300.4220914865409,292.6229345792359,HAM
12,116.77716310427466,114.48449537346136,HAM
13,217.77767878287693,215.7045500360351,HAM
14,276.9631682120168,275.64382465811155,HAM
15,294.3930464823482,293.9021932407403,HAM
16,233.06964605493397,227.31763128349826,HAM
17,129.93803790515793,125.99430422873245,HAM
18,156.9843343022929,153.32434191976026,HAM
19,255.63822149182445,251.07143204665496,HAM
20,169.48693139902568,157.65284925020669,HAM
21,132.62741496181397,129.02186127159965,HAM
22,208.9238695168486,207.9594213534863,HAM
23,215.65532909341914,209.1021090269348,HAM
24,170.15448270202606,169.46419295913472,HAM
