Minisector,NOR,RUS,Fastest
0,248.53229158445055,249.22798026869978,RUS
1,284.5552550257143,286.4059398690909,RUS
2,182.14633417646465,162.51021914266875,NOR
3,153.30806610445183,162.09155814837837,RUS
4,261.097549408,256.9855771081674,NOR
5,274.52409983546636,270.0832304619706,NOR
6,237.77992570675886,226.86364209723357,NOR
7,209.18111114697538,209.66118245624472,RUS
8,156.20901645022997,164.31109597418077,RUS
9,223.114830671746,219.99552183709005,NOR
10,276.50531891022223,275.1685119236117,NOR
11,131.56129717231647,131.92255467900816,RUS
12,210.6258882113805,212.70709382861244,RUS
13,275.89795634511495,279.31414626438095,RUS
14,296.6498837135238,301.26951476680796,RUS
15,306.7480891853447,313.12373104,RUS
16,255.75828456445598,246.8527797132446,NOR
17,127.80233988392048,130.93042514834514,RUS
18,127.58832260250706,128.33707062614957,RUS
19,122.51009147367253,119.34781661014937,NOR
20,226.21388374432212,220.808433839095,NOR
21,261.6433610091629,254.0626515801975,NOR
22,247.49850055864073,244.35902265188776,NOR
23,224.64217208724273,218.36502656796534,NOR
24,137.34391198437115,139.68551610140378,RUS
25,217.0,219.51785508571427,RUS
