Minisector,HAM,NOR,Fastest
0,288.9189585066666,306.72548261351227,NOR
1,293.0325937980324,308.03273700392157,NOR
2,168.11587285751708,158.7519076222218,HAM
3,235.9510424,233.89000332121213,HAM
4,280.1290590510261,287.74454439363006,NOR
5,298.0190671461531,313.6362714963992,NOR
6,303.96127454117646,317.74166653333333,NOR
7,153.66710677183744,154.66924407562072,NOR
8,149.49766274612244,149.66857092434128,NOR
9,256.9416100742134,253.8050893297922,HAM
10,286.83932737566136,286.1851892436975,HAM
11,297.6914926793148,291.5268904796733,HAM
12,148.3254398069794,143.60053295407488,HAM
13,210.29551138048146,208.8621380537878,HAM
14,269.44686850167943,258.1959019439849,HAM
15,210.42828006061723,200.04495158974356,HAM
16,228.67564207373525,232.20150686657146,NOR
17,223.31738062019048,222.37212316190474,HAM
18,253.53529720394195,254.42691721945943,NOR
19,280.97412376666335,278.49587416028527,HAM
20,296.88157911578946,288.6875000140351,HAM
21,267.5598610544849,255.02726717823128,HAM
22,228.20544033443147,215.4109916873473,HAM
23,216.97020463247623,220.78041190713245,NOR
24,273.7835323574012,271.20375410459354,HAM
25,289.4166677333333,,HAM
