Minisector,HAM,NOR,Fastest
0,293.42067343946127,298.50590027203475,NOR
1,212.02559322723917,202.91217446400003,HAM
2,143.86191176950229,138.71396718134292,HAM
3,218.7246012657085,215.93985595370242,HAM
4,160.34824718753785,153.62336604933205,HAM
5,183.33173404848483,183.54932876632995,NOR
6,247.94889142454758,253.88968286234976,NOR
7,273.09295067375797,277.36434116929877,NOR
8,279.1791609765854,284.43359269925924,NOR
9,261.6580785740289,257.3683346719564,HAM
10,242.7716508082251,241.8871571370323,HAM
11,241.65760318423276,237.09750905511422,HAM
12,209.6806267295046,199.7648209353906,HAM
13,137.83121366395383,135.7041376631579,HAM
14,148.99247288081511,135.02037272250806,HAM
15,175.67351987734185,185.30979679800254,NOR
16,245.54847121402386,260.8411671205302,NOR
17,238.38896975413627,223.55664816732016,HAM
18,115.3726389760521,110.36861658845599,HAM
19,191.28200450424242,208.78032145324406,NOR
20,201.80723019802744,187.78630357381516,HAM
21,232.76866123753845,233.58743346722258,NOR
22,259.75778468414455,270.67652101104323,NOR
23,276.89533703988457,293.6578350486085,NOR
24,288.7596195163359,312.92542653712593,NOR
