Minisector,VER,NOR,Fastest
0,248.46670519966312,242.609386764873,VER
1,292.79055456053976,277.0490999791181,VER
2,170.47493332466416,174.09932590128827,NOR
3,166.09537005908962,150.02891840826555,VER
4,257.80134599599415,255.64410839416934,VER
5,264.8929823399553,268.2676363058504,NOR
6,220.03553245025728,218.1835808150855,VER
7,191.33245164356126,195.69890280469696,NOR
8,155.80096034599833,150.12714952078295,VER
9,210.1155461247668,206.64927412086064,VER
10,270.73237983981556,269.8429798510053,VER
11,122.02328198342093,114.24455134604224,VER
12,208.13850446170892,203.22485815822813,VER
13,277.00956527912166,274.9686699326984,VER
14,305.5258343995939,307.36181338355766,NOR
15,322.1247780705096,321.08533909485715,VER
16,260.17072640678265,242.15588667363045,VER
17,129.2582277575864,119.94792433386448,VER
18,132.60550069647334,129.72426797462472,VER
19,119.62975269663309,119.0467244666702,VER
20,224.86420520634923,227.05153192884026,NOR
21,250.88778507889876,257.08090744949357,NOR
22,225.98578318444368,226.48891716569022,NOR
23,207.1087165762605,205.84366658138367,VER
24,135.4980324672097,130.45422815717845,VER
25,215.925,,VER
