Minisector,VER,PER,Fastest
0,265.36271983157894,263.8300279512961,VER
1,295.7606880005601,293.88155948272964,VER
2,310.6141743523809,309.98395783829596,VER
3,318.0946428952381,321.55972246349205,PER
4,322.571131047619,328.6579298240325,PER
5,325.5,332.4982144,PER
6,285.9559108142675,285.441403,VER
7,112.12121466968524,111.27287077403815,VER
8,150.0901244569207,152.5412724654185,PER
9,252.4321771851852,252.32222382222224,VER
10,289.9333611351855,287.02763952,VER
11,248.66984647971398,242.53166933024963,VER
12,93.5084852760096,92.8946385058172,VER
13,110.86284732115621,111.32284274333881,PER
14,214.2100386909091,217.37218167483974,PER
15,188.27336904347825,183.95772434330544,VER
16,222.5822708150392,221.51374954666667,VER
17,184.59660231111113,188.68363087573223,PER
18,225.65064881397265,223.32498395961693,VER
19,274.08563998095235,274.00802008375894,VER
20,285.1350162825268,287.16095341361125,PER
21,152.21985591911687,153.25524194408604,PER
22,101.71385564965271,99.07008783619641,VER
23,120.79528499649122,123.6927491444938,PER
24,203.94809048888888,206.9543543896104,PER
