Minisector,LEC,NOR,Fastest
0,303.5980260484738,298.50590027203475,LEC
1,214.8144199876923,206.4051817333333,LEC
2,137.53206698311251,138.13649755836224,NOR
3,211.8877557638095,215.93985595370242,NOR
4,157.34306207170306,154.45534623837366,LEC
5,175.66355293107344,181.28735561567674,NOR
6,251.56616661327325,253.88968286234976,NOR
7,279.4616671466666,277.36434116929877,LEC
8,285.5769841777778,284.43359269925924,LEC
9,259.6909656623633,257.3683346719564,LEC
10,243.68277854814812,241.04755475575632,LEC
11,241.52937933524512,238.0926336023585,LEC
12,206.7679861111111,202.23285662823363,LEC
13,136.7280072525249,133.17249286486486,LEC
14,140.26968725467785,137.9442084297933,LEC
15,179.42039827365227,185.30979679800254,NOR
16,252.98717671111112,259.8034541827819,NOR
17,240.71165151227797,235.2261056956862,LEC
18,112.73415036432056,110.57570283315697,LEC
19,196.6594401558181,204.91668508960768,NOR
20,196.24288234901098,188.50840799080677,LEC
21,231.87728788340155,229.3936872338614,LEC
22,263.8221580347475,269.96657241046205,NOR
23,282.93211924847185,293.6578350486085,NOR
24,297.35070958379583,312.92542653712593,NOR
