Minisector,HAM,SAI,Fastest
0,309.3742787383441,309.99360159238097,SAI
1,322.8773496781955,320.5516956655226,HAM
2,326.0514706196078,323.7634804705882,HAM
3,322.9682010385965,320.71271825964914,HAM
4,176.17108499393942,165.53700554455236,HAM
5,209.29806727392395,207.98065523809524,HAM
6,237.41750024533331,235.32613450734624,HAM
7,265.0208872791279,263.50798193593073,HAM
8,255.90760728115944,249.38650305845457,HAM
9,164.5200419686927,162.67613809866359,HAM
10,228.25457854945054,226.4965146617562,HAM
11,132.29408760880244,135.42083644763272,SAI
12,227.26774336703298,233.30022175407382,SAI
13,186.42602395835146,179.90558940292627,HAM
14,221.10256496410256,220.93910652814833,HAM
15,245.9469976880657,240.91130950095237,HAM
16,263.0340912969697,260.8061081202867,HAM
17,281.8906746920635,282.4528062839002,SAI
18,161.27394680685958,150.89251025239372,HAM
19,174.5923122039241,173.7487745254902,HAM
20,147.51145856,145.20793501411816,HAM
21,167.50825573751732,162.7602430545868,HAM
22,115.3680239000381,115.32350774806253,HAM
23,221.65355022222224,226.7169287192523,SAI
24,270.83885524342236,272.01805602539685,SAI
