Minisector,HAM,ALB,Fastest
0,233.4211136098328,231.40320209212675,HAM
1,286.2251146842491,282.40658456903697,HAM
2,302.2924815688801,296.9020238751813,HAM
3,310.06509746147185,302.0752893925926,HAM
4,267.4001627548874,261.05177059787496,HAM
5,168.11673289961513,166.11199036201637,HAM
6,262.04606341313126,261.870999844112,HAM
7,275.41585719466667,278.4707542299404,ALB
8,213.30352548030731,211.97829069232512,HAM
9,223.3174250989899,219.08062579015478,HAM
10,181.61203330435453,184.9995179744931,ALB
11,225.2570519425089,224.65393720816192,HAM
12,202.352527931684,206.0888065015873,ALB
13,209.14623852290902,213.70557782026626,ALB
14,221.2287953809524,221.86544816105112,ALB
15,180.2114919751905,181.24978028249788,ALB
16,250.210844682136,245.15908951309513,HAM
17,291.10835740038095,286.6693678124542,HAM
18,306.00923923478257,297.24412767041036,HAM
19,282.5797818498042,283.4285268512821,ALB
20,130.04995705304665,132.10435785322892,ALB
21,156.90491907932588,167.4615859607417,ALB
22,151.89383887629916,142.58995837788063,HAM
23,199.48892672695592,209.3300505662745,ALB
24,145.58247404614593,144.36256522278495,HAM
25,,179.79444195555553,ALB
