Minisector,HAM,STR,Fastest
0,256.3728783930213,259.9448588441742,STR
1,137.44394682763715,128.07724064409172,HAM
2,263.24502434432566,266.5589543605208,STR
3,301.92333328,306.3122363919022,STR
4,301.69439654252875,304.6444170906911,STR
5,307.72321424761907,313.5182978298319,STR
6,311.8512770835149,319.2174383506173,STR
7,311.93080365714286,318.78659749251955,STR
8,208.8497259623448,186.791656238275,HAM
9,197.60365898085664,194.18040910422116,HAM
10,188.5356712362553,175.7447978736718,HAM
11,168.00188497128477,165.83463675371198,HAM
12,255.1479634227629,256.58196905796603,STR
13,270.688633668816,281.90841202576325,STR
14,277.34005367741935,280.65238195588256,STR
15,271.8082108216083,268.22141910487807,HAM
16,190.18443535809428,182.99762378052944,HAM
17,196.6161985091516,189.19118141183841,HAM
18,239.70407272021598,241.77099144660022,STR
19,283.1139879263492,288.8637388986257,STR
20,302.8223643822548,311.7830914743244,STR
21,310.2013888790123,318.51927428134996,STR
22,308.41641659902467,317.38549384691356,STR
23,261.46742508054183,238.40434961243696,HAM
24,117.63484690598135,114.82905909250387,HAM
25,228.64583466666667,,HAM
