Minisector,RUS,HAM,Fastest
0,297.3017884232618,295.3007354215092,RUS
1,308.95395840888887,306.4136364350877,RUS
2,311.5168817107609,311.9339445949556,HAM
3,294.80904400089014,314.87405864744574,HAM
4,160.2974438307279,155.43040233849047,RUS
5,211.9448505819665,209.90239970530817,RUS
6,244.29098522874457,240.98126746719564,RUS
7,271.55543120981474,273.27956117974935,HAM
8,240.73766470580085,249.21982927688313,HAM
9,161.7017579557639,156.0733187468078,RUS
10,212.6678467949714,216.63480225873016,HAM
11,125.07186771389475,128.22710140131142,HAM
12,230.2341679483563,235.94233617822707,HAM
13,176.76608481203252,175.3447597813152,RUS
14,224.13027426107107,218.779999182523,RUS
15,246.98452208688994,242.333547435297,RUS
16,270.00137054796994,269.2422787908618,RUS
17,300.88428920392994,300.4312143559497,RUS
18,144.90338366473458,151.31760957444624,HAM
19,172.2993624398495,166.77460046531064,RUS
20,138.70045267635487,136.42645366503066,RUS
21,232.02973291742902,229.91173022868688,RUS
22,265.4525935498183,264.2766312642938,RUS
23,255.60293035479202,248.09925121119983,RUS
24,281.02800441803174,278.0806550800705,RUS
