Minisector,HAM,SAI,Fastest
0,268.5476044127677,273.71718495731096,SAI
1,117.35126370809125,117.47268617821754,SAI
2,163.22877011695644,159.12643915299103,HAM
3,198.25353407933747,202.01090317374522,SAI
4,165.86401076477497,153.98010749392776,HAM
5,234.72216571555555,235.35774270712497,SAI
6,186.16592726311475,204.79076829065255,SAI
7,134.32283763937622,135.11620488355217,SAI
8,243.8436639208697,241.9111111111111,HAM
9,289.1207182518518,282.73329142435176,HAM
10,276.1228712293037,279.045866646813,SAI
11,151.9274953731889,150.57596898363397,HAM
12,230.4159805921936,227.70326520763564,HAM
13,280.1974076760494,276.5289923039923,HAM
14,246.15438383199998,247.75839394202706,SAI
15,92.27522392829597,98.80159785842986,SAI
16,229.49583990675316,228.0822284041055,HAM
17,294.6476300960706,289.44832589285716,HAM
18,326.24218317714286,310.1237873117147,HAM
19,334.05859009809524,308.95287609558443,HAM
20,330.01627946773226,302.7128427128427,HAM
21,281.33337234106443,265.76604809956837,HAM
22,149.22055244101276,152.56189991964627,SAI
23,246.176166857754,244.89005726479587,HAM
24,298.86889212396295,277.6783683645345,HAM
25,314.3624992,,HAM
