Minisector,HAM,NOR,Fastest
0,290.00550061783485,301.09382216756654,NOR
1,152.37437759465774,155.67275792391825,NOR
2,151.29453701536883,150.34680330423186,HAM
3,233.43448599767217,223.8290217949978,HAM
4,293.68703570761903,284.37346474942785,HAM
5,296.17538348028023,284.89373814265736,HAM
6,151.6730479180872,152.84637451034558,NOR
7,142.53549885267816,137.6066916713836,HAM
8,135.00670951485927,148.60188021996368,NOR
9,192.12275937385954,163.78242428234987,HAM
10,129.10714569120472,132.66375731540407,NOR
11,124.8043470788752,130.11460746869616,NOR
12,161.10454668799522,149.85676060323476,HAM
13,266.9059823152779,261.8208577495782,HAM
14,293.95423865872306,289.22254081517787,HAM
15,151.0218478688395,151.48269070216654,NOR
16,209.99981423537648,213.98602660904575,NOR
17,170.86829725270567,157.33632913500637,HAM
18,270.881470223467,266.6970169920761,HAM
19,297.40083873556404,294.1834152865535,HAM
20,310.44053090806244,308.7787232796838,HAM
21,318.1905285643739,315.61631178746865,HAM
22,322.6735417625397,320.1987404388184,HAM
23,325.3683489027063,322.61639592503235,HAM
24,322.7303376588831,321.98412326035543,HAM
25,,317.8984122920635,NOR
