Minisector,VER,OCO,Fastest
0,298.6266713405709,291.220987705679,VER
1,240.8839929826581,233.42569867543267,VER
2,130.60047894460192,128.54897235392937,VER
3,239.0675018225067,230.7899152647288,VER
4,192.2223718805054,191.66925960097961,VER
5,237.87943287085318,244.97104344137298,OCO
6,220.9324770080366,229.26293631238096,OCO
7,250.42341035205936,248.68036600247345,VER
8,282.6522669186674,277.7773001034432,VER
9,215.76498980656524,214.0060055629118,VER
10,203.62311413760142,204.4980911439557,OCO
11,270.87286858666664,264.83078652896967,VER
12,210.85413676257008,208.10815484498318,VER
13,249.89667188802986,245.8614412400657,VER
14,291.65989098152136,288.49471326152513,VER
15,307.2516961701587,299.2515570212346,VER
16,313.66813267275336,294.89078283329195,VER
17,243.39580424314872,233.5232475549912,VER
18,261.7644590340663,263.93489492289643,OCO
19,296.69912076579675,290.7117587500529,VER
20,310.4394937303167,302.49292846149234,VER
21,312.10321017454544,299.5816962881385,VER
22,147.29671054863724,151.86395811521132,OCO
23,228.69244465277342,228.24413076238287,VER
24,285.07696361419914,277.86378633227514,VER
25,294.5374992,288.16875039999996,VER
