Minisector,HAM,NOR,Fastest
0,311.14873911950195,313.5736986952381,NOR
1,323.03232716719765,325.0309050238924,NOR
2,325.8968942109373,328.6552358841778,NOR
3,293.67420098039366,310.3144834958779,NOR
4,162.40802605282073,152.8858213625954,HAM
5,196.44391864067828,190.0888736597005,HAM
6,216.65361249528522,216.51594537418853,HAM
7,256.34020816227314,260.7287271726359,NOR
8,237.62498051090867,233.78065187264812,HAM
9,159.54858087578134,154.30191760174344,HAM
10,203.91565667130794,201.42761040709033,HAM
11,127.02029509581047,129.06756531341355,NOR
12,233.7320390866633,235.33075043809524,NOR
13,176.0043952201929,155.8578433071471,HAM
14,203.74358401830975,218.23796831271054,NOR
15,219.29088727191854,224.676878570407,NOR
16,259.80250739938276,264.2854809616979,NOR
17,294.11905511071035,288.81547130891545,HAM
18,149.1816156230762,146.52647135978862,HAM
19,152.95770623353147,161.31430767461163,NOR
20,136.66697518649337,139.04654444223797,NOR
21,223.07934648377707,230.55684063521954,NOR
22,242.6553171972418,248.38543202189686,NOR
23,231.4260543644248,236.13221551735379,NOR
24,282.18476222577203,286.72817454855766,NOR
