Minisector,HAM,LEC,Fastest
0,273.79089511073386,273.04670895620797,HAM
1,289.60054292268376,292.355043502514,LEC
2,224.0494097715,228.91036857964926,LEC
3,133.57981578533315,127.4585492260505,HAM
4,186.4806673202878,182.1022721314376,HAM
5,125.86287764483005,119.61628147104089,HAM
6,212.50847029333332,210.08002164825396,HAM
7,265.89732049882406,260.8272507688305,HAM
8,186.6528033063782,174.61484642962964,HAM
9,183.3690630993753,181.05377711338704,HAM
10,264.09068247453416,263.06008536866807,HAM
11,192.75345730331827,186.45084178681356,HAM
12,168.91007230607394,164.11080730629615,HAM
13,256.6732640284792,254.81761973638095,HAM
14,272.48778437432713,271.42016821766725,HAM
15,286.9172149984753,286.35470804502165,HAM
16,209.76315709460317,199.52580575018732,HAM
17,204.80153925124233,189.34615501386068,HAM
18,247.39320849382716,240.63752077367857,HAM
19,282.86261394819354,281.30823036024844,HAM
20,293.03939374545456,293.2532198787879,LEC
21,211.0667981551594,204.33909007434715,HAM
22,154.1966769417944,144.42868375813953,HAM
23,164.60127067517965,155.84145315192742,HAM
24,227.25946109688013,223.80690892315002,HAM
25,260.31380698012947,,HAM
