Minisector,NOR,LEC,Fastest
0,290.5133769204205,291.6332176150427,LEC
1,164.96156878226495,162.75671399926142,NOR
2,177.45434909161793,172.68678596267966,NOR
3,256.0004207190722,255.6199460447383,NOR
4,289.3784002015238,288.5756828097661,NOR
5,245.5624085448756,261.502979835393,LEC
6,224.36082429923852,228.82059253879095,LEC
7,157.02697069537916,152.48600846760377,NOR
8,223.77912081345403,221.57108839852222,NOR
9,277.8898441331602,278.66179666503405,LEC
10,297.5265330087157,297.6155553930159,LEC
11,306.7593537959184,307.3728489316017,LEC
12,309.1844689394395,311.5122180330827,LEC
13,307.8060272633135,310.1687919146667,LEC
14,132.38353083988474,128.15951363555556,NOR
15,118.13406492917466,120.32577481684483,LEC
16,102.98332411286756,102.25687915219599,NOR
17,233.82110878044048,235.4993108104762,LEC
18,286.11859616715725,285.58717232389574,NOR
19,305.91874160314836,306.94492547733336,LEC
20,315.8858974881203,318.04453116266666,LEC
21,318.76120627649124,319.58235387485234,LEC
22,117.96408805327037,125.50322582745058,LEC
23,204.3603710002005,193.96767440353804,NOR
24,270.54229534018447,267.53687754205043,NOR
25,,283.17656239999997,LEC
