Minisector,VER,PIA,Fastest
0,288.0891044990476,287.48670923683375,VER
1,298.2032904719577,298.09614526122175,VER
2,302.35254627555554,304.07747386666665,PIA
3,298.66561967411195,297.34785030614194,VER
4,207.09061626258205,202.25930294489328,VER
5,225.27703715534602,224.5219260085254,VER
6,267.7148678735238,268.7350741500227,PIA
7,274.49785137870134,268.5303625950877,VER
8,205.4841099372567,200.4229862728205,VER
9,149.6722356831273,141.37669015813603,VER
10,186.86607136547713,192.2030444503088,PIA
11,264.4196575289358,265.41949995097644,PIA
12,254.13900713904764,246.7073964722424,VER
13,236.07519390014428,233.70524605630362,VER
14,273.58916737414245,270.86677182199134,VER
15,173.69565972297428,171.20640636850965,VER
16,226.86888929885492,226.6149834337524,VER
17,241.88268915878788,222.84131115030854,VER
18,136.65103681480883,139.1379671965131,PIA
19,243.4455159429777,248.49036310268093,PIA
20,284.874821932309,286.13269055542855,PIA
21,250.83191977553565,227.07658679466667,VER
22,145.7662650961308,149.06730321972202,PIA
23,213.87824736240603,231.3313964168789,PIA
24,269.269555359623,271.0651394133333,PIA
