Minisector,LEC,HAM,Fastest
0,260.50083282857145,258.8193100741501,LEC
1,136.44313745239566,133.9223883190857,LEC
2,206.86518620555916,202.61908425023344,LEC
3,247.31452370285714,248.66071684832136,HAM
4,255.14118279183975,259.7309927292517,HAM
5,174.64396415061003,179.23343691809524,HAM
6,145.8742617793016,147.0212017652355,HAM
7,184.10254791538284,188.87061458626263,HAM
8,102.95935631278756,100.5283169209516,LEC
9,71.1024909550716,74.30707493222403,HAM
10,98.02791612765871,98.43657138261497,HAM
11,192.59407516309773,189.72326691887056,LEC
12,247.9786338369414,251.06795807392606,HAM
13,269.94507609761905,272.21246072250966,HAM
14,281.17440924835165,282.5247746361905,HAM
15,110.61044685620722,115.11712547213189,HAM
16,162.0873198640254,152.86490896315462,LEC
17,187.48720476756694,187.63834508030075,HAM
18,199.04555009705217,206.62270012526548,HAM
19,217.51444695505026,215.96537556856708,LEC
20,139.34941202540605,135.65045260835166,LEC
21,104.910282432994,112.2814204121817,HAM
22,100.02962499288127,101.54572690903429,HAM
23,203.05137178818552,198.71575752842713,LEC
24,248.34752726153846,252.5950294584874,HAM
25,264.9499968,,LEC
