Minisector,SAI,LEC,Fastest
0,279.66146274947107,284.2882060882563,LEC
1,119.11515848864153,112.08921616653497,SAI
2,159.75274521909702,166.77141153400402,LEC
3,207.66082066010054,208.3188788193132,LEC
4,156.13878479046798,165.32567223355022,LEC
5,243.83003249523813,242.62546998071426,SAI
6,206.70389105666817,190.28200497936027,SAI
7,132.8452332219901,136.9059964557623,LEC
8,230.4280302914732,236.31034538276887,LEC
9,275.6118601766824,273.54394375330367,SAI
10,286.10006868705887,273.50925626912715,SAI
11,145.1332673470283,147.3958869908304,LEC
12,214.09161116460274,220.14529379447438,LEC
13,265.8669907966387,266.3293863041604,LEC
14,261.14409411241115,254.60357463288886,SAI
15,101.34007903021013,99.6369381877086,SAI
16,217.0139142587942,219.69305673387416,LEC
17,272.08131208126986,272.27930492322855,LEC
18,299.3673211387013,293.617263552,SAI
19,315.97168969034016,305.022841701813,SAI
20,323.61358827554307,311.1176736992304,SAI
21,273.0693764737471,278.30749084460666,LEC
22,148.05263083056929,152.11564407809996,LEC
23,234.8862974570001,233.7219451387707,SAI
24,281.6497174841751,278.55472480717475,SAI
