Minisector,SAI,NOR,Fastest
0,296.40844899626666,298.6293348646191,NOR
1,247.19283724065775,234.47191650126624,SAI
2,202.1483119281187,191.6955827399571,SAI
3,265.2546011677748,263.0497393306183,SAI
4,224.90303415248002,207.61936823871412,SAI
5,112.81646939970963,106.32662944026939,SAI
6,182.2624645782728,167.79114210020282,SAI
7,257.91277995191916,257.3496985843621,SAI
8,288.9770473514976,288.94984536716606,SAI
9,303.5629129292191,304.45404367394383,NOR
10,307.9305989448373,307.34275739064066,SAI
11,236.12419581845117,209.25081460979317,SAI
12,142.9440665335115,136.6876073395263,SAI
13,252.60819982984125,253.286904162647,NOR
14,288.1521044990407,290.6180988614493,NOR
15,300.0735921608834,301.86161223973767,NOR
16,299.67843274949496,298.0706211541201,SAI
17,264.6083574634667,253.55820608410255,SAI
18,192.45399412793537,176.6233409592216,SAI
19,184.1135171175066,165.90175634855217,SAI
20,174.65468429329235,178.3994580023147,NOR
21,246.95771630032786,234.87261959853478,SAI
22,123.15647654437119,111.12493900207316,SAI
23,194.91547870758612,201.49935805049842,NOR
24,274.27146015073174,277.7086607773637,NOR
