Minisector,HAM,VET,Fastest
0,286.92916663703704,292.2644673185185,VET
1,295.18137248627454,302.7927082666667,VET
2,300.1868872,307.38562868025286,VET
3,301.0091146666667,307.16911861960784,VET
4,184.42901292698411,180.43396263704392,HAM
5,225.13787804444445,216.86484958487267,HAM
6,250.55080628569317,248.39611639727892,HAM
7,271.10839560501256,272.4896330400687,VET
8,270.2859653459557,274.1178235259259,VET
9,173.47032597107585,164.77252772203036,HAM
10,234.96196808366267,233.61390582164503,HAM
11,141.57976159346939,136.9489603206997,HAM
12,227.09900630780996,218.95869375072462,HAM
13,205.6113344,197.05850617805268,HAM
14,224.54303890909088,220.14499363463202,HAM
15,257.0882571364968,254.27416656,HAM
16,266.956049143404,266.6801958907518,HAM
17,284.95381496039164,289.6486110222222,VET
18,139.84951914749035,133.64462734035087,HAM
19,170.35279015343943,166.15169851770742,HAM
20,155.4234929761905,148.01596611316526,HAM
21,174.93435805894126,168.79347182222222,HAM
22,123.11633478794833,118.88301641354502,HAM
23,226.9136896,229.90102262277685,VET
24,268.64473667368424,273.49355163597886,VET
25,,285.6749984,VET
