Minisector,NOR,LEC,Fastest
0,302.6634021155556,300.4947222044445,NOR
1,152.30962468520013,152.55851679253968,LEC
2,210.78760839360532,210.97986267990382,LEC
3,287.7075977098039,286.1302578944219,NOR
4,313.65775860888454,311.78088507809525,NOR
5,312.136332105094,312.0963042074074,NOR
6,173.64117682950993,178.8262097479844,LEC
7,121.41758465995508,118.36155951719982,NOR
8,254.7263230425987,253.74668032902997,NOR
9,297.40732849815726,289.32798973490196,NOR
10,299.7002403076923,290.16426961426055,NOR
11,139.06296964001413,140.42224905316624,LEC
12,175.47542344410255,175.7506535572534,LEC
13,247.2246959880901,242.59578539517628,NOR
14,186.70258244742777,189.6628742731136,LEC
15,190.9819697355213,195.99832702476192,LEC
16,195.3360549611189,200.32855157502647,LEC
17,233.42989431632046,236.48490406704764,LEC
18,280.036648105804,279.38321261985186,NOR
19,294.2501069005348,290.2122957728798,NOR
20,243.2860055208791,247.4591437594228,LEC
21,202.8964079831165,207.66423596088887,LEC
22,185.15978791211262,186.54605645435484,LEC
23,269.5260640555288,266.85851066920634,NOR
24,299.8767883124579,300.2735221839783,LEC
25,,303.0,LEC
