Minisector,HAM,OCO,Fastest
0,306.55516672,300.00987658271606,HAM
1,244.72568286664665,239.21403236017315,HAM
2,135.92056517371387,132.36986396176442,HAM
3,239.09734003333332,235.94378782155718,HAM
4,191.5466026073486,193.53536355555556,OCO
5,242.11861986666668,250.309479752694,OCO
6,228.5845399313202,234.77543080267282,OCO
7,258.49302015844535,259.9755937210191,OCO
8,288.05969179234694,283.4247598237883,HAM
9,218.3721824152341,209.39528994190346,HAM
10,208.16594660250627,206.9120923820994,HAM
11,272.3344125177027,265.9679598712644,HAM
12,219.6377375085714,217.75937880803292,HAM
13,250.21031565460203,251.4994695388913,OCO
14,292.6909800439561,288.54249367190755,HAM
15,307.8405449846154,299.46282051282054,HAM
16,306.10966660266666,294.92918085492573,HAM
17,238.87768602428605,246.41692676666668,OCO
18,270.2083335727891,269.55058773350834,HAM
19,300.14591555076,294.94727573333336,HAM
20,308.13480951466664,300.4004998826667,HAM
21,299.37506847949874,292.5429328122649,HAM
22,160.58745903726702,153.41954437039954,HAM
23,238.43445019506885,235.6137333630798,HAM
24,290.2615415473711,284.87184444902056,HAM
25,302.4,,HAM
