Minisector,HAM,STR,Fastest
0,306.0316470603174,298.6535217259979,HAM
1,244.96687550461772,237.94665663014717,HAM
2,193.56909680436925,189.60211894707658,HAM
3,266.57718881347495,262.2760156616412,HAM
4,216.45494155558166,219.87455054637962,STR
5,110.41729913786064,110.75712230542071,STR
6,173.13683051916567,177.42722325354887,STR
7,257.96983481958847,258.2476527199525,STR
8,288.5947243804096,284.26635357824847,HAM
9,303.24444462222226,296.68116697600004,HAM
10,307.4059527241083,299.18038186666666,HAM
11,239.24290453350758,223.16224407272728,HAM
12,143.9463807458478,149.0304950065824,STR
13,255.73573909590402,257.589573466521,STR
14,290.39817693845754,287.70933367466665,HAM
15,298.6671664213333,291.19928587200945,HAM
16,290.240624984127,278.95178347641536,HAM
17,243.9597886646489,238.72974072005078,HAM
18,170.69292420101627,176.81794651241867,STR
19,182.47203214134683,174.47647005088308,HAM
20,174.18832648043266,178.12178050394624,STR
21,238.57170568386636,236.73575136344084,HAM
22,120.1460903709008,119.47111296843285,HAM
23,199.20306352757555,205.48280613436773,STR
24,281.4653691303709,279.4613789128205,HAM
25,295.10833386666667,,HAM
