Minisector,HAM,RIC,Fastest
0,245.82190707837185,249.41195591594584,RIC
1,280.38888888888886,285.57604533494793,RIC
2,186.66390376230257,179.65456704111116,HAM
3,158.7510204335601,154.18184859533037,HAM
4,259.3979295976884,259.41210362912625,RIC
5,265.68666666666667,264.45464713846155,HAM
6,222.77760746666667,220.52444688982277,HAM
7,203.30465684705882,192.74098484163625,HAM
8,152.9703787878788,147.44104616008104,HAM
9,209.60827691556415,213.93589719147502,RIC
10,269.1333333333333,268.5610831541295,HAM
11,128.6091040213733,117.52657878513232,HAM
12,208.22836585540256,215.49188332923092,RIC
13,271.01914285714287,273.2354778854229,RIC
14,292.30605654819226,291.0076891997602,HAM
15,300.72234454717994,298.5802239126014,HAM
16,247.4896551724138,225.88628848172044,HAM
17,138.38112447916774,133.12574834881977,HAM
18,131.93311719209026,128.25380313700427,HAM
19,123.07596295824702,114.67501292482983,HAM
20,223.2394409414204,229.0044156913992,RIC
21,249.1635802469136,249.8702604021164,RIC
22,240.8013380441843,227.19229823750663,HAM
23,222.32775855118467,209.47332504761906,HAM
24,140.67900643796855,134.57940795010637,HAM
25,213.79166933333335,,HAM
