Minisector,VER,LEC,Fastest
0,303.05666678303027,299.4654759111111,VER
1,257.992856431746,245.42929356567743,VER
2,199.68816607810137,197.86962644522586,VER
3,265.47665068051947,264.30304739365295,VER
4,232.7943913698237,224.2174121142857,VER
5,120.75384998829102,120.16183130697344,VER
6,181.78703893692278,173.76725917761462,VER
7,258.9434609527308,255.885999232,VER
8,291.6561984088598,288.3343909850431,VER
9,306.7149802920635,303.03791648000004,VER
10,314.0278509313283,309.3912697904762,VER
11,226.65566623452096,217.44023282758621,VER
12,151.96545854345146,145.2886766847715,VER
13,260.92808283514574,256.2897560761905,VER
14,293.375568504146,289.3482785190286,VER
15,306.06925600761906,299.6654761433107,VER
16,304.00189988193165,298.15797616,VER
17,266.44283758412695,256.0505219111111,VER
18,185.6520097078296,177.22068516658777,VER
19,185.50801284561447,180.96682987375985,VER
20,185.7647197044733,185.4934473454623,VER
21,250.37579417859507,246.91866624609523,VER
22,126.69624430089479,124.42325280655932,VER
23,197.31460459174602,202.3406011163624,LEC
24,279.0044360587454,276.98542956190477,VER
