Minisector,HAM,SAI,Fastest
0,300.8512595974095,304.81765782588235,SAI
1,229.31510860546032,252.05483067029476,SAI
2,135.43885371757403,126.33874823819919,HAM
3,245.97524985779845,239.22700824130965,HAM
4,191.96616683020682,187.7102633707719,HAM
5,239.65652069538316,248.54746901351473,SAI
6,226.23560035003067,231.2153717757647,SAI
7,257.2135994407408,254.08393377645712,HAM
8,288.70266636344337,289.88341328761766,SAI
9,205.32357823747614,205.93915867787115,SAI
10,201.53036528335025,202.07118541839702,SAI
11,274.21703255316805,271.62492921668223,HAM
12,218.63858133294536,209.51958495142858,HAM
13,251.66249909255188,246.80769101418002,HAM
14,290.99291529251326,288.67997888487616,HAM
15,305.3619792242424,305.48579844697264,SAI
16,307.43795747262175,306.28371195151516,HAM
17,209.68175443273057,205.85423580372196,HAM
18,260.32540630219347,259.92816744671205,HAM
19,293.361906402963,293.40875616253544,SAI
20,305.7395927949121,307.6660323090909,SAI
21,304.3369489403752,309.6445912604003,SAI
22,150.66924657349628,149.98124104055512,HAM
23,234.30500236458653,228.8701161611296,HAM
24,288.0410984035072,287.13851974901496,HAM
