Minisector,HAM,GAS,Fastest
0,262.8482457263158,263.6440829131653,GAS
1,296.9365170579788,293.2515620666667,HAM
2,310.8209328,315.36209208970894,GAS
3,319.64974598165793,330.2445514666667,GAS
4,324.5854166857143,338.9911988136054,GAS
5,327.44481299591837,344.20554036043956,GAS
6,282.46176269803925,291.2247951603672,GAS
7,116.6571866504602,115.8101682984127,HAM
8,149.7217455311629,156.35287271724135,GAS
9,251.04890414035086,257.2599523386243,GAS
10,288.72526073333336,298.0018193049882,GAS
11,231.25467476049403,242.72159669064655,GAS
12,93.94797403424116,93.5957356750243,HAM
13,113.39396004484925,112.37995305614487,HAM
14,214.50357211428573,215.8014569066667,GAS
15,196.1744285927619,185.67569449817057,HAM
16,222.96570234198708,221.42973449696967,HAM
17,195.5388888888889,186.57482970252963,HAM
18,221.42434457142858,224.74416544000002,GAS
19,271.8230393098039,273.33918600634917,GAS
20,289.50946714626565,283.37519985022567,HAM
21,155.8471288275862,150.78823471238096,HAM
22,102.76497128887652,103.43263446189533,GAS
23,123.75450372612613,123.02723856874505,HAM
24,205.3366496015959,206.56231019220778,GAS
