Minisector,LEC,SAI,Fastest
0,296.96066576311716,293.8499419160248,LEC
1,160.9238371303738,157.33382892790135,LEC
2,149.57116591895297,153.9921448879336,SAI
3,231.9778338631769,222.67616004481832,LEC
4,288.10557096347827,286.0870472744788,LEC
5,291.2338359205696,293.0764517908529,SAI
6,149.17574087566814,151.72607213915092,SAI
7,146.08247496639342,140.53962336556268,LEC
8,140.76210616935055,147.10669844866467,SAI
9,191.8540416541799,186.46460205061754,LEC
10,142.69292044828967,134.4746255121296,LEC
11,123.04699972797341,126.11661118870339,SAI
12,166.38077948322552,158.48008684683475,LEC
13,270.34707037965103,269.4556769849551,LEC
14,295.603351851719,294.66355615324153,LEC
15,149.90433068336463,148.86141965702743,LEC
16,197.6807614825563,205.90710802031745,SAI
17,174.01352267773703,173.61368999893082,LEC
18,271.80624783605595,273.03475121725575,SAI
19,297.64876665681516,296.32293768138715,LEC
20,311.94194501035906,309.2175631369907,LEC
21,319.21636905629316,316.37041670933337,LEC
22,324.0672299427651,320.95195943492064,LEC
23,326.5491072,323.46041672533335,LEC
24,327.2484617499944,324.21860908788284,LEC
