Minisector,SAI,OCO,Fastest
0,269.59007737111114,270.7267830207035,OCO
1,299.0105802171044,304.29943250735926,OCO
2,312.9809931831513,322.1000784271429,OCO
3,320.64539052,334.8036582452572,OCO
4,325.17952985738526,344.8708332952381,OCO
5,328.69567219563896,345.7054761447619,OCO
6,202.90973874271782,226.01437467062695,OCO
7,102.78765021187627,99.04290189482236,SAI
8,178.61012385060124,175.48751853265816,SAI
9,260.83101451465154,253.03356523047617,SAI
10,291.55870543349204,290.8758266115014,SAI
11,155.79492488557023,164.77851323591835,OCO
12,91.33055443743604,92.86438678943881,OCO
13,111.37839271136714,110.52348518441939,SAI
14,219.81878024888888,209.81505673535355,SAI
15,177.138199643327,181.48328906772275,OCO
16,216.07253080924306,225.36682518349204,OCO
17,169.76838459257863,166.6917721073904,SAI
18,237.1860282651462,227.34866729436928,SAI
19,281.9594015146858,272.21329213156173,SAI
20,252.96776054520055,245.76567690457517,SAI
21,145.59981635952593,144.84311936465315,SAI
22,95.5659930368383,92.19777956205253,SAI
23,120.6048890337733,116.56353016,SAI
24,224.39856053206128,211.59553705079367,SAI
25,256.6249984,250.171876,SAI
